Gene_Name,3groupCMHexact_pvalue,3groupbreslowday_pvalue,Model,3groupcasefreq,3groupctrlfreq,3groupenrichmentdirection,1ifbothdukeandha_showcaseenrichment,4groupCMHexact_pvalue,4groupbreslowday_pvalue,4groupcasefreq,4groupctrlfreq,4groupdirection,CarrierCaseDuke,NonCarrierCaseDuke,CarrierCtrlDuke,NonCarrierCtrlDuke,CarrierCaseStanfordMcGill,NonCarrierCaseStanfordMcGill,CarrierCtrlStanfordMcGill,NonCarrierCtrlStanfordMcGill,CarrierCaseHudsonAlpha,NonCarrierCaseHudsonAlpha,CarrierCtrlHudsonAlpha,NonCarrierCtrlHudsonAlpha,CarrierCaseReplication,NonCarrierCaseReplication,CarrierCtrlReplication,NonCarrierCtrlReplication,CaseFreqDuke,CtrlFreqDuke,CaseFreqStanfordMcGill,CtrlFreqStanfordMcGill,CaseFreqHudsonAlpha,CtrlFreqHudsonAlpha,CaseFreqReplication,CtrlFreqReplication
'COLGALT2',1,0.165393609,Dom_not_benign,0.209%,0.281%,ctrl,0,NA,NA,NA,NA,NA,3,1170,17,3997,1,250,1,788,2,1448,0,1602,NA,NA,NA,NA,0.0026,0.0042,0.004,0.0013,0.00137931,0,NA,NA
'COLGALT2',1,NA,Dom_LoF,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0007474,0,0.0013,0,0,NA,NA
'COLGALT2',1,NA,Rec_coding,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0,0.0013,0,0,NA,NA
'COLQ',0.359440714,0.438548479,Dom_coding,0.452%,0.640%,ctrl,0,NA,NA,NA,NA,NA,5,1168,28,3986,2,249,3,786,6,1444,10,1592,NA,NA,NA,NA,0.0043,0.007,0.008,0.0038,0.004137931,0.006242197,NA,NA
'COLQ',0.51825303,0.50005013,Dom_not_benign,0.418%,0.562%,ctrl,0,NA,NA,NA,NA,NA,5,1168,25,3989,2,249,3,786,5,1445,8,1594,NA,NA,NA,NA,0.0043,0.0062,0.008,0.0038,0.003448276,0.004993758,NA,NA
'COLQ',1,0.142775824,Dom_LoF,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,1,1172,4,4010,1,250,0,789,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0009965,0.004,0,0,0.00062422,NA,NA
'COMMD1',0.026105097,0.199875254,Dom_coding,0.418%,0.125%,case,1,NA,NA,NA,NA,NA,6,1167,3,4011,0,251,1,788,6,1444,4,1598,NA,NA,NA,NA,0.0051,0.0007474,0,0.0013,0.004137931,0.002496879,NA,NA
'COMMD1',0.382155529,NA,Dom_not_benign,0.244%,0.094%,case,1,NA,NA,NA,NA,NA,2,1171,2,4012,0,251,0,789,5,1445,4,1598,NA,NA,NA,NA,0.0017,0.0004983,0,0,0.003448276,0.002496879,NA,NA
'COMMD1',0.551615721,NA,Rec_coding,0.070%,0.016%,case,1,NA,NA,NA,NA,NA,1,1172,0,4014,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0,0,0,0.000689655,0.00062422,NA,NA
'COMMD1',0.551615721,NA,Rec_not_benign,0.070%,0.016%,case,1,NA,NA,NA,NA,NA,1,1172,0,4014,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0,0,0,0.000689655,0.00062422,NA,NA
'COMMD1',1,NA,Dom_LoF,0.070%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,2,1448,3,1599,NA,NA,NA,NA,0,0,0,0,0.00137931,0.001872659,NA,NA
'COMMD10',1,0.149258029,Dom_not_benign,0.070%,0.062%,case,0,NA,NA,NA,NA,NA,0,1173,3,4011,1,250,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0007474,0.004,0,0.000689655,0.00062422,NA,NA
'COMMD10',1,NA,Dom_LoF,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0,NA,NA
'COMMD10',1,0.21313298,Dom_coding,0.104%,0.125%,ctrl,0,NA,NA,NA,NA,NA,0,1173,6,4008,1,250,1,788,2,1448,1,1601,NA,NA,NA,NA,0,0.0015,0.004,0.0013,0.00137931,0.00062422,NA,NA
'COMMD2',0.152504336,0.773805595,Dom_not_benign,0.174%,0.094%,case,1,NA,NA,NA,NA,NA,3,1170,5,4009,1,250,1,788,1,1449,0,1602,NA,NA,NA,NA,0.0026,0.0012,0.004,0.0013,0.000689655,0,NA,NA
'COMMD2',0.230179554,0.472439634,Dom_coding,0.313%,0.187%,case,0,NA,NA,NA,NA,NA,5,1168,7,4007,1,250,1,788,3,1447,4,1598,NA,NA,NA,NA,0.0043,0.0017,0.004,0.0013,0.002068966,0.002496879,NA,NA
'COMMD2',1,0.122206906,Rec_coding,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,1,250,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0.004,0,0,0.00062422,NA,NA
'COMMD3',0.11375111,NA,Dom_LoF,0.244%,0.078%,case,1,NA,NA,NA,NA,NA,2,1171,4,4010,0,251,0,789,5,1445,1,1601,NA,NA,NA,NA,0.0017,0.0009965,0,0,0.003448276,0.00062422,NA,NA
'COMMD3',0.343404354,NA,Dom_not_benign,0.313%,0.187%,case,1,NA,NA,NA,NA,NA,3,1170,9,4005,0,251,0,789,6,1444,3,1599,NA,NA,NA,NA,0.0026,0.0022,0,0,0.004137931,0.001872659,NA,NA
'COMMD3',0.652329109,NA,Dom_coding,0.313%,0.219%,case,1,NA,NA,NA,NA,NA,3,1170,9,4005,0,251,0,789,6,1444,5,1597,NA,NA,NA,NA,0.0026,0.0022,0,0,0.004137931,0.003121099,NA,NA
'COMMD3-BMI1',0.368128282,0.419759283,Dom_LoF,0.104%,0.047%,case,1,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,1,788,2,1448,0,1602,NA,NA,NA,NA,0.0008525,0.0004983,0,0.0013,0.00137931,0,NA,NA
'COMMD3-BMI1',0.783356191,0.406228394,Dom_not_benign,0.174%,0.172%,case,0,NA,NA,NA,NA,NA,2,1171,8,4006,0,251,2,787,3,1447,1,1601,NA,NA,NA,NA,0.0017,0.002,0,0.0025,0.002068966,0.00062422,NA,NA
'COMMD3-BMI1',1,0.950427326,Dom_coding,0.244%,0.250%,ctrl,0,NA,NA,NA,NA,NA,3,1170,9,4005,1,250,3,786,3,1447,4,1598,NA,NA,NA,NA,0.0026,0.0022,0.004,0.0038,0.002068966,0.002496879,NA,NA
'COMMD4',1,0.786599659,Dom_not_benign,0.070%,0.062%,case,1,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,1,788,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.0004983,0,0.0013,0.000689655,0.00062422,NA,NA
'COMMD4',0.345420071,0.787868957,Dom_coding,0.070%,0.156%,ctrl,0,NA,NA,NA,NA,NA,1,1172,5,4009,0,251,2,787,1,1449,3,1599,NA,NA,NA,NA,0.0008525,0.0012,0,0.0025,0.000689655,0.001872659,NA,NA
'COMMD5',0.01821462,0.194055474,Dom_not_benign,0.278%,0.047%,case,1,NA,NA,NA,NA,NA,2,1171,2,4012,0,251,1,788,6,1444,0,1602,NA,NA,NA,NA,0.0017,0.0004983,0,0.0013,0.004137931,0,NA,NA
'COMMD5',0.129887861,0.151359493,Dom_coding,0.348%,0.141%,case,0,NA,NA,NA,NA,NA,2,1171,7,4007,0,251,1,788,8,1442,1,1601,NA,NA,NA,NA,0.0017,0.0017,0,0.0013,0.005517241,0.00062422,NA,NA
'COMMD5',0.299342636,NA,Dom_LoF,0.104%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,3,1447,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.002068966,0,NA,NA
'COMMD5',1,NA,Rec_coding,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,2,787,0,1450,0,1602,NA,NA,NA,NA,0,0,0,0.0025,0,0,NA,NA
'COMMD6',0.604810063,NA,Dom_not_benign,0.070%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.000689655,0.00062422,NA,NA
'COMMD6',1,NA,Dom_coding,0.139%,0.141%,ctrl,0,NA,NA,NA,NA,NA,2,1171,6,4008,0,251,0,789,2,1448,3,1599,NA,NA,NA,NA,0.0017,0.0015,0,0,0.00137931,0.001872659,NA,NA
'COMMD7',0.069877082,0.517430901,Dom_coding,0.278%,0.078%,case,1,NA,NA,NA,NA,NA,3,1170,2,4012,0,251,1,788,5,1445,2,1600,NA,NA,NA,NA,0.0026,0.0004983,0,0.0013,0.003448276,0.001248439,NA,NA
'COMMD7',0.107439811,NA,Dom_LoF,0.070%,0.000%,case,1,NA,NA,NA,NA,NA,1,1172,0,4014,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0,0,0,0.000689655,0,NA,NA
'COMMD7',0.319311143,0.422041292,Dom_not_benign,0.104%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,1,788,2,1448,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0013,0.00137931,0,NA,NA
'COMMD8',0.707758493,NA,Dom_not_benign,0.104%,0.078%,case,0,NA,NA,NA,NA,NA,2,1171,3,4011,0,251,0,789,1,1449,2,1600,NA,NA,NA,NA,0.0017,0.0007474,0,0,0.000689655,0.001248439,NA,NA
'COMMD8',1,0.683105505,Dom_coding,0.209%,0.203%,case,1,NA,NA,NA,NA,NA,3,1170,8,4006,0,251,2,787,3,1447,3,1599,NA,NA,NA,NA,0.0026,0.002,0,0.0025,0.002068966,0.001872659,NA,NA
'COMMD8',0.513639048,NA,Dom_LoF,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0,0.00062422,NA,NA
'COMMD9',0.370192594,NA,Dom_not_benign,0.174%,0.141%,case,1,NA,NA,NA,NA,NA,3,1170,9,4005,0,251,0,789,2,1448,0,1602,NA,NA,NA,NA,0.0026,0.0022,0,0,0.00137931,0,NA,NA
'COMMD9',0.573942689,0.53183239,Dom_coding,0.174%,0.187%,ctrl,1,NA,NA,NA,NA,NA,4,1169,11,4003,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0.0034,0.0027,0,0.0013,0.000689655,0,NA,NA
'COMP',0.249642672,NA,Dom_LoF,0.139%,0.094%,case,0,NA,NA,NA,NA,NA,4,1169,5,4009,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0.0034,0.0012,0,0.0013,0,0,NA,NA
'COMP',0.329532129,0.18392765,Dom_coding,0.835%,0.625%,case,1,NA,NA,NA,NA,NA,10,1163,24,3990,0,251,7,782,14,1436,9,1593,NA,NA,NA,NA,0.0085,0.006,0,0.0089,0.009655172,0.005617978,NA,NA
'COMP',0.864352476,0.449835612,Dom_not_benign,0.487%,0.453%,case,1,NA,NA,NA,NA,NA,7,1166,18,3996,0,251,4,785,7,1443,7,1595,NA,NA,NA,NA,0.006,0.0045,0,0.0051,0.004827586,0.004369538,NA,NA
'COMT',0.295606284,0.888324043,Dom_not_benign,0.244%,0.172%,case,1,NA,NA,NA,NA,NA,4,1169,7,4007,1,250,2,787,2,1448,2,1600,NA,NA,NA,NA,0.0034,0.0017,0.004,0.0025,0.00137931,0.001248439,NA,NA
'COMT',0.507618451,0.950234113,Dom_coding,0.313%,0.281%,case,1,NA,NA,NA,NA,NA,5,1168,14,4000,1,250,2,787,3,1447,2,1600,NA,NA,NA,NA,0.0043,0.0035,0.004,0.0025,0.002068966,0.001248439,NA,NA
