gene_left	gene_right	source
YBX1	CPSF1	inference
YBX1	CDC20	experimental interaction detection
YBX1	SF3A3	inference
YBX1	ILF2	experimental interaction detection
YBX1	ILF3	experimental interaction detection
YBX1	ELAVL2	inference
YBX1	NFX1	experimental interaction detection
YBX1	CSTF3	inference
YBX1	LCP2	experimental interaction detection
YBX1	HNRNPA0	experimental interaction detection
YBX1	SRSF9	experimental interaction detection
YBX1	SRSF5	inference
YBX1	SRSF6	inference
YBX1	G3BP1	experimental interaction detection
YBX1	PABPC4	experimental interaction detection
YBX1	MRPL49	experimental interaction detection
YBX1	SF3B2	inference
YBX1	PICALM	experimental interaction detection
YBX1	SQSTM1	inference
YBX1	SNW1	inference
YBX1	KRR1	experimental interaction detection
YBX1	CUL1	experimental interaction detection
YBX1	CUL2	experimental interaction detection
YBX1	CUL3	experimental interaction detection
YBX1	CUL4B	experimental interaction detection
YBX1	MOGS	experimental interaction detection
YBX1	NACA	experimental interaction detection
YBX1	HNRNPD	experimental interaction detection
YBX1	CAPRIN1	experimental interaction detection
YBX1	NBR1	inference
YBX1	USP10	experimental interaction detection
YBX1	MVP	experimental interaction detection
YBX1	CASP8	experimental interaction detection
YBX1	CUL7	experimental interaction detection
YBX1	SUZ12	experimental interaction detection
YBX1	EFTUD2	inference
YBX1	IQCB1	experimental interaction detection
YBX1	NONO	experimental interaction detection
YBX1	RNPS1	inference
YBX1	PCBP1	inference
YBX1	PCBP2	inference
YBX1	SF3B3	inference
YBX1	RPS6KA1	experimental interaction detection
YBX1	SF3B4	inference
YBX1	SF3A2	experimental interaction detection
YBX1	SF3A1	inference
YBX1	SF1	inference
YBX1	ZRSR2	inference
YBX1	ELAVL1	experimental interaction detection
YBX1	TAB1	experimental interaction detection
YBX1	MAPK11	inference
YBX1	NEDD8	experimental interaction detection
YBX1	EZH2	experimental interaction detection
YBX1	MAPK14	inference
YBX1	MRPL23	experimental interaction detection
YBX1	SNRNP35	inference
YBX1	SRSF7	inference
YBX1	HNRNPUL2	experimental interaction detection
YBX1	TSR1	experimental interaction detection
YBX1	SMU1	experimental interaction detection
YBX1	LRRFIP1	inference
YBX1	GLYR1	experimental interaction detection
YBX1	LARP7	experimental interaction detection
YBX1	AMOT	inference
YBX1	PABPC1L	inference
YBX1	PAN2	experimental interaction detection
YBX1	USP39	inference
YBX1	ZNF326	inference
YBX1	PABPC1L2A	inference
YBX1	RRP12	inference
YBX1	HABP4	experimental interaction detection
YBX1	HP1BP3	experimental interaction detection
YBX1	CHCHD2P9	experimental interaction detection
YBX1	MRPL2	experimental interaction detection
YBX1	ZCCHC11	inference
YBX1	RC3H1	inference
YBX1	LGSN	experimental interaction detection
YBX1	KHDRBS2	experimental interaction detection
YBX1	LARP1B	experimental interaction detection
YBX1	RPGRIP1L	inference
YBX1	SPECC1L	experimental interaction detection
YBX1	SNRNP48	inference
YBX1	PRPF8	inference
YBX1	LARP1	experimental interaction detection
YBX1	FIP1L1	inference
YBX1	CWC27	inference
YBX1	GIGYF2	experimental interaction detection
YBX1	LIN28B	experimental interaction detection
YBX1	PAXIP1	experimental interaction detection
YBX1	LARP4	experimental interaction detection
YBX1	DDX46	inference
YBX1	DHX30	experimental interaction detection
YBX1	MEPCE	experimental interaction detection
YBX1	PHF5A	inference
YBX1	ZC3HAV1	experimental interaction detection
YBX1	NUFIP2	experimental interaction detection
YBX1	RBBP6	experimental interaction detection
YBX1	FBXO33	experimental interaction detection
YBX1	RALYL	experimental interaction detection
YBX1	PEG10	experimental interaction detection
YBX1	PABPN1	experimental interaction detection
YBX1	ALYREF	experimental interaction detection
YBX1	CAND1	experimental interaction detection
YBX1	DDX42	inference
YBX1	KSR1	inference
YBX1	APLF	experimental interaction detection
YBX1	CHERP	inference
YBX1	SUGP1	inference
YBX1	CCAR1	inference
YBX1	DNAJC10	experimental interaction detection
YBX1	RPAP2	experimental interaction detection
YBX1	AMOTL1	inference
YBX1	SRRM1	inference
YBX1	HACE1	experimental interaction detection
YBX1	UBQLNL	inference
YBX1	TAB3	experimental interaction detection
YBX1	CPSF7	inference
YBX1	PDCD7	inference
YBX1	MRPL43	experimental interaction detection
YBX1	PRPF38A	inference
YBX1	SERBP1	experimental interaction detection
YBX1	FAM98A	experimental interaction detection
YBX1	ZCRB1	inference
YBX1	SP7	inference
YBX1	U2AF1L4	inference
YBX1	SNRNP27	inference
YBX1	ATXN2L	experimental interaction detection
YBX1	PRPF31	inference
YBX1	SREK1	experimental interaction detection
YBX1	DNAJC9	experimental interaction detection
YBX1	CTNNBL1	inference
YBX1	H1FX	experimental interaction detection
YBX1	MRPS27	experimental interaction detection
YBX1	LARP4B	experimental interaction detection
YBX1	DHX38	inference
YBX1	MRPS31	experimental interaction detection
YBX1	PRCC	inference
YBX1	DDX17	experimental interaction detection
YBX1	UPF1	experimental interaction detection
YBX1	COPS5	experimental interaction detection
YBX1	GPKOW	inference
YBX1	KHSRP	experimental interaction detection
YBX1	CLP1	inference
YBX1	CUL5	experimental interaction detection
YBX1	FBXW7	experimental interaction detection
YBX1	IGSF8	experimental interaction detection
YBX1	WBP2	inference
YBX1	MRPL24	inference
YBX1	MAGOHB	inference
YBX1	LRRC59	experimental interaction detection
YBX1	PPWD1	inference
YBX1	SNRNP40	inference
YBX1	MRPL38	experimental interaction detection
YBX1	SIRT1	experimental interaction detection
YBX1	MRPL53	experimental interaction detection
YBX1	PTCD3	experimental interaction detection
YBX1	LTV1	experimental interaction detection
YBX1	MRPL48	experimental interaction detection
YBX1	RBM17	inference
YBX1	MAEL	experimental interaction detection
YBX1	ZFR	experimental interaction detection
YBX1	RNPC3	inference
YBX1	RBM14	experimental interaction detection
YBX1	STRBP	experimental interaction detection
YBX1	CDC5L	inference
YBX1	RNF2	experimental interaction detection
YBX1	SORT1	experimental interaction detection
YBX1	MAP3K14	experimental interaction detection
YBX1	POP1	inference
YBX1	PITX2	experimental interaction detection
YBX1	BARD1	experimental interaction detection
YBX1	HNRNPAB	inference
YBX1	TSG101	experimental interaction detection
YBX1	EBNA1BP2	inference
YBX1	MACROD1	experimental interaction detection
YBX1	PYM1	experimental interaction detection
YBX1	HNRNPUL1	experimental interaction detection
YBX1	DDX23	inference
YBX1	SNRNP25	inference
YBX1	GNL3	experimental interaction detection
YBX1	SF3B5	inference
YBX1	SRRT	inference
YBX1	MRPL20	experimental interaction detection
YBX1	MRPL13	experimental interaction detection
YBX1	MRPL9	experimental interaction detection
YBX1	MRPL1	experimental interaction detection
YBX1	MRPS26	inference
YBX1	MRPL37	experimental interaction detection
YBX1	GTPBP4	experimental interaction detection
YBX1	UPF3B	inference
YBX1	CRNKL1	inference
YBX1	UNK	experimental interaction detection
YBX1	UBE2O	experimental interaction detection
YBX1	ANKRD2	experimental interaction detection
YBX1	WWTR1	experimental interaction detection
YBX1	SPRTN	experimental interaction detection
YBX1	MRPL18	inference
YBX1	CCDC8	experimental interaction detection
YBX1	GZF1	experimental interaction detection
YBX1	DHX36	inference
YBX1	PABPC3	experimental interaction detection
YBX1	RIBC2	experimental interaction detection
YBX1	NOL6	experimental interaction detection
YBX1	RPF2	experimental interaction detection
YBX1	TDRD3	experimental interaction detection
YBX1	AGO3	inference
YBX1	VPS37B	experimental interaction detection
YBX1	MRPL44	experimental interaction detection
YBX1	LIN28A	inference
YBX1	SMURF2	experimental interaction detection
YBX1	RC3H2	inference
YBX1	CBX8	experimental interaction detection
YBX1	MOV10	experimental interaction detection
YBX1	SMURF1	experimental interaction detection
YBX1	CWC22	inference
YBX1	AGO4	experimental interaction detection
YBX1	XAB2	inference
YBX1	MRPL47	inference
YBX1	SEPSECS	experimental interaction detection
YBX1	MRPL40	experimental interaction detection
YBX1	PLCB1	inference
YBX1	SEC31B	experimental interaction detection
YBX1	DDX21	experimental interaction detection
YBX1	FBXO6	experimental interaction detection
YBX1	UBQLN4	inference
YBX1	STAU2	experimental interaction detection
YBX1	DDX28	experimental interaction detection
YBX1	SPATS2L	experimental interaction detection
YBX1	RBM22	inference
YBX1	FAM120C	experimental interaction detection
YBX1	MRPL16	experimental interaction detection
YBX1	LYAR	experimental interaction detection
YBX1	CWC25	inference
YBX1	FAM120A	experimental interaction detection
YBX1	IGF2BP1	experimental interaction detection
YBX1	CWC15	inference
YBX1	MRPL15	experimental interaction detection
YBX1	MRPL27	experimental interaction detection
YBX1	CCDC180	experimental interaction detection
YBX1	CPSF2	inference
YBX1	TFIP11	inference
YBX1	RPS6KB2	experimental interaction detection
YBX1	DUX4	experimental interaction detection
YBX1	ZMAT5	inference
YBX1	ABCF2	experimental interaction detection
YBX1	MKRN1	inference
YBX1	SEPT9	experimental interaction detection
YBX1	UBQLN2	inference
YBX1	PUF60	inference
YBX1	DDX41	experimental interaction detection
YBX1	LSM7	inference
YBX1	FBXW11	experimental interaction detection
YBX1	CPSF3	inference
YBX1	RALY	experimental interaction detection
YBX1	AGO2	experimental interaction detection
YBX1	AGO1	experimental interaction detection
YBX1	ISY1	inference
YBX1	PRPF19	experimental interaction detection
YBX1	UBQLN1	inference
YBX1	G3BP2	experimental interaction detection
YBX1	PPIE	inference
YBX1	B9D1	inference
YBX1	SRRM2	experimental interaction detection
YBX1	PA2G4	experimental interaction detection
YBX1	MRPS28	experimental interaction detection
YBX1	MRPS7	experimental interaction detection
YBX1	YBX2	experimental interaction detection
YBX1	WBP11	inference
YBX1	NOP58	experimental interaction detection
YBX1	YARS2	inference
YBX1	LSM2	inference
YBX1	SF3B6	inference
YBX1	PPIL1	inference
YBX1	TLN1	experimental interaction detection
YBX1	TRAF6	experimental interaction detection
YBX1	LSM5	inference
YBX1	LSM4	inference
YBX1	NUB1	inference
YBX1	RBM8A	inference
YBX1	MRPS18B	inference
YBX1	CHCHD2	experimental interaction detection
YBX1	IGF2BP2	experimental interaction detection
YBX1	IVNS1ABP	experimental interaction detection
SEC11A	CSNK2B	experimental interaction detection
SEC11A	GABRE	experimental interaction detection
SEC11A	RPL24	inference
SEC11A	RPL36A	inference
SEC11A	RPL19	inference
SEC11A	RPL18A	inference
SEC11A	RPL6	inference
SEC11A	RPL18	inference
SEC11A	SPCS2	inference
SEC11A	SEPT2	inference
SEC11A	TRAM1	inference
SEC11A	NEDD8	experimental interaction detection
SEC11A	SEPT7	inference
SEC11A	TCTN1	experimental interaction detection
SEC11A	HSDL1	inference
SEC11A	HSD17B12	inference
SEC11A	TMEM67	experimental interaction detection
SEC11A	TCTN3	experimental interaction detection
SEC11A	SCD5	inference
SEC11A	EVC2	experimental interaction detection
SEC11A	ADIPOR2	inference
SEC11A	TMEM17	experimental interaction detection
SEC11A	SLC9A9	inference
SEC11A	UBE2J2	inference
SEC11A	SLC35F6	experimental interaction detection
SEC11A	ZCCHC13	inference
SEC11A	SLC9A6	inference
SEC11A	TNFRSF14	experimental interaction detection
SEC11A	ADIPOR1	inference
SEC11A	TCTN2	experimental interaction detection
SEC11A	RNF2	experimental interaction detection
SEC11A	SEPT5	inference
SEC11A	TMEM147	inference
SEC11A	SEC11C	inference
SEC11A	SLC35B3	inference
SEC11A	SAR1A	inference
SEC11A	FBXO6	experimental interaction detection
SEC11A	RAB6B	inference
SEC11A	ELOVL5	inference
SEC11A	CHMP5	inference
SEC11A	TMEM216	experimental interaction detection
SEC11A	GHRL	inference
SEC11A	SSR3	inference
SEC11A	RCE1	inference
SEC11A	STXBP5L	inference
SEC11A	RPL36	inference
SEC11A	TRAF6	experimental interaction detection
SEC11A	SPCS1	inference
SEC11A	SAR1B	inference
CSNK2B	ACTC1	inference
CSNK2B	EEF1A1	inference
CSNK2B	ACTA1	inference
CSNK2B	TUBB4B	inference
CSNK2B	CSNK2A1	experimental interaction detection
CSNK2B	HIST1H3A	inference
CSNK2B	NOP14	inference
CSNK2B	PIP4K2B	inference
CSNK2B	SARNP	experimental interaction detection
CSNK2B	H3F3A	inference
CSNK2B	PKD1	inference
CSNK2B	PPP2R2B	inference
CSNK2B	PITPNA	experimental interaction detection
CSNK2B	MAT1A	inference
CSNK2B	CDK3	inference
CSNK2B	CDK16	experimental interaction detection
CSNK2B	GALK2	inference
CSNK2B	PFKP	inference
CSNK2B	RPL18A	inference
CSNK2B	TOP2B	experimental interaction detection
CSNK2B	CENPC	inference
CSNK2B	ATP7A	inference
CSNK2B	TLE1	experimental interaction detection
CSNK2B	TLE3	inference
CSNK2B	YWHAH	inference
CSNK2B	PRKCZ	experimental interaction detection
CSNK2B	EEF1A2	inference
CSNK2B	PPAT	inference
CSNK2B	RING1	inference
CSNK2B	RAD51	experimental interaction detection
CSNK2B	POLE	inference
CSNK2B	PPID	experimental interaction detection
CSNK2B	SSRP1	inference
CSNK2B	RBBP4	inference
CSNK2B	EP300	inference
CSNK2B	TBL3	inference
CSNK2B	EPS8	experimental interaction detection
CSNK2B	PPP1R8	inference
CSNK2B	USP4	inference
CSNK2B	PAK1	inference
CSNK2B	PAK2	inference
CSNK2B	STK3	inference
CSNK2B	DDX10	inference
CSNK2B	ERCC8	experimental interaction detection
CSNK2B	PABPC4	inference
CSNK2B	PPP2R5C	inference
CSNK2B	PDCL	inference
CSNK2B	FZD5	inference
CSNK2B	TUBB3	inference
CSNK2B	EIF4EBP1	inference
CSNK2B	HDAC1	experimental interaction detection
CSNK2B	KRR1	inference
CSNK2B	PWP1	inference
CSNK2B	TP53BP2	experimental interaction detection
CSNK2B	TNFAIP1	experimental interaction detection
CSNK2B	TUBB2A	inference
CSNK2B	BYSL	inference
CSNK2B	BOP1	inference
CSNK2B	EIF3A	inference
CSNK2B	MPP2	experimental interaction detection
CSNK2B	DYNC1H1	experimental interaction detection
CSNK2B	EIF2B1	inference
CSNK2B	EIF4A2	inference
CSNK2B	GAMT	experimental interaction detection
CSNK2B	GRB14	inference
CSNK2B	RRP1B	inference
CSNK2B	PDCD11	inference
CSNK2B	BMS1	inference
CSNK2B	USP10	inference
CSNK2B	PPP2R5D	experimental interaction detection
CSNK2B	CBX2	experimental interaction detection
CSNK2B	NOLC1	experimental interaction detection
CSNK2B	CUL7	experimental interaction detection
CSNK2B	NCAPH	inference
CSNK2B	MORF4L2	inference
CSNK2B	NCAPD2	inference
CSNK2B	SUZ12	experimental interaction detection
CSNK2B	PPP2R5A	inference
CSNK2B	PPP2R5B	inference
CSNK2B	PTPRK	experimental interaction detection
CSNK2B	PWP2	inference
CSNK2B	RNPS1	experimental interaction detection
CSNK2B	RPS6KA2	experimental interaction detection
CSNK2B	PUM3	inference
CSNK2B	RPS6KA1	experimental interaction detection
CSNK2B	SEC23A	inference
CSNK2B	SEC23B	inference
CSNK2B	SIX1	inference
CSNK2B	TAF7	experimental interaction detection
CSNK2B	TERF2	experimental interaction detection
CSNK2B	MAPK11	inference
CSNK2B	ITSN1	experimental interaction detection
CSNK2B	EZH2	experimental interaction detection
CSNK2B	CRY1	experimental interaction detection
CSNK2B	PPP2R5E	experimental interaction detection
CSNK2B	MAPK14	experimental interaction detection
CSNK2B	RBBP7	inference
CSNK2B	NRF1	experimental interaction detection
CSNK2B	IFI16	experimental interaction detection
CSNK2B	HIST3H3	inference
CSNK2B	HIST2H2AC	inference
CSNK2B	HIST2H2BE	inference
CSNK2B	PFKFB4	experimental interaction detection
CSNK2B	PDS5A	experimental interaction detection
CSNK2B	TSR1	inference
CSNK2B	PCGF3	experimental interaction detection
CSNK2B	TUBB8	inference
CSNK2B	CRY2	inference
CSNK2B	PABPC1L	inference
CSNK2B	DALRD3	experimental interaction detection
CSNK2B	PABPC1L2A	inference
CSNK2B	RRP12	inference
CSNK2B	HIST2H2BF	inference
CSNK2B	C6orf136	experimental interaction detection
CSNK2B	DACT2	inference
CSNK2B	CEP170	experimental interaction detection
CSNK2B	C9orf114	experimental interaction detection
CSNK2B	CPSF3L	experimental interaction detection
CSNK2B	UTP14C	inference
CSNK2B	RNF220	inference
CSNK2B	PPP2R2D	inference
CSNK2B	RPGRIP1L	inference
CSNK2B	SUMO4	inference
CSNK2B	HIST2H2AA3	inference
CSNK2B	DENND5A	experimental interaction detection
CSNK2B	PRPF40B	inference
CSNK2B	H3F3C	inference
CSNK2B	PRPF8	inference
CSNK2B	CTR9	inference
CSNK2B	SPSB3	experimental interaction detection
CSNK2B	TBPL2	inference
CSNK2B	MOXD1	experimental interaction detection
CSNK2B	CRELD2	experimental interaction detection
CSNK2B	PACS1	experimental interaction detection
CSNK2B	C11orf57	experimental interaction detection
CSNK2B	PAXIP1	experimental interaction detection
CSNK2B	USP43	experimental interaction detection
CSNK2B	HIST2H3A	inference
CSNK2B	H2AFV	inference
CSNK2B	SUPT6H	inference
CSNK2B	MEPCE	experimental interaction detection
CSNK2B	CYFIP1	inference
CSNK2B	HIST3H2A	inference
CSNK2B	H2BFWT	inference
CSNK2B	TSEN54	experimental interaction detection
CSNK2B	PCGF5	experimental interaction detection
CSNK2B	DTX2	inference
CSNK2B	CD163	experimental interaction detection
CSNK2B	COMTD1	inference
CSNK2B	PKHD1L1	inference
CSNK2B	DTX1	inference
CSNK2B	MIB1	inference
CSNK2B	HIST2H2AB	inference
CSNK2B	VRK3	experimental interaction detection
CSNK2B	KSR1	inference
CSNK2B	PHC2	experimental interaction detection
CSNK2B	DHX37	inference
CSNK2B	YAF2	inference
CSNK2B	SLX4	experimental interaction detection
CSNK2B	SRRM1	experimental interaction detection
CSNK2B	XRN1	inference
CSNK2B	CDK20	experimental interaction detection
CSNK2B	TCTE3	inference
CSNK2B	SYNE4	experimental interaction detection
CSNK2B	HIST3H2BB	inference
CSNK2B	PYROXD2	experimental interaction detection
CSNK2B	RYBP	experimental interaction detection
CSNK2B	KRI1	inference
CSNK2B	PRPF38A	inference
CSNK2B	ZNF784	experimental interaction detection
CSNK2B	SIMC1	experimental interaction detection
CSNK2B	CSNK2A3	inference
CSNK2B	WDR36	inference
CSNK2B	PSMA8	inference
CSNK2B	GADD45GIP1	experimental interaction detection
CSNK2B	WDR48	experimental interaction detection
CSNK2B	ABHD4	experimental interaction detection
CSNK2B	PIP4K2C	inference
CSNK2B	CALML6	inference
CSNK2B	DDX54	inference
CSNK2B	BRIX1	inference
CSNK2B	UTP15	inference
CSNK2B	IPO4	inference
CSNK2B	NOC3L	inference
CSNK2B	LEO1	inference
CSNK2B	TCTEX1D2	experimental interaction detection
CSNK2B	ZCCHC13	inference
CSNK2B	SREK1	experimental interaction detection
