Gene_Name	interacting_genes
TMEM35	['ZDHHC20', 'SASS6', 'CENPJ', 'ATP6V0C']
TMEM39A	['SEC13']
TMEM41B	['SEC24A', 'SEC24B', 'RPS10']
TMEM43	['TMEM109', 'ATP6V0E1', 'SLC2A4', 'GJA1', 'BMPR1A', 'RAB5C', 'YWHAG', 'YWHAH', 'C1QBP', 'IQCB1', 'TMED2', 'KTN1', 'TNPO1']
TMEM45A	['KCTD5']
TMEM47	['FYB', 'FYN']
TMEM50A	['C12orf4']
TMEM51	['OSGEP']
TMEM54	['DLG4']
TMEM55A	['UBR7', 'MCRS1', 'NUP88', 'TRIM9', 'IFT22', 'MAN2B1', 'FBP2', 'UFL1', 'ENO1', 'ENO2', 'ATP6V1B2', 'PPIF', 'CSE1L', 'ACTB', 'ACTG1', 'STK4', 'STK3', 'NOLC1', 'RBM26', 'LAMTOR1', 'PPP1R21']
TMEM55B	['UBR7', 'MCRS1', 'NUP88', 'TRIM9', 'IFT22', 'VPS4A', 'MAN2B1', 'FBP2', 'VPS4B', 'UFL1', 'ENO1', 'ENO2', 'ATP6V1B2', 'PPIF', 'RAB5C', 'CSE1L', 'ACTB', 'ACTG1', 'STK4', 'STK3', 'NOLC1', 'RBM26', 'LAMTOR1', 'PPP1R21']
TMEM57	['RAB5C', 'CENPE', 'KTN1', 'MIB1']
TMEM63A	['NPHP4']
TMEM63C	['NOVA2', 'NOVA1']
TMEM67	['CEP78', 'KIF24', 'CEP162', 'CEP135', 'RPGRIP1L', 'HAUS3', 'TTBK2', 'TCTN3', 'TUBA1A', 'CLASP1', 'HAUS6', 'CNTRL', 'SDCCAG8', 'CEP57', 'AHI1', 'CEP70', 'NEDD1', 'CEP76', 'ALMS1', 'CEP192', 'FBF1', 'HAUS1', 'TCTN2', 'MARK4', 'CEP63', 'SCLT1', 'RAB3IP', 'CDK5RAP2', 'CEP89', 'HAUS7', 'AKAP9', 'B9D2', 'HAUS8', 'CEP250', 'CEP41', 'HAUS4', 'CENPJ', 'GOPC', 'HAUS2', 'MKS1', 'NDE1', 'TMEM216', 'CEP72', 'CC2D2A', 'B9D1', 'CEP131', 'CEP164', 'NINL', 'CEP83', 'SFI1', 'PLK4', 'CEP290', 'NPHP1', 'SSNA1', 'NPHP4', 'OFD1', 'DCTN3', 'HAUS5', 'CEP152', 'PCNT', 'FGFR1OP', 'TUBB4A', 'CDK1', 'TUBB', 'HSP90AA1', 'PRKACA', 'TUBG1', 'PPP2R1A', 'PRKAR2B', 'CETN2', 'PAFAH1B1', 'CSNK1D', 'CSNK1E', 'NEK2', 'PLK1', 'RAB8A', 'ACTR1A', 'COPS2', 'YWHAG', 'YWHAE', 'RAB11A', 'DYNLL1', 'TUBA4A', 'TUBB4B', 'DYNC1I2', 'DCTN2', 'CKAP5', 'DCTN1', 'DYNC1H1', 'IQCB1', 'PCM1', 'MAPRE1', 'TCTN1', 'C2CD3', 'ODF2']
TMEM68	['PAX6']
TMEM79	['SEC23A', 'SEC23B']
TMEM87A	['CLUAP1', 'RPL32', 'ASCC1']
TMEM87B	['RPL32', 'ASCC1', 'CLUAP1']
TMEM88	['DVL3', 'DVL1', 'DVL2']
TMEM9	['CLCN3', 'CLCN4', 'CLCN5']
TMEM92	['NELFA', 'SGO2']
TMEM94	['DENR']
TMEM9B	['CLCN3', 'CLCN4', 'CLCN5']
TMF1	['COG7', 'RBBP4', 'BIRC3', 'BIRC2', 'ARFRP1', 'COG2', 'TCEB1', 'RIC1', 'VPS53', 'TRNP1', 'VPS52', 'SYS1', 'COG1', 'RGP1', 'VTI1A', 'COG3', 'COG8', 'RAB6C', 'COG4', 'RAB6B', 'VPS54', 'VPS51', 'COG5', 'COG6', 'STX16', 'MAP3K7', 'TGOLN2', 'STX6', 'VAMP4', 'RAB6A', 'ARL1', 'STAT3']
TMLHE	['MAD2L2', 'ERAL1', 'CDK1', 'SLC2A4', 'CAPZA2', 'CAPZA1', 'TRMT61A', 'GOPC']
TMOD1	['MYH10', 'ACTN2', 'MYH11', 'SNCA', 'ATP6V1A', 'CETN2', 'CASP3', 'TNNT3', 'TNNT2', 'CAPZB', 'TNNI2', 'PCYT1A', 'TMED10', 'CAPZA1', 'ARPC4', 'ACTB', 'CDC42', 'ACTR2', 'RRAS2', 'CALM1', 'GNB2', 'ACTG1', 'TNNC1', 'TPM4', 'TUBB4B', 'UBXN2A', 'DLG4', 'BASP1', 'DAB2', 'CLTC', 'MYBPC1', 'SPTBN1', 'PRKCE', 'ICA1', 'ACTN3', 'NEXN', 'TWF1', 'MYO1E', 'DDX10', 'CAMK2D', 'SPTAN1', 'TUBB2A', 'DSG2', 'FLOT2', 'MYBPC2', 'MYBPC3', 'INF2', 'CYBRD1', 'SPECC1', 'LRRK2', 'ARHGAP21', 'CEP162', 'FBXO46', 'MPRIP', 'TUBA1A', 'SSH2', 'PHLDB2', 'LUZP1', 'GAS2L3', 'HACE1', 'AFAP1', 'ICA1L', 'PPTC7', 'DENND1A', 'STON2', 'TTN', 'CORO2A', 'EFHD2', 'AP2M1', 'SNX18', 'MTERF1', 'MYD88', 'ARPC5L', 'EFHD1', 'TUBB2B', 'NUDT9', 'TBL1XR1', 'ARV1', 'CHMP4B', 'SCPEP1', 'RAI14', 'ADD3', 'LCMT1', 'PACSIN3', 'CORO1C', 'MYO6', 'MAPRE3', 'AKAP2', 'STXBP5L', 'COQ6', 'MYO5A', 'PCYT1B', 'SNX9', 'PLEKHG3', 'ABLIM1', 'PPP1R12A', 'ARPC1B', 'ARPC2', 'ARPC3', 'TCAP', 'ACTN4', 'GSTZ1', 'MYO1B', 'USO1', 'WDR1', 'COBL', 'FLNB', 'EED', 'PALM', 'FLOT1', 'SORBS2', 'SVIL', 'TNNC2', 'TUBB4A', 'MYL1', 'TPM3', 'TUBB', 'EPRS', 'TPM2', 'MYL3', 'SNRNP70', 'ITGA5', 'VIM', 'GNAO1', 'TPM1', 'CLTA', 'CLTB', 'UBC', 'RARA', 'MYL2', 'MYH3', 'RALA', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'CFTR', 'TNNT1', 'CD59', 'CPM', 'JUP', 'ATP6V1B1', 'CD44', 'DES', 'TNNI1', 'TNNI3', 'ATP6V1B2', 'NR4A1', 'CFL1', 'ATP6V0C', 'CALML3']
TMOD2	['RAI14', 'ADD3', 'LIMA1', 'PACSIN3', 'CORO1C', 'MYO6', 'AKAP2', 'STXBP5L', 'MYO5A', 'LRRFIP2', 'PLEKHG3', 'MYO1C', 'ABLIM1', 'PPP1R12A', 'ARPC1B', 'ARPC2', 'ARPC3', 'ACTN4', 'MYO1B', 'WDR1', 'COBL', 'EED', 'PALM', 'FLOT1', 'SORBS2', 'SVIL', 'TUBB4A', 'TUBB', 'GNAO1', 'TPM1', 'CLTA', 'CLTB', 'RARA', 'RALA', 'CFTR', 'CD59', 'CPM', 'JUP', 'CD44', 'FLNA', 'NR4A1', 'CFL1', 'ADD1', 'SNCA', 'CAPZA2', 'CAPZB', 'CAPZA1', 'ARPC4', 'ACTB', 'CDC42', 'ACTR2', 'RRAS2', 'CALM1', 'GNB2', 'ACTG1', 'TUBB4B', 'UBXN2A', 'DLG4', 'BASP1', 'DAB2', 'CLTC', 'SPTBN1', 'PRKCE', 'NEXN', 'TWF1', 'MYO1E', 'FLII', 'DDX10', 'CAMK2D', 'SPTAN1', 'TUBB2A', 'DSG2', 'FLOT2', 'DBN1', 'INF2', 'LRRFIP1', 'CYBRD1', 'SPECC1', 'LRRK2', 'ARHGAP21', 'CEP162', 'FBXO46', 'MPRIP', 'TUBA1A', 'SSH2', 'PHLDB2', 'LUZP1', 'GAS2L3', 'HACE1', 'SYNPO', 'AFAP1', 'DENND1A', 'STON2', 'CORO2A', 'AP2M1', 'MYO19', 'MTERF1', 'MYD88', 'ARPC5L', 'TUBB2B', 'TBL1XR1', 'ARV1', 'CHMP4B', 'MYO5C']
TMOD3	['RAI14', 'ADD3', 'PACSIN3', 'CORO1C', 'MYO6', 'AKAP2', 'STXBP5L', 'MYO5A', 'LRRFIP2', 'PLEKHG3', 'ABLIM1', 'PPP1R12A', 'ARPC1B', 'ARPC2', 'ARPC3', 'ACTN4', 'MYO1B', 'USO1', 'WDR1', 'COBL', 'EED', 'PALM', 'FLOT1', 'SORBS2', 'SVIL', 'TUBB4A', 'GSN', 'CDK1', 'TUBB', 'ITGA5', 'GNAO1', 'TPM1', 'CLTA', 'CLTB', 'RALA', 'CD59', 'CPM', 'JUP', 'CD44', 'CFL1', 'CALML3', 'MYH10', 'ADD1', 'MYH11', 'PAFAH1B1', 'CAPZB', 'CAPZA1', 'ARPC4', 'ACTB', 'CDC42', 'ACTR2', 'RRAS2', 'CALM1', 'GNB2', 'ACTG1', 'TPM4', 'TUBB4B', 'UBXN2A', 'BASP1', 'CBX1', 'ERH', 'DAB2', 'CLTC', 'SPTBN1', 'NEXN', 'TWF1', 'MYO1E', 'FLII', 'DDX10', 'CAMK2D', 'SPTAN1', 'TUBB2A', 'DSG2', 'FLOT2', 'INF2', 'LRRFIP1', 'CYBRD1', 'SPECC1', 'ARHGAP21', 'CEP162', 'FBXO46', 'SASS6', 'MPRIP', 'TUBA1A', 'SSH2', 'PHLDB2', 'LUZP1', 'TRIM69', 'GAS2L3', 'HACE1', 'STAG2', 'AFAP1', 'POC1A', 'POC1B', 'DENND1A', 'STON2', 'CORO2A', 'AP2M1', 'TUBGCP3', 'KIF1BP', 'MTERF1', 'MYD88', 'ARPC5L', 'TUBB2B', 'TBL1XR1', 'ARV1', 'CHMP4B']
TMPO	['CBX1', 'POU5F1', 'PRKCE', 'CENPC', 'POU5F1B', 'WRN', 'MAPK11', 'MAPK14', 'CDC26', 'DDX17', 'GMCL1', 'PLCB1', 'MAD2L2', 'SHOC2', 'SUPT16H', 'CBX5', 'CBX1', 'POU5F1', 'PRKCE', 'CENPC', 'POU5F1B', 'WRN', 'MAPK11', 'MAPK14', 'CDC26', 'GMCL1', 'PLCB1', 'MAD2L2', 'SHOC2', 'ZBTB7B', 'MAPK13', 'SUV39H1', 'PARP1', 'TOP1', 'XRCC6', 'LAMA1', 'LAMA1', 'OTX2', 'OTX2']
TMPRSS11E	['SERPINE1', 'SERPINA5']
TMPRSS6	['LAMA5', 'DCN', 'LAMB1', 'LAMC1', 'LAMB3', 'LAMC2', 'LAMA3']
TMSB4X	['SRSF2', 'SRSF1', 'DCTN2', 'LRIF1', 'HEXIM2', 'AFF4', 'MAD2L2', 'NME7', 'BRD4', 'HEXIM1', 'POLR2A', 'CDK9']
TMSB4Y	['BRD4', 'HEXIM1', 'TP53', 'POLR2A', 'LIMS1', 'CDK9', 'APLP1', 'EEF1A1', 'SRSF2', 'TLE1', 'SRSF1', 'ILK', 'UNC119', 'LRIF1', 'STAB2', 'IGSF21', 'HEXIM2', 'AFF4']
TMTC1	['FAM168B']
TMTC2	['SUFU']
TMTC3	['DVL3', 'DVL1', 'DVL2']
TMTC4	['STRIP1', 'STRIP2']
TMUB1	['RRBP1', 'GRIP1', 'GRIA2', 'RAB5C', 'TMED2', 'RMDN3']
TMX1	['SLC2A4', 'YWHAG', 'YWHAH']
TMX2	['EED', 'RABIF', 'KLHDC3', 'SLC25A19', 'MRPS18A']
TMX3	['MTO1', 'RRP7A', 'HNRNPA1', 'HNRNPA2B1', 'HNRNPA3', 'HNRNPA1L2', 'PARG', 'KSR1']
TNC	['ITGA8', 'ITGA7', 'ITGA9', 'BCAN', 'SDC3', 'ITGB3', 'ITGB1', 'ITGAV', 'VCAN', 'ACAN', 'ITGA2', 'ITGB6', 'ITGAX']
TNF	['IFNB1', 'COL3A1', 'MT2A', 'MT1A', 'MT1E', 'APP', 'RPLP2', 'TPM3', 'LDHB', 'LDHC', 'VIM', 'TPM1', 'UBB', 'CXCL8', 'DBT', 'CCL5', 'KRT10', 'DDX5', 'HNRNPA2B1', 'MT3', 'YWHAQ', 'CANX', 'TIA1', 'HIVEP2', 'PPP1CC', 'CASP3', 'NR4A2', 'ATP5O', 'HNRNPA3', 'HNRNPM', 'PSMD4', 'CASP7', 'BID', 'HDAC4', 'ACTB', 'PPP1CA', 'PPP1CB', 'ACTA2', 'RPL8', 'RPS27A', 'UBA52', 'RACK1', 'ACTG1', 'ACTG2', 'ACTA1', 'ADAM17', 'CCL20', 'TIAL1', 'PRDX1', 'MCL1', 'LGALS3BP', 'TMEM115', 'NFATC3', 'TRAF1', 'TRAF3', 'HNRNPA0', 'PSMD2', 'FAT1', 'RASA3', 'NONO', 'PFKFB3', 'HNRNPA1L2', 'RC3H1', 'CIAPIN1', 'LDHAL6A', 'MEGF8', 'TAX1BP1', 'TAB3', 'MCOLN3', 'MADD', 'NSMAF', 'BCL2L2', 'BAD', 'FUBP1', 'CLIP3', 'DAZAP1', 'EHMT2', 'MAP3K14', 'HNRNPAB', 'LDHAL6B', 'GNB4', 'PLEKHA3', 'SMPD3', 'HSPBP1', 'PLCE1', 'DNAJB4', 'RCOR1', 'BAG5', 'HDAC5', 'RTCB', 'RIPK3', 'RBM7', 'SSPO', 'TRAF5', 'PPP6C', 'CFLAR', 'SNAP91', 'SMPD2', 'EED', 'ZFAND5', 'BAG4', 'LDHA', 'LTA']
TNFAIP1	['MIS12', 'B9D1', 'CD2AP', 'TPM1', 'JUNB', 'ANXA7', 'MYH11', 'ATP6V1A', 'ANXA11', 'HMGA2', 'COPA', 'YWHAG', 'RACK1', 'YWHAH', 'SMARCB1']
TNFAIP3	['CASP1', 'CDC34', 'UBE2E1', 'UBE2D3', 'UBE2D2', 'RPS27A', 'UBA52', 'SSBP2', 'RALBP1', 'TRADD', 'UBE2NL', 'OTUD7B', 'UBE2R2', 'UBE2E3', 'IL17RA', 'ITCH', 'UBE2E2', 'SSBP3', 'CYLD', 'ZRANB1', 'NOD1', 'MED16', 'RHBDD3', 'TRAF5', 'RIPK2', 'IL1B', 'UBB']
TNFAIP8	['PAICS']
TNFAIP8L2	['RAC2', 'CASP8']
TNFRSF10A	['FAS', 'RIPK1']
TNFRSF10B	['TNFRSF21', 'TNFRSF1B', 'BMPR1A', 'PIK3CB', 'TNFRSF25', 'PIDD1']
TNFRSF10D	['CASP8']
TNFRSF11A	['PLEKHG3', 'TNFRSF11B', 'TNFSF11', 'LYN', 'CBL', 'PIK3R1', 'BAG6', 'SUOX', 'BIRC3', 'BIRC2', 'TAB1', 'KCTD15', 'MAP3K14', 'GAB2']
TNFRSF11B	['TNFRSF11A']
TNFRSF12A	['TRAF5', 'TRAF3', 'BIRC3', 'MAP3K14']
TNFRSF13B	['CD40', 'TNFRSF17']
TNFRSF13C	['MAP3K14', 'TRAF6', 'BIRC3', 'BIRC2']
TNFRSF14	['PTPN6', 'PTPN11']
TNFRSF17	['MYD88', 'TNFRSF13B', 'CD40', 'CAMLG', 'IRAK1']
TNFRSF18	['SIVA1', 'NFKB1', 'HIST1H4A', 'FOXP3', 'TNFSF18']
TNFRSF19	['TRAF6', 'SMAD3', 'TRAF3']
TNFRSF1A	['SLC9A1', 'IRAK1', 'SEC61B', 'RAC1', 'FBLN2', 'SOS2', 'RASA3', 'KARS', 'TAB1', 'OTUD7B', 'AGTRAP', 'RNF111', 'TAX1BP1', 'TAB3', 'SLC39A7', 'TNFRSF25', 'RFK', 'EHMT2', 'RBCK1', 'SMPD3', 'TAB2', 'VAPA', 'TBK1', 'FEM1B', 'FBXW11', 'BTRC', 'NOX1', 'TRAF5', 'SMPD2', 'ERN1', 'TNFRSF21', 'EED', 'CYBB', 'HSP90AA1', 'SLC2A1', 'ODC1', 'CYBA', 'GLB1', 'SON']
TNFRSF1B	['STAT1', 'SYK', 'PSMD2', 'BIRC3', 'BIRC2', 'SQSTM1', 'RASA3', 'ULK2', 'TNFRSF25', 'MAP3K14', 'TBK1', 'FBXW11', 'BTRC', 'TNFRSF10B', 'ULK1', 'TNFRSF21', 'NTRK1']
TNFRSF21	['TNFRSF1A', 'TNFRSF1B', 'APLP2', 'TNFRSF25', 'QKI', 'TNFRSF10B']
TNFRSF25	['TNFRSF10B', 'TNFSF12', 'TNFRSF21', 'TNFRSF1A', 'TNFRSF1B']
TNFRSF4	['RPS27A', 'UBA52', 'PRKCQ', 'RIPK1', 'CARD11', 'MALT1', 'IKBKG', 'IKBKB', 'BCL10', 'UBB', 'UBC', 'TNFSF4']
TNFSF10	['RAC1', 'PIK3CB', 'FASLG']
TNFSF11	['MMP3', 'MMP7', 'ATF4', 'TRAF2', 'TRAF3', 'BIRC3', 'BIRC2', 'MAP3K14', 'TNFRSF11A']
TNFSF12	['TRAF3', 'BIRC3', 'CD163', 'TNFRSF25', 'MAP3K14']
TNFSF13	['NUP214', 'ANP32A', 'SET', 'ELAVL1']
TNFSF13B	['TRAF2', 'TRAF3', 'BIRC3', 'BIRC2', 'MAP3K14']
TNFSF14	['BIRC3', 'MAP3K14']
TNFSF18	['TNFRSF18']
TNFSF4	['TNFRSF4']
TNIK	['TRAF6', 'ARID1A', 'IKBKB', 'MAP3K7', 'SMARCA5', 'WDR47', 'UBR5', 'TCF4', 'GRIA1', 'MLLT10', 'DLG4', 'FLII', 'TRIM28', 'WTAP', 'ZNF326', 'ZC3H13', 'ATAD3C', 'ATAD3B', 'RIF1', 'CHD1L', 'CARM1', 'SMARCC2', 'DOT1L', 'SMARCC1', 'SMARCD2', 'SMARCD1', 'RBM14', 'SOST', 'MYBBP1A', 'TANC1', 'ATAD3A', 'RBM28', 'TAB2', 'STK26']
TNIP1	['NTMT1', 'NAA15', 'RAB9B', 'IRAK4', 'TRAF6', 'IRAK2', 'UBB', 'FNTA', 'IRAK1', 'RAB38', 'RPS27A', 'UBA52', 'FADD', 'RIPK1']
TNIP2	['FBXW11', 'BTRC', 'SKP1', 'MAP3K1', 'RIPK1', 'CUL1']
TNIP3	['MAP3K7']
TNK1	['TAF15', 'USO1', 'FUS', 'SEC24C', 'SRSF1']
TNK2	['KCNMA1', 'PSMD6', 'PSMD1', 'BIN2', 'USO1', 'SEC24C']
TNKS	['HERC2', 'UBB', 'SDC2', 'NOVA1', 'RPS27A', 'UBA52', 'CCT2', 'PSMD2', 'FAM175B', 'SBSN', 'USP34', 'SLX4', 'ZNF687', 'MRPL24', 'ATP5S', 'TNKS2', 'SLC39A10', 'ZMYND8', 'NOVA2', 'KIF3A', 'KIF3C', 'KIF3B', 'SSSCA1']
TNKS1BP1	['PAIP1', 'CNOT10', 'RC3H2', 'CNOT8', 'CNOT11', 'CNOT3', 'CNOT4', 'EIF4E', 'PABPC1', 'EIF4B', 'EIF4A3', 'CAPZB', 'CAPZA1', 'HMGA2', 'EIF4A1', 'BTG2', 'EIF4G1', 'FOXM1', 'MTA1', 'EIF4A2', 'RC3H1', 'PRPF40B', 'RQCD1']
TNKS2	['STRN4', 'RNF146', 'BRE', 'RPUSD1', 'SLC39A10', 'ZMYND8', 'NOVA2', 'AMOTL2', 'KIF3A', 'KIF3C', 'KIF3B', 'SSSCA1', 'SH3BP5', 'GMDS', 'TNKS', 'FMNL1', 'HERC2', 'UBB', 'APC', 'SDC2', 'NF2', 'BRCC3', 'NOVA1', 'RPS27A', 'UBA52', 'STRN3', 'PSMD2', 'FAM175B', 'EEA1', 'SBSN', 'USP34', 'ARPIN', 'SLX4', 'ZNF687', 'SGMS2', 'MRPL24', 'NEURL4', 'ATP5S', 'NLN']
TNN	['YWHAQ', 'YWHAB', 'YWHAZ', 'DLG4']
TNNC1	['TPM4', 'MYBPC1', 'PRKCE', 'ACTN3', 'MYBPC2', 'MYBPC3', 'HSPB2', 'TTN', 'TCAP', 'MYL1', 'TPM3', 'TPM2', 'MYL3', 'VIM', 'TPM1', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'DES', 'NEB', 'TMOD1', 'ACTN2', 'PPP1CC', 'TNNT3', 'PPP1CA']
TNNC2	['MYL1', 'TPM3', 'TPM2', 'MYL3', 'VIM', 'TPM1', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'TNNT1', 'DES', 'TNNI1', 'NEB', 'TMOD1', 'ACTN2', 'TNNT3', 'TNNT2', 'TNNI2', 'RAD23B', 'TPM4', 'MYBPC1', 'ACTN3', 'MYBPC2', 'MYBPC3', 'TTN', 'FBXO32', 'TCAP']
TNNI1	['NEB', 'TMOD1', 'ACTN2', 'TNNT3', 'TPM4', 'MYBPC1', 'ACTN3', 'MYBPC2', 'MYBPC3', 'TTN', 'TCAP', 'TNNC2', 'MYL1', 'TPM3', 'TPM2', 'MYL3', 'VIM', 'TPM1', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'TNNT1', 'DES']
TNNI2	['TPM4', 'MYBPC1', 'ACTN3', 'MYBPC2', 'MYBPC3', 'TTN', 'TCAP', 'TNNC2', 'MYL1', 'TPM3', 'TPM2', 'MYL3', 'VIM', 'TPM1', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'TNNT1', 'DES', 'NEB', 'TMOD1', 'ACTN2', 'TNNT3', 'TNNT2']
TNNI3	['NEB', 'TMOD1', 'ACTN2', 'TNNT3', 'CALM1', 'TPM4', 'MYBPC1', 'PRKCE', 'ACTN3', 'MYBPC2', 'MYBPC3', 'TTN', 'TCAP', 'ALDOA', 'ALDOB', 'MYL1', 'TPM3', 'TPM2', 'MYL3', 'VIM', 'TPM1', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'TNNT1', 'PRKACA', 'DES']
TNNT1	['DES', 'TNNI1', 'TNNI3', 'NEB', 'TMOD1', 'ACTN2', 'TNNI2', 'TPM4', 'MYBPC1', 'ACTN3', 'MYBPC2', 'MYBPC3', 'TTN', 'TCAP', 'TNNC2', 'MYL1', 'TPM2', 'MYL3', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8']
TNNT2	['TNNI2', 'TPM4', 'MYBPC1', 'PRKCE', 'ACTN3', 'MYBPC2', 'MYBPC3', 'TTN', 'TCAP', 'TNNC2', 'MYL1', 'TPM3', 'TPM2', 'MYL3', 'VIM', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'DES', 'NEB', 'TMOD1', 'ACTN2']
TNNT3	['TNNI2', 'RAD23B', 'TNNC1', 'TPM4', 'MYBPC1', 'ACTN3', 'MYBPC2', 'MYBPC3', 'ANKRD1', 'TTN', 'TCAP', 'TNNC2', 'MYL1', 'TPM3', 'TPM2', 'MYL3', 'VIM', 'TPM1', 'MYL2', 'MYH3', 'DMD', 'MYL4', 'MYH6', 'MYH8', 'DES', 'TNNI1', 'TNNI3', 'NEB', 'TMOD1', 'ACTN2']
TNP2	['NPM3']
TNPO1	['HIST1H2AC', 'HIST1H2BH', 'YIPF5', 'TOP1MT', 'HIST1H2BA', 'CCDC47', 'EXOSC8', 'PABPC5', 'SGF29', 'WDR89', 'NAF1', 'CLPTM1L', 'HIST1H2AH', 'HIST1H2AA', 'SRPK1', 'YME1L1', 'EYA1', 'PHB2', 'LYST', 'ACO2', 'HIST1H2BN', 'HIST1H2AJ', 'HIST1H2BM', 'HIST1H2BL', 'CHCHD6', 'RTKN', 'H2AFJ', 'TMEM43', 'TUBB6', 'TUBB2B', 'KLF16', 'FOXP3', 'AICDA', 'NXF2', 'SLC25A31', 'NXF5', 'PABPC3', 'TUBB1', 'NXF3', 'ZNF768', 'TFB2M', 'ACTR8', 'PDF', 'EXOSC4', 'DCP1A', 'EXOSC5', 'EXOSC3', 'CTPS2', 'SACM1L', 'ABCF3', 'SPTLC3', 'NDUFB11', 'CNTLN', 'KCTD5', 'GAR1', 'TUBA8', 'TECR', 'KIF17', 'SUCLA2', 'ATXN10', 'PISD', 'BAIAP2L1', 'XPO7', 'MRTO4', 'SNX6', 'DIMT1', 'SRPK3', 'RUVBL1', 'VDAC3', 'STXBP5L', 'DIS3', 'ZNF281', 'EXOSC1', 'MRPL11', 'AFG3L2', 'ATP6V1D', 'TNPO3', 'SRPRB', 'GMPPB', 'IVNS1ABP', 'ESYT2', 'PABPN1L', 'TUBAL3', 'KCNK1', 'PSMD11', 'CBX4', 'PSMD14', 'HGS', 'SLC27A2', 'XPO1', 'SPTLC1', 'SPTLC2', 'TGFB1I1', 'XPOT', 'NCK2', 'ACTN4', 'KDELR3', 'IDH3B', 'ACSL4', 'UGDH', 'HIST1H2BK', 'DNAJA2', 'CLUH', 'EED', 'PAK3', 'ATP5H', 'ATP5L', 'ALDH1A2', 'GFPT2', 'IPO7', 'ACSL3', 'HSPA4L', 'ALDH1A1', 'LMNA', 'TUBB4A', 'GAPDH', 'HIST1H2AB', 'ATP1A1', 'ALDH2', 'SLC25A5', 'RPLP0', 'S100A6', 'GPI', 'HIST1H2BJ', 'TUBB', 'HSP90AB1', 'COL4A2', 'SNRNP70', 'RPSA', 'ENO2', 'HNRNPA1', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'HSPA1A', 'HSPA1B', 'HSPD1', 'HSPA8', 'PYGB', 'PABPC1', 'SLC25A4', 'SLC25A6', 'ACTN1', 'ENO3', 'DARS', 'ATP6V1B1', 'H2AFX', 'HSPA6', 'JUNB', 'CTPS1', 'HK1', 'HIST1H2AD', 'ATP6V1B2', 'VDAC1', 'FBL', 'RPS4Y1', 'FECH', 'HIST1H2BO', 'KDELR1', 'ATP5F1', 'ADRBK1', 'ATP5A1', 'ELAVL4', 'VARS', 'ZFP36', 'CAD', 'S100A2', 'COL4A5', 'RPL12', 'PPP2R1A', 'ALDH1B1', 'MAT2A', 'TIA1', 'DNAJA1', 'HNRNPH3', 'HNRNPH1', 'YWHAB', 'HIST1H2BB', 'KDELR2', 'SHMT2', 'HSPA1L', 'HSPA4', 'GCK', 'ACTN2', 'FUS', 'NUP214', 'ATP7B', 'PGM1', 'HSPA9', 'RANBP1', 'PSMC4', 'ABCG1', 'VDAC2', 'RPL5', 'RPS9', 'IQGAP1', 'ALDH1A3', 'CSNK1D', 'MAPKAPK2', 'CCT3', 'DNM2', 'CCT8', 'RAB13', 'IDH3G', 'ALDH3A2', 'VAMP7', 'HNRNPM', 'KPNA2', 'AGFG1', 'HNRNPF', 'HSPA2', 'PSMD4', 'CSE1L', 'HADHB', 'NPEPPS', 'HNRNPH2', 'RAB38', 'HIST1H2BD', 'SEC61B', 'YWHAE', 'RPS13', 'PSMC6', 'CNBP', 'RPS4X', 'HIST1H2BC', 'UBE2D2', 'RPS26', 'EEF1A1', 'TUBA1B', 'TUBA4A', 'TUBB4B', 'HIST1H3A', 'H3F3A', 'MAT1A', 'SLC25A3', 'TIAL1', 'ATP7A', 'EEF1A2', 'GFPT1', 'EXOSC9', 'SSRP1', 'CDC20', 'ELAVL2', 'PAK1', 'PAK2', 'PABPC4', 'TUBB3', 'DCTN2', 'SNW1', 'RAB32', 'TUBA3C', 'EXOSC2', 'TUBB2A', 'BYSL', 'ELAVL3', 'KPNB1', 'EXOSC7', 'PGM5', 'ELAVL1', 'MSMO1', 'HIST3H3', 'HIST2H2AC', 'HIST2H2BE', 'SLC25A35', 'TUBB8', 'PABPC1L', 'TECRL', 'PABPC1L2A', 'PCID2', 'HIST2H2BF', 'EXOSC6', 'FAM83B', 'ATAD3B', 'HIST2H2AA3', 'H3F3C', 'TUBA3E', 'SLC25A34', 'SARM1', 'HIST2H3A', 'TUBA1A', 'HIST3H2A', 'DCP2', 'HIST2H2AB', 'XRN1', 'HIST3H2BB', 'CCHCR1', 'RPS4Y2', 'DDX54', 'IPO4', 'SLC38A5', 'DNAJA4', 'ZCCHC13', 'GBF1', 'MRPS27', 'HSPH1', 'GCN1']
