Gene_Name	interacting_genes
TNPO2	['HGS', 'XPO1', 'SPTLC1', 'SPTLC2', 'NCK2', 'ACTN4', 'KDELR3', 'IDH3B', 'ACSL4', 'UGDH', 'HIST1H2BK', 'DNAJA2', 'CLUH', 'PAK3', 'ALDH1A2', 'GFPT2', 'ACSL3', 'HSPA4L', 'ALDH1A1', 'TUBB4A', 'GAPDH', 'HIST1H2AB', 'ALDH2', 'SLC25A5', 'RPLP0', 'GPI', 'HIST1H2BJ', 'TUBB', 'HSP90AB1', 'COL4A2', 'SNRNP70', 'RPSA', 'ENO2', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'HSPA1A', 'HSPA1B', 'HSPD1', 'HSPA8', 'PABPC1', 'SLC25A4', 'SLC25A6', 'ACTN1', 'ENO3', 'DARS', 'ATP6V1B1', 'H2AFX', 'HSPA6', 'CTPS1', 'HK1', 'HIST1H2AD', 'ATP6V1B2', 'VDAC1', 'FBL', 'RPS4Y1', 'FECH', 'HIST1H2BO', 'KDELR1', 'ATP5A1', 'ELAVL4', 'VARS', 'CAD', 'COL4A5', 'RPL12', 'ALDH1B1', 'MAT2A', 'TIA1', 'DNAJA1', 'HNRNPH3', 'HNRNPH1', 'HIST1H2BB', 'KDELR2', 'HSPA1L', 'HSPA4', 'GCK', 'ACTN2', 'FUS', 'NUP214', 'PGM1', 'HSPA9', 'RANBP1', 'PSMC4', 'VDAC2', 'RPL5', 'RPS9', 'ALDH1A3', 'MTNR1B', 'IDH3G', 'VAMP7', 'HNRNPM', 'AGFG1', 'HNRNPF', 'HSPA2', 'PSMD4', 'CSE1L', 'NPEPPS', 'HNRNPH2', 'HIST1H2BD', 'YWHAE', 'RPS13', 'PSMC6', 'CNBP', 'RPS4X', 'HIST1H2BC', 'RPS26', 'EEF1A1', 'TUBA1B', 'TUBA4A', 'TUBB4B', 'HIST1H3A', 'H3F3A', 'MAT1A', 'SLC25A3', 'TIAL1', 'EEF1A2', 'GFPT1', 'SSRP1', 'ELAVL2', 'PAK1', 'PAK2', 'PABPC4', 'TUBB3', 'DCTN2', 'SNW1', 'TUBA3C', 'TUBB2A', 'BYSL', 'ELAVL3', 'PGM5', 'MSMO1', 'HIST3H3', 'HIST2H2AC', 'HIST2H2BE', 'SLC25A35', 'TUBB8', 'PABPC1L', 'TECRL', 'PABPC1L2A', 'HIST2H2BF', 'HIST2H2AA3', 'H3F3C', 'TUBA3E', 'SLC25A34', 'SARM1', 'HIST2H3A', 'TUBA1A', 'HIST3H2A', 'HIST2H2AB', 'XRN1', 'HIST3H2BB', 'RPS4Y2', 'IPO4', 'DNAJA4', 'ZCCHC13', 'GBF1', 'HSPH1', 'GCN1', 'HIST1H2AC', 'HIST1H2BH', 'HIST1H2BA', 'PABPC5', 'WDR89', 'NAF1', 'HIST1H2AH', 'HIST1H2AA', 'SRPK1', 'EYA1', 'PHB2', 'ACO2', 'HIST1H2BN', 'HIST1H2AJ', 'HIST1H2BM', 'HIST1H2BL', 'H2AFJ', 'TUBB6', 'TUBB2B', 'SLC25A31', 'PABPC3', 'TUBB1', 'ACTR8', 'CTPS2', 'SACM1L', 'SPTLC3', 'GAR1', 'TUBA8', 'TECR', 'PISD', 'MRTO4', 'DIMT1', 'SRPK3', 'RUVBL1', 'VDAC3', 'STXBP5L', 'ATP6V1D', 'TNPO3', 'GMPPB', 'TUBAL3', 'PSMD14']
TNPO3	['PABPN1L', 'TUBAL3', 'TNPO2', 'KDELR3', 'EIF1B', 'CLUH', 'EED', 'HSPA4L', 'HSP90AB1', 'HSPA1A', 'HSPA1B', 'HSPA8', 'PKM', 'HSPA6', 'JUNB', 'RCC1', 'CCNA2', 'KDELR1', 'ATP5A1', 'CAD', 'PKLR', 'KDELR2', 'HSPA1L', 'HSPA4', 'EIF1', 'RPIA', 'PSMD7', 'PMS2', 'HSPA2', 'NPEPPS', 'RAN', 'EEF1A1', 'TUBA1B', 'TUBA4A', 'CCNA1', 'SRSF2', 'EEF1A2', 'PPP2R3A', 'SRSF1', 'SRSF4', 'ACACA', 'SRSF9', 'SRSF6', 'CAMK2D', 'TUBA3C', 'SEPT6', 'SRSF7', 'IMMT', 'TUBA3E', 'TUBA1A', 'PABPN1', 'HSPH1', 'TNPO1', 'SIN3A', 'GPN2', 'ATG3', 'TUBA8']
TNR	['BCAN', 'VCAN', 'ACAN', 'YWHAQ', 'YWHAB', 'YWHAZ', 'DLG4']
TNRC18	['KIF20A', 'CXXC5', 'GNPNAT1']
TNRC6A	['FUBP3', 'TAOK3', 'MOV10', 'TNRC6C', 'DCP1A', 'TAOK2', 'TNRC6B', 'DICER1', 'PRNP', 'EIF4G1', 'PABPC4', 'TARBP2', 'TAOK1']
TNRC6B	['SHOC2', 'SMAD6', 'PABPC4', 'PAN2', 'TNRC6A', 'MOV10', 'TNRC6C']
TNRC6C	['TAOK2', 'NOVA2', 'TNRC6B', 'DICER1', 'NOVA1', 'TOB2', 'TARBP2', 'PABPC1L', 'PABPC1L2A', 'TAOK1', 'GSPT2', 'TNRC6A', 'RQCD1', 'FUBP3', 'TAOK3', 'PABPC3', 'MOV10']
TNS1	['ITGB3', 'ILK', 'STARD8', 'DLC1']
TNS2	['FRK']
TNS3	['RAB6A']
TOB1	['SMAD2', 'PABPC1L', 'PABPC1L2A', 'PABPC3', 'SMAD7', 'SMAD6', 'L1CAM']
TOB2	['SMAD2', 'SMAD1', 'PABPC1L', 'PAN3', 'PABPC1L2A', 'GSPT2', 'SMAD5', 'PABPC3', 'TNRC6C', 'SMAD7', 'SMAD9', 'SMAD6', 'CNOT3', 'VDR', 'L1CAM', 'CORO7', 'SMAD3', 'SMAD4']
TOE1	['AICDA', 'KPNA3', 'KPNA4', 'PQBP1', 'SNRNP70', 'IL7R', 'SNW1', 'KLC3', 'ABCF1']
TOLLIP	['GABARAPL1', 'IRAK4', 'DAXX', 'PIAS2', 'GABARAP', 'IL1A', 'IL1B', 'RPS27', 'EIF2B2', 'HMGA2', 'GABARAPL2', 'AP2B1', 'SUMO1', 'RACK1', 'UBE2I', 'SUMO4', 'TRIM63', 'MYD88']
TOM1	['EED', 'APLP1', 'AP2B1', 'TOM1L2', 'PI4K2A', 'MYO1C']
TOM1L1	['UBB']
TOM1L2	['STX12', 'MED8', 'CUEDC1', 'CROT', 'STX7', 'TOM1', 'TRIO']
TOMM20	['USP30', 'MIB1', 'RHOT1', 'TOMM5', 'TOMM6', 'SGTB', 'CISH', 'TOMM7', 'FIS1', 'DNM1L', 'TIMM23', 'BCL2L11', 'SGTA', 'PARK2', 'EED', 'NUP155', 'TOMM70', 'RAF1', 'UBB', 'ARAF', 'BRAF', 'CANX', 'PSMB5', 'CTH', 'PEX19', 'ATP5G3', 'RPS27A', 'UBA52', 'RACK1', 'ATP5G2', 'MCL1']
TOMM20L	['MIB1', 'SGTB', 'SGTA', 'EED', 'RAF1', 'ARAF', 'BRAF', 'CANX', 'CTH', 'PEX19', 'ATP5G3', 'ATP5G2', 'MCL1']
TOMM22	['TECR', 'DDX39A', 'IFRD1', 'EED', 'TOMM70', 'RPN1', 'KLK1', 'ACADM', 'DMD', 'ETFA', 'ARF4', 'TIA1', 'SNCA', 'DDOST', 'UTRN', 'CCT3', 'SSR4', 'ARF1', 'ARF5', 'TIAL1', 'IFRD2', 'DDX39B', 'HSD17B12', 'TOMM5', 'CDC26', 'TOMM6', 'RMDN3', 'PLCB1']
TOMM34	['CALM1']
TOMM40	['HSPA1B', 'HSPA8', 'TPR', 'NME1', 'HSPA6', 'PRKACA', 'VDAC1', 'NME2', 'PRKACG', 'PRKACB', 'DDX6', 'HSPA1L', 'SNCA', 'MPV17', 'VDAC2', 'ATP5G3', 'CSNK1A1', 'CSNK1D', 'CSNK1E', 'PRKX', 'HMGA2', 'SEC24C', 'HSPA2', 'PEX3', 'TIMM10', 'HIST1H3A', 'DLG4', 'H3F3A', 'SLC25A3', 'ATP5G2', 'NME3', 'TAZ', 'HIST3H3', 'MPV17L2', 'H3F3C', 'HIST2H3A', 'TOMM5', 'TOMM6', 'YME1L1', 'PISD', 'RUVBL2', 'BCS1L', 'VDAC3', 'NME4', 'TIMM23', 'CLUH', 'TOMM70', 'SEC24D']
TOMM40L	['YME1L1', 'PISD', 'RUVBL2', 'BCS1L', 'VDAC3', 'SAMM50', 'NME4', 'TIMM23', 'CLUH', 'TOMM70', 'SEC24D', 'UBC', 'HSPA1B', 'HSPA8', 'TPR', 'NME1', 'HSPA6', 'PRKACA', 'VDAC1', 'NME2', 'PRKACG', 'PRKACB', 'DDX6', 'HSPA1L', 'SNCA', 'MPV17', 'VDAC2', 'ATP5G3', 'CSNK1A1', 'CSNK1D', 'CSNK1E', 'PRKX', 'HMGA2', 'SEC24C', 'HSPA2', 'PEX3', 'TIMM10', 'HIST1H3A', 'H3F3A', 'SLC25A3', 'ATP5G2', 'BAX', 'NME3', 'TAZ', 'HIST3H3', 'MPV17L2', 'H3F3C', 'HIST2H3A']
TOMM5	['TOMM6', 'PINK1', 'TOMM22', 'TOMM7', 'TOMM70', 'TOMM40', 'TOMM20']
TOMM6	['PINK1', 'TOMM22', 'TOMM7', 'TOMM70', 'TOMM40', 'TOMM20', 'TOMM5']
TOMM7	['TOMM70', 'TOMM20', 'KYAT3', 'TOMM5', 'TOMM6', 'PINK1']
TOMM70	['HSPA4L', 'TOMM40', 'ATP5B', 'COX5B', 'PRKAR1A', 'HSPA8', 'PSKH1', 'PRKAR2A', 'HSPA6', 'PRKACA', 'PRKACG', 'PRKACB', 'DDX6', 'PRKAR1B', 'PRKAR2B', 'HSPA1L', 'HSPA4', 'CCT6A', 'ARL1', 'CSNK1D', 'PRKX', 'HSPA2', 'SUMO3', 'SUMO2', 'TIMM10', 'SUMO1', 'SKP1', 'TUBA1B', 'TUBA4A', 'BAX', 'TUBA3C', 'CAMK1', 'TOMM20', 'CAMK4', 'RGS21', 'SLC25A35', 'SUMO4', 'PNCK', 'TUBA3E', 'SLC25A34', 'TUBA1A', 'CAMK1D', 'TOMM5', 'LMX1A', 'CCT6B', 'HSPH1', 'TOMM40L', 'TOMM6', 'CAMK1G', 'TIMM17A', 'PRMT1', 'MFSD1', 'PRMT8', 'TOMM22', 'TUBA8', 'TOMM7', 'PISD', 'FAM96B', 'TUBAL3', 'PSMD14', 'RGS13', 'TIMM23', 'PDPK1', 'LMX1B', 'TIMM17B', 'EED']
TONSL	['PTCH2', 'NTN3', 'RPS6KA5', 'NTN1', 'PMS2', 'PTCH1']
TOP1	['PABPC1', 'XRCC6', 'H2AFX', 'IL7R', 'HSPA6', 'HIST1H2AD', 'TAF1', 'GART', 'JAK1', 'HIST1H2BO', 'DNAJB1', 'MSN', 'U2AF2', 'RPA1', 'RBL1', 'POLR2B', 'RRM2', 'DNAJA1', 'HIST1H2BB', 'MCM4', 'HSPA1L', 'HSPA4', 'RCVRN', 'HSPA9', 'ELK3', 'TMPO', 'USP5', 'CDK8', 'CEBPA', 'LIG4', 'MRE11A', 'SMARCA2', 'HMGA2', 'HSPA2', 'NAP1L1', 'POLE2', 'GEMIN4', 'HIST1H2BD', 'DNAJB13', 'CNBP', 'HIST1H4A', 'HIST1H2BC', 'CSNK2B', 'PPP2R2B', 'IRF9', 'IRF8', 'KMT2A', 'POLE', 'SSRP1', 'TRIM32', 'ERCC8', 'PABPC4', 'ATM', 'TOP3A', 'HDAC1', 'SNW1', 'CKAP5', 'VEZF1', 'WRN', 'MORF4L2', 'IRF4', 'PUM3', 'TARBP2', 'HIST3H3', 'HIST2H2AC', 'HIST2H2BE', 'PABPC1L', 'BRDT', 'PABPC1L2A', 'HIST2H2BF', 'PAPD7', 'CYB5R2', 'SUMO4', 'HIST2H2AA3', 'H3F3C', 'HIST2H3A', 'HIST3H2A', 'RRM2B', 'H2BFWT', 'HIST2H2AB', 'DHX37', 'TAF1L', 'HIST3H2BB', 'ZNF655', 'PAPD5', 'BRIX1', 'CHTF18', 'DNAJA4', 'ZCCHC13', 'DDB2', 'HSPH1', 'HDAC2', 'SYMPK', 'RAD50', 'USP13', 'HIST1H2AC', 'HIST1H2BH', 'HIST1H2BA', 'PABPC5', 'SENP5', 'PAWR', 'HIST1H2AH', 'EHMT2', 'HIST1H2AA', 'SIN3A', 'HIST1H4G', 'BARD1', 'NAP1L4', 'ACO2', 'HIST1H2BN', 'HIST1H2AJ', 'HIST1H2BM', 'HIST1H2BL', 'GRWD1', 'SOST', 'GINS4', 'H2AFJ', 'POLR3C', 'FOXP3', 'POLR3F', 'PABPC3', 'WDR76', 'POLR1B', 'PPAN', 'ASF1B', 'POLR3B', 'RBM28', 'GLTSCR2', 'MORF4L1', 'DNAJB4', 'RSL24D1', 'TUBD1', 'ELF5', 'NAP1L2', 'RUVBL2', 'PDE10A', 'ASF1A', 'LSM4', 'SUPT16H', 'APAF1', 'POLR3A', 'BTAF1', 'POLR1C', 'BUB3', 'SMARCA5', 'HIST1H2BK', 'DNAJA2', 'CLUH', 'ZPR1', 'CDC45', 'DNAJB5', 'HSPA4L', 'CYB5R3', 'NR3C1', 'PRB1', 'HIST1H2AB', 'HIST1H2BJ', 'HSP90AB1', 'SNRNP70', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'HSPA1A', 'HSPA1B', 'HSPA8', 'PYGM']
TOP1MT	['HIST1H2BA', 'PABPC5', 'HIST1H2AH', 'NEK1', 'HIST1H2AA', 'SIN3A', 'HIST1H4G', 'NAP1L4', 'ACO2', 'HIST1H2BN', 'HIST1H2AJ', 'HIST1H2BM', 'HIST1H2BL', 'GINS4', 'H2AFJ', 'POLR3C', 'FOXP3', 'POLR3F', 'PABPC3', 'WDR76', 'POLR1B', 'ASF1B', 'POLR3B', 'GLTSCR2', 'MORF4L1', 'DNAJB4', 'RSL24D1', 'ELF5', 'NAP1L2', 'RUVBL2', 'ASF1A', 'SUPT16H', 'POLR3A', 'BTAF1', 'POLR1C', 'SMARCA5', 'HIST1H2BK', 'PQBP1', 'DNAJA2', 'CLUH', 'CDC45', 'EED', 'DNAJB5', 'HSPA4L', 'CYB5R3', 'HIST1H2AB', 'HIST1H2BJ', 'HSP90AB1', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'HSPA1A', 'HSPA1B', 'HSPA8', 'PABPC1', 'H2AFX', 'HSPA6', 'TAL1', 'CSNK2A2', 'HIST1H2AD', 'TAF1', 'GART', 'HIST1H2BO', 'DNAJB1', 'RPA1', 'RRM2', 'DNAJA1', 'HIST1H2BB', 'MCM4', 'HSPA1L', 'HSPA4', 'HSPA9', 'USP5', 'CEBPA', 'MRE11A', 'SMARCA2', 'HMGA2', 'HSPA2', 'NAP1L1', 'SUMO3', 'POLE2', 'HIST1H2BD', 'DNAJB13', 'SUMO2', 'CNBP', 'HIST1H4A', 'HIST1H2BC', 'CSNK2B', 'CSNK2A1', 'HIST1H3A', 'H3F3A', 'CENPE', 'POLE', 'SSRP1', 'PABPC4', 'TOP3A', 'HDAC1', 'VEZF1', 'MORF4L2', 'PUM3', 'HIST3H3', 'HIST2H2AC', 'HIST2H2BE', 'PABPC1L', 'PABPC1L2A', 'HIST2H2BF', 'PAPD7', 'CYB5R2', 'SUMO4', 'HIST2H2AA3', 'H3F3C', 'HIST2H3A', 'HIST3H2A', 'RRM2B', 'H2BFWT', 'HIST2H2AB', 'DHX37', 'TAF1L', 'HIST3H2BB', 'PAPD5', 'BRIX1', 'CHTF18', 'DNAJA4', 'ZCCHC13', 'HSPH1', 'HDAC2', 'RAD50', 'TNPO1', 'USP13', 'HIST1H2AC', 'HIST1H2BH']
TOP2A	['PABPC1', 'TPR', 'PDIA4', 'ENO3', 'HSPA6', 'RCC1', 'HK1', 'CSNK2A2', 'HIST1H2AD', 'FLNA', 'VDAC1', 'FBL', 'HIST1H2BO', 'MAPK3', 'PDIA3', 'ALDH1B1', 'POLR2B', 'DNAJA1', 'ARRB2', 'GRK4', 'HIST1H2BB', 'HSPA1L', 'HSPA4', 'GRK5', 'RFC4', 'RFC2', 'RFC1', 'GCK', 'NUP214', 'HSD17B3', 'NUP62', 'HSPA9', 'RFC5', 'RFC3', 'GRK6', 'VDAC2', 'ATRX', 'ARRB1', 'CEBPA', 'NUP153', 'SMARCA4', 'HMGA2', 'NUP98', 'HSPA2', 'NPEPPS', 'POLE2', 'NUP107', 'HIST1H2BD', 'EIF3E', 'PSMC5', 'HIST1H4A', 'HIST1H2BC', 'RPS27A', 'UBA52', 'CSNK2B', 'EEF1A1', 'CCT2', 'RAE1', 'CBX1', 'POU5F1', 'PRKCE', 'CENPC', 'ZBTB16', 'EEF1A2', 'POU5F1B', 'POLE', 'FOXM1', 'SSRP1', 'SPIRE1', 'NUP160', 'SMARCB1', 'PSMD2', 'PABPC4', 'EIF3I', 'TOP3A', 'CUL3', 'VEZF1', 'EIF3A', 'NCAPH', 'SEPT2', 'NCAPD2', 'STK38', 'SS18', 'EZH2', 'SEPT7', 'HIST3H3', 'HIST2H2AC', 'HIST2H2BE', 'HSDL1', 'PABPC1L', 'HSD17B12', 'TECRL', 'PABPC1L2A', 'HIST2H2BF', 'NUP188', 'HIST2H2AA3', 'H3F3C', 'PRPF8', 'CTR9', 'VPS13C', 'HIST2H3A', 'H2AFV', 'HIST3H2A', 'H2BFWT', 'NUP54', 'RGPD4', 'TMEM173', 'HIST2H2AB', 'SEPT12', 'XRN1', 'RNF113B', 'NUP93', 'HIST3H2BB', 'ARID1B', 'NUP43', 'NUP37', 'NUP35', 'SMARCC2', 'NUP210', 'NUP133', 'CHTF18', 'DNAJA4', 'SPIRE2', 'HSPH1', 'NUP205', 'DPF2', 'SMARCC1', 'HIST1H2AC', 'HIST1H2BH', 'SMARCE1', 'HIST1H2BA', 'PABPC5', 'SEH1L', 'SMARCD1', 'POM121', 'HIST1H2AH', 'PGLYRP2', 'HIST1H2AA', 'VPS13A', 'HIST1H4G', 'NUP88', 'EIF3C', 'RGPD5', 'SEPT5', 'HIST1H2BN', 'HIST1H2AJ', 'HIST1H2BM', 'HIST1H2BL', 'H2AFJ', 'NDC1', 'KATNB1', 'NUP58', 'NUP85', 'NACA2', 'ADAM19', 'PABPC3', 'WDR76', 'NANOG', 'AAAS', 'OLA1', 'TECR', 'RRBP1', 'DUX4', 'AGO2', 'NUP50', 'VDAC3', 'STK38L', 'DIS3', 'EXOSC1', 'SUPT16H', 'GMPPB', 'RGPD3', 'POM121C', 'EIF3CL', 'BMPR1B', 'ARID1A', 'CHD1', 'CHD2', 'RGPD8', 'CASK', 'XPO1', 'NUPL2', 'PDPK1', 'RNF113A', 'DHX15', 'TREH', 'ACSL4', 'HIST1H2BK', 'DKC1', 'EIF5B', 'DNAJA2', 'CLUH', 'NUP155', 'SRP72', 'MTA2', 'ALDH1A2', 'ATE1', 'ACSL3', 'HSPA4L', 'CHEK2', 'OTC', 'HIST1H2AB', 'ALDH2', 'ATP5B', 'ENO1', 'GPI', 'HIST1H2BJ', 'P4HB', 'HNRNPC', 'ENO2', 'TPM1', 'H2AFZ', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'UBB', 'RGPD1', 'RGPD2', 'HSPA1A', 'HSPA1B', 'HSPD1', 'HSPA5', 'HSPA8', 'PDHB']
TOP2B	['CENPC', 'ZBTB16', 'EEF1A2', 'POU5F1B', 'POLE', 'SSRP1', 'SMARCB1', 'PSMD2', 'PABPC4', 'TOP3A', 'CUL3', 'VEZF1', 'EIF3A', 'ITPR1', 'NCAPH', 'SEPT2', 'NCAPD2', 'STK38', 'SS18', 'SEPT7', 'HIST3H3', 'HIST2H2AC', 'HIST2H2BE', 'HSDL1', 'PABPC1L', 'HSD17B12', 'TECRL', 'PABPC1L2A', 'HIST2H2BF', 'SUMO4', 'HIST2H2AA3', 'H3F3C', 'CTR9', 'VPS13C', 'HIST2H3A', 'H2AFV', 'HIST3H2A', 'H2BFWT', 'RGPD4', 'TMEM173', 'HIST2H2AB', 'SEPT12', 'XRN1', 'RNF113B', 'HIST3H2BB', 'ARID1B', 'SMARCC2', 'CHTF18', 'DNAJA4', 'HSPH1', 'DPF2', 'SMARCC1', 'HIST1H2AC', 'HIST1H2BH', 'SMARCE1', 'HIST1H2BA', 'PABPC5', 'SMARCD1', 'HIST1H2AH', 'PGLYRP2', 'HIST1H2AA', 'VPS13A', 'UHRF1', 'HIST1H4G', 'EIF3C', 'RGPD5', 'SEPT5', 'HIST1H2BN', 'HIST1H2AJ', 'HIST1H2BM', 'HIST1H2BL', 'H2AFJ', 'KATNB1', 'AICDA', 'NACA2', 'ADAM19', 'PABPC3', 'WDR76', 'NANOG', 'OLA1', 'TECR', 'RRBP1', 'DUX4', 'ELF5', 'SRPK3', 'VDAC3', 'STK38L', 'DIS3', 'EXOSC1', 'ZNF451', 'SUPT16H', 'GMPPB', 'RGPD3', 'EIF3CL', 'BMPR1B', 'NOP56', 'ARID1A', 'CHD1', 'CHD2', 'RGPD8', 'CASK', 'PDPK1', 'RNF113A', 'DHX15', 'TREH', 'AIRE', 'ACSL4', 'HIST1H2BK', 'DKC1', 'EIF5B', 'DNAJA2', 'CLUH', 'ALDH1A2', 'ATE1', 'ACSL3', 'HSPA4L', 'CHEK2', 'OTC', 'LMNA', 'HIST1H2AB', 'ALDH2', 'ATP5B', 'ENO1', 'GPI', 'HIST1H2BJ', 'P4HB', 'ENO2', 'TPM1', 'H2AFZ', 'HIST1H2AG', 'H2AFB1', 'H2AFB2', 'RGPD1', 'RGPD2', 'HSPA1A', 'HSPA1B', 'HSPD1', 'HSPA5', 'HSPA8', 'PDHB', 'PABPC1', 'PDIA4', 'ENO3', 'H2AFX', 'HSPA6', 'PRKCA', 'RCC1', 'HK1', 'CSNK2A2', 'HIST1H2AD', 'FLNA', 'VDAC1', 'FBL', 'NR4A1', 'HIST1H2BO', 'MAPK1', 'PDIA3', 'ALDH1B1', 'POLR2B', 'DNAJA1', 'ARRB2', 'GRK4', 'HIST1H2BB', 'MCM5', 'HSPA1L', 'HSPA4', 'GRK5', 'RFC4', 'RFC2', 'RFC1', 'GCK', 'HSD17B3', 'HSPA9', 'RFC5', 'RFC3', 'GRK6', 'VDAC2', 'ATRX', 'CSNK1D', 'ARRB1', 'CEBPA', 'SMARCA4', 'HMGA2', 'HSPA2', 'NPEPPS', 'POLE2', 'HIST1H2BD', 'EIF3E', 'PSMC5', 'YWHAE', 'HIST1H4A', 'HIST1H2BC', 'EEF1A1', 'CSNK2A1', 'HIST1H3A', 'CCT2', 'PRKDC', 'CBX1', 'H3F3A', 'POU5F1', 'PRKCE']
TOP3A	['ATR', 'SPIDR', 'WRN', 'EIF4A2', 'KPNB1', 'HIST3H3', 'GEN1', 'AKIRIN2', 'H3F3C', 'RAD9B', 'HIST2H3A', 'NDUFAF7', 'PALB2', 'SLX4', 'CHTF18', 'ATRIP', 'TOPBP1', 'RAD50', 'ERCC4', 'KAT5', 'TOP1MT', 'EME1', 'RAD51AP1', 'PGAM5', 'MUS81', 'RAD9A', 'RBBP8', 'BARD1', 'SLX1A', 'RHNO1', 'TIPIN', 'BRIP1', 'PIF1', 'WDR76', 'AKIRIN1', 'CLSPN', 'OLA1', 'RTEL1', 'DNAJB4', 'TIMELESS', 'EXO1', 'RUVBL2', 'FAM96B', 'CHEK1', 'PFDN6', 'RAD51B', 'MSH4', 'MSH5', 'RAD51C', 'XRCC3', 'XRCC2', 'RAD1', 'HUS1', 'NBN', 'CDC45', 'WDHD1', 'RAD51D', 'RAD17', 'DNAJB5', 'ATE1', 'CHEK2', 'PGK1', 'PGK2', 'HSP90AA1', 'ERCC1', 'HSP90AB1', 'HSPA1A', 'HSPA1B', 'HSPA8', 'TOP1', 'TOP2A', 'CDK4', 'HSPA6', 'PRKCA', 'MSH3', 'DTYMK', 'DNAJB1', 'VARS', 'HSPA1L', 'RFC4', 'RFC2', 'BRCA1', 'MLH1', 'RFC5', 'RFC3', 'MSH2', 'RAD52', 'MRE11A', 'DNA2', 'BRCA2', 'MSH6', 'PPP5C', 'PMS2', 'HSPA2', 'DNAJB13', 'EIF4A1', 'HIST1H3A', 'H3F3A', 'PRKCE', 'TOP2B', 'SSBP1', 'RAD51', 'ATM']
TOP3B	['MTX1', 'NEDD1', 'TDRD3', 'CD2AP', 'NCK2', 'BAG2']
TOP6BL	['SPO11']
TOPBP1	['ERCC4', 'KAT5', 'RMI2', 'TRPM7', 'RBBP8', 'TIPIN', 'FOXP3', 'CLSPN', 'ZC4H2', 'RRBP1', 'TIMELESS', 'EXO1', 'PRICKLE3', 'RAD1', 'HUS1', 'POP7', 'RAD17', 'TP53', 'ERCC1', 'MRPL3', 'RPA2', 'RPA1', 'RPA3', 'RFC4', 'RFC2', 'RFC5', 'RFC3', 'RAD52', 'RBM25', 'MRE11A', 'DNA2', 'BRCA2', 'RAD51', 'TOP3A', 'BMPR2', 'WRN', 'ACOX1', 'TTC31', 'RAD9B', 'ERI1']
TOPORS	['PQBP1', 'SDC1', 'HES1', 'IFI16', 'PHC2']
TOR1A	['SGCE', 'HSPA5', 'HSP90B1', 'NAGLU', 'COPS2', 'GPS1', 'DNAJC3', 'COPS6', 'COPS5', 'COPS8', 'COPS7B', 'DNAJB11', 'COPS7A', 'COPS3']
TOR1AIP1	['TOR2A', 'SAMD9', 'ZCCHC6', 'RNF123', 'FAAP20', 'CYFIP1', 'DYNC2LI1', 'MSTO1', 'SORBS1', 'TOR3A', 'RHOF', 'ORC3', 'ATP1B4', 'FNDC3A', 'CEPT1', 'PSMD11', 'GOLIM4', 'TOR1B', 'SCAMP3', 'TIMM23', 'SIPA1L3', 'PEX10', 'LTN1', 'SNUPN', 'ERBB2', 'ATP1B1', 'C4A', 'C4B', 'CANX', 'PRDX2', 'BMPR1A', 'CPT1A', 'DNM2', 'SMARCA4', 'HK2', 'SLC25A11', 'PRDX1', 'GALNT2', 'BLMH', 'SLC1A5']
TOR1AIP2	['STXBP5L']
TOR1B	['BUB1', 'LIPC', 'NAGLU', 'DNAJC3', 'TOR1AIP1']
TOR2A	['TOR1AIP1']
TOR3A	['NAGLU', 'DNAJC3', 'TOR1AIP1']
TOX2	['POU5F1', 'POU5F1B']
TOX3	['PHF2', 'DNMT1', 'SOX6', 'DLG4', 'GTF3C1', 'ZDHHC20', 'ASB15', 'CERS2', 'ZDHHC15', 'NKX6-2', 'ZDHHC2']
TOX4	['PLCG2', 'AK2', 'POU5F1', 'TAP2', 'POU5F1B', 'RING1', 'EZH2', 'CDC73', 'PAF1', 'PALLD', 'RNF2', 'RPRD1B', 'MED14']
