Gene_Name	interacting_genes
RECQL	['KPNA2', 'FOXA1', 'MAX', 'SUMO2', 'HIST1H2BC', 'HIST1H3A', 'MDM2', 'E2F1', 'RBPJ', 'RBL2', 'FOXO1', 'FOXC1', 'TEAD2', 'E2F4', 'DDB1', 'FOXI2', 'APLF', 'MED20', 'SIRT7', 'GOLT1B', 'FOXE1', 'KPNA4', 'UBD', 'SYNCRIP', 'BANF1', 'NFATC1', 'MYC', 'NTRK1', 'CYP1A1', 'JUN', 'UBC', 'CREB1', 'TAF1', 'HNF4A']
RECQL4	['RECQL5', 'PRSS23', 'TP53', 'SP1', 'UBC', 'FBL', 'ARHGAP25', 'TERF1', 'FOXL2', 'PPP2R2B', 'EP300', 'HDAC1', 'MAPK14', 'FAM160B2', 'SKAP1', 'UBR1', 'UBR2', 'KCTD17', 'ACD', 'SIRT1', 'PASK', 'LUC7L', 'POT1', 'TERF2IP']
RECQL5	['UBR5', 'MED26', 'STAMBP', 'TOP3B', 'TIMP1', 'MYC', 'MYZAP', 'POLR2M', 'UBC', 'PCNA', 'FOSL2', 'CREB1', 'NCL', 'POLR2C', 'POLR2E', 'POLR2A', 'EEF1G', 'POLR2B', 'MCM7', 'POLR2I', 'BRCA1', 'CUX1', 'HNF4A', 'ALDH7A1', 'MRE11A', 'PLK1', 'POLR2F', 'MAX', 'POLR2G', 'HIST1H2BC', 'HIST1H3A', 'PRKDC', 'RAD51', 'ITGB3BP', 'TOP3A', 'CUX1', 'MDC1', 'POLR2M', 'BNIPL', 'DDX42', 'RAD50', 'CUL5', 'MED10', 'PARD6B', 'RPRD1B', 'MAPK8IP1', 'POLR2D', 'MTSS1', 'NBN', 'DXO', 'RECQL4']
REEP1	['YWHAE', 'YWHAH', 'ELAVL1']
REEP2	['TCTN3', 'TCTN2']
REEP3	['SAMD1', 'MRPL50', 'YEATS4', 'UBC', 'TAF1', 'SFN', 'BAG6']
REEP4	['PHAX', 'GOLT1B', 'B4GALT3', 'UBC', 'YWHAB', 'SFN', 'SLC8A3', 'YWHAH', 'EZH2', 'TCTN3', 'TAX1BP1', 'LPAR1', 'POMK']
REEP5	['GALNT2', 'ZMYM3', 'DHCR24', 'MTHFSD', 'TCTN3', 'LETMD1', 'PSRC1', 'FAM134C', 'DGKH', 'MCAT', 'ARFGAP1', 'LPAR1', 'SCAMP4', 'DOCK6', 'REEP6', 'USMG5', 'SGCZ', 'VKORC1', 'DERL2', 'BRD7', 'GPR84', 'MED17', 'ZDHHC7', 'CLEC5A', 'GDE1', 'KLRF1', 'IMPACT', 'RABAC1', 'KDM2A', 'GPR52', 'GOLT1B', 'ATP6V0A2', 'CNOT1', 'TNFRSF10B', 'SCAMP2', 'E2F6', 'DNAJC8', 'ACSL3', 'NUDT3', 'MT-ATP6', 'UBC', 'GTF2H1', 'RGS2', 'SMARCA4', 'ATP1B3', 'RAB5B', 'SUMO2']
REEP6	['LITAF', 'TXN2', 'ZFYVE21', 'SNX15', 'CLEC5A', 'SPG21', 'KLRF1', 'SDCBP', 'UBC', 'IL2RG', 'PTPN9', 'RPS20', 'YWHAZ', 'REEP5', 'SNX1', 'TNS2', 'HMBOX1', 'FAM160A2', 'TMEM185A', 'ADCK3', 'LPAR1']
REG1A	['STAT3', 'HNF4A', 'REG1B', 'RFWD2', 'APP']
REG1B	['CRELD2', 'REG1A', 'HNF4A', 'BAG6']
REG3A	['MDFI', 'FN1', 'SDC2']
REL	['C1QBP', 'ACTN3', 'AES', 'EP300', 'RIPPLY1', 'CPSF1', 'CHAF1A', 'FKBP5', 'BIRC3', 'EIF4EBP1', 'TUBA3C', 'PTK6', 'DGCR6', 'EIF3A', 'FHL2', 'RBM39', 'NEDD9', 'KIAA0100', 'MVP', 'LASP1', 'PLCB4', 'NFKBIB', 'SEPT7', 'KLHL40', 'PLEKHN1', 'FUT11', 'RAB41', 'EFHC1', 'NOL9', 'SZT2', 'TSTD2', 'C9orf91', 'RNF213', 'TNS2', 'TTC19', 'ZDHHC24', 'ZNF765', 'EPM2AIP1', 'ZNF550', 'ATG9A', 'ZNF572', 'MRPL10', 'DAAM2', 'TRIM74', 'NR2C2AP', 'IFNL1', 'CCNJL', 'GLYCTK', 'REXO1L1P', 'ATPAF2', 'COMMD1', 'NECAP1', 'TTC21A', 'FLAD1', 'TNIP2', 'OCC1', 'ZNF417', 'ZNF564', 'LGALS14', 'ASAP3', 'HDAC7', 'PIH1D2', 'RASSF5', 'PATE1', 'DPF2', 'CREBBP', 'OSTF1', 'POP5', 'NEIL2', 'MAGOHB', 'EXOSC8', 'OTUB2', 'CPNE2', 'SLC41A3', 'SLC39A13', 'BMF', 'CEP19', 'C9orf72', 'KLHL32', 'TSSK3', 'CIB3', 'SIN3A', 'VPS25', 'MIEN1', 'NDUFAF3', 'SNRNP25', 'C20orf195', 'CINP', 'KRTAP9-4', 'UACA', 'FOXP3', 'EIF5A2', 'C11orf68', 'EGLN3', 'UBE2Z', 'PARVG', 'ARNT2', 'TMEM165', 'TMEM8A', 'CABP5', 'NGB', 'NXT2', 'A1CF', 'DMRT3', 'EXOSC5', 'PRDM10', 'AAAS', 'AGPAT4', 'CTNNBIP1', 'TXNL4B', 'C1orf109', 'NDE1', 'BARHL2', 'COL20A1', 'IL36RN', 'MORF4L1', 'HSPB7', 'SEC14L4', 'CGGBP1', 'TBK1', 'RSPH14', 'MAD2L2', 'LNPEP', 'NAGK', 'TSR3', 'OSGIN1', 'TRAPPC2L', 'OAZ3', 'BTRC', 'WDR37', 'R3HDM2', 'MEMO1', 'LSM2', 'EXOSC1', 'NEUROG3', 'NME7', 'TSSC4', 'CLIC4', 'DYNC1LI1', 'CHCHD2', 'STRA13', 'NFKBIE', 'HIP1', 'SDCBP', 'SOCS3', 'ACOT8', 'HAT1', 'AURKA', 'XPO1', 'EPHB6', 'NKRF', 'EIF3D', 'NCK2', 'PRKAB2', 'PARK2', 'EIF4E2', 'STK16', 'SEC31A', 'TSPOAP1', 'GADD45G', 'ARIH2', 'POLR1A', 'CXCL14', 'EML2', 'NUDT14', 'RECK', 'DNTT', 'TUBB4A', 'GAPDH', 'HLA-DOA', 'TUBB', 'ADRB2', 'SP1', 'ALOX5', 'AR', 'HSPA5', 'HSPA8', 'SRF', 'TRIM27', 'HSPA6', 'NFKB1', 'TBP', 'BCL3', 'FLNA', 'SAT1', 'TAF1', 'CDK2', 'PSMA1', 'LMO2', 'LMO1', 'NFKBIA', 'COL8A1', 'ADSL', 'HNRNPH1', 'ELF1', 'HSPA1L', 'HSPA4', 'HSPA9', 'MAP3K8', 'CDKN2C', 'PTGER3', 'MAPK8', 'NOTCH1', 'RABIF', 'SLC6A12', 'TDO2', 'DHPS', 'FHIT', 'PAPOLA', 'ATXN1', 'BID', 'POLE2', 'UBASH3A', 'MAP3K7CL', 'MTPN', 'PPP4C', 'CKS1B', 'UBE2K', 'CALM1', 'POLR2L', 'GRB2', 'EIF5A', 'ACTG1', 'FKBP1B', 'FOXO4', 'GTF2B', 'CLTC', 'NFKB2', 'RELB', 'OTUD4', 'NUCB1', 'RELA']
RELA	['TLE1', 'REL', 'PRKCZ', 'EEF1A2', 'RPL18', 'CD69', 'BCL2L1', 'PPARA', 'AES', 'DHX9', 'LGALS3BP', 'EP300', 'ILF2', 'GPS1', 'PAK1', 'ITGB3BP', 'SMAD4', 'BIRC3', 'BIRC2', 'PIN1', 'HDAC1', 'IRF5', 'IQGAP2', 'STIM1', 'CUL2', 'TP53BP2', 'ALCAM', 'TUBA3C', 'KEAP1', 'IKBKE', 'NCOA6', 'PDCD11', 'SUZ12', 'EFTUD2', 'HERC3', 'TAF11', 'TRIP4', 'NFKBIB', 'TWIST1', 'USF2', 'EZH2', 'MAPK14', 'TAF9', 'SRSF7', 'HIF1A', 'TIMM50', 'PDCD4', 'SPATA31A3', 'POTEE', 'USP31', 'TUBA1A', 'PIWIL4', 'COMMD6', 'ZBTB33', 'MTDH', 'COMMD7', 'CARM1', 'COMMD2', 'IFNL1', 'UNC5CL', 'SIRT2', 'DIS3L2', 'CCAR2', 'BATF2', 'ASCC3', 'COMMD1', 'ZBTB2', 'SIRT6', 'CDKN2A', 'ASCC1', 'BANP', 'CNNM3', 'TNIP2', 'RPLP0P6', 'SNIP1', 'SETD6', 'SETD7', 'PHF10', 'PPP1R13L', 'HSPH1', 'GCN1', 'TAF4B', 'HDAC2', 'DPF1', 'DPF3', 'DPF2', 'CREBBP', 'KAT2A', 'KAT5', 'USP7', 'RNF25', 'PYCR2', 'KCTD12', 'SIRT1', 'CHFR', 'DNAJA3', 'THOC1', 'CDK5RAP3', 'PDLIM2', 'NSD1', 'NR1H4', 'MED15', 'TRIB3', 'SIN3A', 'RNF2', 'KLF6', 'PHB2', 'GFI1', 'BARD1', 'TXN2', 'APBA2', 'PRMT1', 'ECSIT', 'MYBBP1A', 'TUBB2B', 'RIOK2', 'FOXP3', 'COMMD5', 'COMMD4', 'ASCC2', 'GAN', 'TP63', 'TXNIP', 'EHMT1', 'NOD2', 'CENPJ', 'CSNK1G1', 'BRMS1', 'GOPC', 'AKIP1', 'DDX21', 'COMMD8', 'SIRT5', 'MKS1', 'AATF', 'FKBP11', 'LARS', 'PPARGC1A', 'UXT', 'REV1', 'DAXX', 'TBK1', 'DNMT3L', 'FBXW11', 'AGO1', 'MED23', 'AKAP8L', 'UBQLN1', 'STUB1', 'ING4', 'FAF1', 'RUVBL2', 'RUVBL1', 'BTRC', 'KDM2A', 'NCOR2', 'COMMD10', 'IKBKG', 'NCOA3', 'PIAS3', 'HAX1', 'NFKBIE', 'MEN1', 'KPNA3', 'UBE2C', 'SOCS3', 'SOCS6', 'IRS4', 'PRMT5', 'TERT', 'CHEK1', 'IKBKB', 'XPO1', 'CHUK', 'ZBTB7B', 'NKRF', 'TCAP', 'OGT', 'HDAC3', 'SOCS1', 'MAP3K7', 'KLF4', 'MED7', 'PEX1', 'MAFK', 'BRD4', 'TBL1X', 'NCOR1', 'RPS6KA5', 'PSMD10', 'HEXIM1', 'UBR5', 'ZBTB7A', 'ABCA1', 'ETHE1', 'BAG2', 'AIFM1', 'SNAI1', 'BCL10', 'PLG', 'C3', 'FOS', 'MYC', 'TNF', 'IL2RA', 'COL2A1', 'C1QB', 'FN1', 'CXCL10', 'ESR1', 'ANXA1', 'NR3C1', 'TUBB4A', 'NTRK1', 'TP53', 'SLC25A5', 'ICAM1', 'JUN', 'TFAP2A', 'PGR', 'NPM1', 'TUBB', 'CSN3', 'EPRS', 'HSP90AA1', 'RNASE1', 'SP1', 'HSP90AB1', 'SNRNP70', 'VIM', 'HMGB1', 'PARP1', 'POTEJ', 'UBB', 'UBC', 'HSPA1A', 'HSPA1B', 'CXCL8', 'BCL2', 'HSPA5', 'HSPA8', 'CDK4', 'SRF', 'PCNA', 'SLC25A6', 'CCL2', 'CCL5', 'KRT5', 'IRF2', 'NCF1', 'PKM', 'CCNB1', 'MMP9', 'POU2F1', 'ATF2', 'VEGFA', 'TCF4', 'HIST1H1C', 'SELE', 'PRKACA', 'CEBPB', 'TCP1', 'RPL7', 'EGR1', 'IL1RN', 'ATF3', 'ATF4', 'NCL', 'CSNK2A2', 'RXRA', 'NFKB1', 'CXCL2', 'TBP', 'MX1', 'DDC', 'BCL3', 'TNFAIP3', 'SAT1', 'TAF1', 'TGM2', 'FBL', 'SFPQ', 'RPS3', 'CCND1', 'ATP5A1', 'LMO2', 'NFKBIA', 'RPL13', 'CAD', 'IL12B', 'PML', 'EEF1D', 'PPP2R1A', 'DNAJA1', 'HSPA1L', 'HSPA4', 'CTNNB1', 'PHB', 'RFC1', 'MYH10', 'FUS', 'AHR', 'PSMC2', 'PPARG', 'BRCA1', 'HSPA9', 'CDKN1A', 'STAT3', 'MAP3K8', 'STAT1', 'WAS', 'CDKN2A', 'SLC1A2', 'MATR3', 'NKX2-1', 'NOTCH1', 'IER3', 'PLA2G4A', 'NOV', 'CDC34', 'CEBPD', 'GSK3B', 'TAF6', 'MEOX2', 'CDK9', 'CCT8', 'CCT4', 'UBE2D1', 'AFF1', 'UBE2E1', 'HNRNPM', 'KPNA2', 'MAP2K6', 'MRPL12', 'HMGA2', 'PLK1', 'MAPK10', 'PSMD4', 'FGF8', 'SUMO3', 'FCGRT', 'MARS', 'NME5', 'MTPN', 'PPP4C', 'IL2', 'RAC3', 'CXCR4', 'UBE2D3', 'RPL27', 'ISL1', 'CALM1', 'RPS16', 'UBE2H', 'RPS14', 'RPS13', 'PPP2CB', 'HIST1H4A', 'RPL23', 'UBE2D2', 'ACTG1', 'PPP2CA', 'UBE2L3', 'ACTA1', 'CSNK2A1', 'CX3CL1', 'PRKDC', 'ELF3', 'DCD', 'SMAD3', 'GTF2B', 'CLTC', 'NFKB2', 'SORD', 'HNRNPU', 'IRF9', 'MDM2', 'RELB', 'SP3', 'MUC3A', 'IRF8', 'PPARD', 'CEBPZ']
RELB	['RELA', 'REL', 'C1QBP', 'SMARCB1', 'MTAP', 'TUBA3C', 'KPNB1', 'SUZ12', 'NONO', 'EZH2', 'CPSF6', 'TIMM50', 'BCL7A', 'COMMD2', 'CCAR2', 'MT1M', 'COMMD1', 'ARID1B', 'RPLP0P6', 'SMARCC2', 'DDX1', 'DPF2', 'SMARCC1', 'SMARCD2', 'USP9X', 'USP7', 'SMARCE1', 'SMARCD1', 'EHMT2', 'SIN3A', 'COMMD5', 'COMMD4', 'NEK6', 'COMMD8', 'COMMD9', 'COMMD3', 'HDAC6', 'MALT1', 'DAXX', 'RUVBL1', 'COMMD10', 'NFKBIE', 'XPO1', 'CHUK', 'NUDT21', 'KPNA6', 'ACTL6A', 'TUBB4A', 'RPLP2', 'CDK1', 'TUBB', 'CTSL', 'EPRS', 'UBB', 'UBC', 'HSPA5', 'HSPA8', 'DSP', 'NQO2', 'HSPA6', 'PFKL', 'NFKB1', 'BCL3', 'TAF1', 'SFPQ', 'YY1', 'NFKBIA', 'DNMT1', 'CAD', 'HSPA1L', 'HSPA9', 'BUD31', 'RPS5', 'RPS10', 'UQCRFS1', 'GSK3B', 'SMARCA4', 'HSD17B4', 'USP11', 'KPNA2', 'KPNA1', 'CALM1', 'RPS14', 'RPS11', 'RPL30', 'RAC1', 'ACTG1', 'PRKDC', 'CLTC', 'NFKB2', 'HNRNPU']
RELL1	['TMEM216', 'UBC', 'TMEM17']
RELL2	['OXSR1']
RELN	['VLDLR', 'SQSTM1', 'LRP8', 'COPS5']
RELT	['MOV10', 'NXF1', 'STK39', 'HEPACAM2', 'ACOT7', 'OXSR1', 'SHMT2', 'TGFBR2', 'TRAF1', 'RAB11FIP1', 'PIK3R3']
REM1	['YWHAQ', 'YWHAE', 'YWHAZ', 'YWHAH']
REM2	['TINF2']
REN	['AGT', 'CCDC24', 'KCTD15', 'ATP6AP2']
RENBP	['ZBED1']
REPIN1	['PDLIM7', 'CDC23', 'PPP2R2C', 'HDAC3', 'IPO8', 'GMNN', 'UBC', 'RPS2', 'GATA3', 'GDI1', 'BMI1', 'HNF4A', 'SUMO1', 'HDAC1', 'SUZ12', 'TERF2', 'NEDD8', 'LDHD', 'KCTD17', 'HDAC2', 'BCAN', 'RNF2', 'RBM4B']
REPS1	['SGF29', 'SGIP1', 'GTSE1', 'ITSN2', 'TRAPPC2L', 'ABL1', 'NTRK1', 'UBC', 'TRAPPC2', 'CFTR', 'ATF4', 'LIMS1', 'AMPH', 'NUMB', 'CLTC', 'MZT1', 'PIN1', 'FLNC', 'RALBP1', 'ANKRD1', 'ITSN1', 'WWC2', 'LRFN4', 'RAB11FIP2', 'SLC25A41', 'STON2', 'AP2M1']
REPS2	['SH3GL2', 'PRMT7', 'UGGT1', 'CHORDC1', 'TRAPPC2L', 'EPN1', 'BIN1', 'AP2A1', 'CDK1', 'AR', 'CSNK2A2', 'YWHAB', 'SFN', 'EPS15', 'AMPH', 'GRB2', 'YWHAZ', 'YWHAH', 'RALBP1']
RER1	['HERC2', 'PTBP3', 'EGFR', 'UBC', 'UBL4A', 'HLA-DPA1', 'HAP1', 'TSPAN5', 'PMP22', 'IMMT', 'TCTN3', 'SLC39A4', 'SYVN1', 'TMEM17', 'TCTN2', 'RNF2', 'SH3GL3', 'UNK', 'POMK', 'TMEM216', 'CHRNA9', 'ERGIC3']
RERE	['ZMYND8', 'NR2E1', 'PLSCR1', 'RBFOX2', 'CBFA2T2', 'KAT7', 'EFEMP2', 'TFAP2A', 'VIM', 'UBC', 'PSMA3', 'PRRC2A', 'ATN1', 'SUMO2', 'WDR5', 'TLE1', 'EP300', 'EFEMP1', 'HDAC1', 'ELAVL1', 'ECM1', 'PRRC2B', 'HIST2H3A', 'TRIM22', 'LZTR1', 'AUTS2', 'HDAC2', 'KAT6A', 'EHMT2', 'KRTAP4-12', 'ALG13']
REST	['PIN1', 'HDAC1', 'GRM2', 'TERF2', 'NEDD8', 'TEX14', 'FBXW8', 'SMARCC2', 'HDAC2', 'STMN2', 'SMARCE1', 'FBXW7', 'FBXW5', 'SCYL1', 'EHMT2', 'SIN3A', 'RNF2', 'CTDSP1', 'FBXW11', 'RCOR1', 'FBXW2', 'HDAC5', 'CDYL', 'BTRC', 'SIN3B', 'NCOR1', 'SP1', 'UBC', 'TBP', 'MAPK1', 'EIF4A3', 'KDM5C', 'GRIA2', 'CSNK1E', 'SMARCA4', 'PLK1', 'SUB1', 'HDAC4', 'FBXW4', 'GTF2B']
RET	['UBC', 'ZBTB48', 'PTPRF', 'SRC', 'PKM', 'PLCG1', 'CBL', 'MAPK3', 'MAPK1', 'SHC1', 'FAU', 'STAT3', 'CASP3', 'CRK', 'BAG6', 'GFRA1', 'GRB2', 'HIST1H3A', 'TXNL4A', 'PTK2', 'SOS1', 'GRB10', 'GAB1', 'HNRNPD', 'GRB7', 'KYNU', 'LRRK1', 'ICE2', 'ZCCHC8', 'DOK6', 'NOTCH2NL', 'DOK4', 'FRS2', 'SHC3', 'SGTB', 'MCRS1', 'SORT1', 'DOK1', 'NRTN', 'PDLIM7', 'DOK5', 'CBLC', 'NOTCH3', 'IKBKG', 'AIP', 'DOK2', 'SYNCRIP', 'CTNND1', 'EGFR', 'NTRK1', 'JUN', 'HSP90AA1']
RETN	['A2M']
RETSAT	['IQCF1', 'FAM63B', 'MCOLN3', 'TSPAN17', 'KCNK16', 'SPINT2', 'APP', 'UBC', 'PTGER3', 'EFNB2', 'EVA1C', 'IL9R', 'PTH1R', 'TREML2']
REV1	['MAD2L2', 'POLI', 'POLH', 'POLDIP2', 'REV3L', 'TP53', 'HSP90AA1', 'HSP90AB1', 'UBC', 'PCNA', 'CDC27', 'BRCA1', 'MSH2', 'CLK1', 'SUMO3', 'RELA', 'FHL2', 'POLD3', 'FAAP20', 'PIAS4', 'FANCD2', 'FANCI', 'POLK']
REV3L	['STK17B', 'CHEK2', 'UBC', 'CCND1', 'PMS1', 'HDAC4', 'MEF2A', 'MAD2L1', 'TERF2', 'NEDD8', 'REV1', 'MAD2L2', 'POLH']
REXO1	['AP2M1', 'RLIM', 'TAF1', 'TCEA1', 'PAFAH1B2', 'TCEB3', 'ELAVL1']
REXO1L1P	['TEX11', 'TRAF4', 'TCF4', 'REL']
REXO2	['TRAF6', 'EIF1B', 'UBC', 'MCC', 'MPG', 'HNF4A', 'ATG5']
REXO4	['MOV10', 'SIRT7', 'NXF1', 'ESR1', 'NPM1', 'UBC', 'MNDA', 'HNF4A', 'RPL14', 'RPL8', 'HNRNPU', 'IFI16', 'ZC3H3', 'ESR2', 'PRR11']
RFC1	['BRCA1', 'MLH1', 'RFC5', 'RFC3', 'MSH2', 'NOTCH1', 'THBS3', 'MRE11A', 'HDGF', 'MSH6', 'BLM', 'PMS1', 'GABARAPL2', 'SUMO2', 'HIST1H2BC', 'YBX1', 'CSNK2B', 'HIST1H3A', 'HNRNPU', 'E2F1', 'RELA', 'ATM', 'HDAC1', 'SMC1A', 'EMC2', 'C10orf12', 'ZSCAN1', 'SAP25', 'ESR2', 'RAD50', 'MYOC', 'SSBP3', 'NIFK', 'SPRTN', 'SIRT7', 'IBTK', 'DAXX', 'NOP56', 'E2F3', 'BRD4', 'NBN', 'RAD17', 'MYC', 'NTRK1', 'TP53', 'JUN', 'RB1', 'UBC', 'KIT', 'CDK4', 'PCNA', 'XRCC5', 'RPA2', 'CCND1', 'YWHAQ', 'RPA1', 'NF2', 'RPA3', 'RFC4', 'RFC2']
RFC2	['RFC1', 'GTF2F1', 'BRCA1', 'RFC5', 'RFC3', 'PMS1', 'PMS2', 'GABARAPL2', 'SUMO2', 'HNRNPU', 'E2F1', 'TP53BP1', 'SNW1', 'CUL3', 'MDC1', 'NEDD8', 'E2F4', 'IFI16', 'PAXIP1', 'SETD3', 'CAND1', 'CHD1L', 'CEP76', 'CHTF18', 'ESR2', 'COPS5', 'DDX11', 'CDC5L', 'PITX2', 'BARD1', 'DSCC1', 'CCDC8', 'SMARCAD1', 'ECT2', 'RAD18', 'DAXX', 'LIMCH1', 'CEP164', 'USP20', 'EXOSC1', 'PHLDA3', 'NOP56', 'BRD4', 'KDM4A', 'RAD17', 'MYC', 'JUN', 'CHTF8', 'CHTF8', 'UBC', 'PRKAR1A', 'PCNA', 'RPA2', 'NT5E', 'RPL10', 'RPA1', 'RPA3', 'RFC4']
RFC3	['HNF4A', 'HDGF', 'VCP', 'HNRNPU', 'E2F1', 'RBL2', 'ORC1', 'SNW1', 'MESDC2', 'E2F4', 'FSCN1', 'IFI16', 'MEPCE', 'ARFGAP1', 'CHTF18', 'CDC5L', 'DSCC1', 'CCDC8', 'SMARCAD1', 'FBXO6', 'IBTK', 'DAXX', 'USP20', 'FAN1', 'PHLDA3', 'NOP56', 'RAD21', 'BRD4', 'RAD17', 'EGFR', 'MYC', 'NTRK1', 'TP53', 'JUN', 'CHTF8', 'CHTF8', 'UBC', 'PCNA', 'RPA2', 'TAF1', 'RPL10', 'RPA1', 'NF2', 'RPA3', 'RFC4', 'RFC2', 'RFC1']
RFC4	['RFC2', 'RFC1', 'BRCA1', 'RFC5', 'RFC3', 'NOTCH1', 'CDK9', 'HDGF', 'PMS1', 'GABARAPL2', 'ABCE1', 'SUMO2', 'YWHAZ', 'PRAME', 'HNRNPU', 'E2F1', 'EWSR1', 'TARDBP', 'NR5A1', 'SNW1', 'MDC1', 'NEDD8', 'E2F4', 'FSCN1', 'PAXIP1', 'MEPCE', 'SETD3', 'RPAP2', 'CHTF18', 'ESR2', 'ATAD5', 'UIMC1', 'CDC5L', 'RNF2', 'DSCC1', 'SMARCAD1', 'RNF41', 'PIDD1', 'IBTK', 'RUVBL2', 'USP20', 'FAN1', 'NOP56', 'PARK2', 'BRD4', 'KDM4A', 'RAD17', 'EGFR', 'MYC', 'FN1', 'NTRK1', 'TP53', 'JUN', 'UBC', 'RARA', 'PCNA', 'RPA2', 'VCAM1', 'CD247', 'RPL10', 'RPA1', 'MPG', 'PML', 'RPA3']
RFC5	['HNF4A', 'HDGF', 'VCP', 'SUMO2', 'EEF1A1', 'XIAP', 'HNRNPU', 'RBL2', 'UNC119', 'SNW1', 'CUL3', 'MDC1', 'TSC22D1', 'NAB2', 'NEDD8', 'E2F4', 'RBM48', 'LRIF1', 'RIF1', 'MEPCE', 'COPS6', 'HUWE1', 'CAND1', 'SPICE1', 'CHTF18', 'MMS19', 'CDC5L', 'DSCC1', 'CCDC8', 'SMARCAD1', 'RPAP3', 'ECT2', 'PIDD1', 'CENPJ', 'FBXO6', 'MKS1', 'RUVBL2', 'MED31', 'NOP56', 'TRIM38', 'BRD4', 'KDM4A', 'EED', 'OFD1', 'RAD17', 'GABARAP', 'EGFR', 'MYC', 'NTRK1', 'JUN', 'UBC', 'PCNA', 'RPA2', 'CD40', 'RPL10', 'RPA1', 'RPA3', 'RFC4', 'RFC2', 'RFC1']
RFESD	['HBQ1']
RFFL	['STAM', 'USP7', 'RNF34', 'OTUB2', 'OTUB1', 'USP28', 'PRKD2', 'ATXN3L', 'UCHL5', 'EFCAB7', 'TP53', 'UBC', 'NEFH', 'SHC1', 'USP5', 'UBE2D1', 'ATXN3', 'UBE2G2', 'UBE2D3', 'UBE2D2', 'MDM2', 'RIPK1', 'ESPL1', 'CASP8', 'IQCE']
RFK	['DNAJB9', 'UBC', 'RAB1A']
RFPL1	['RFPL3']
RFPL2	['RFPL3', 'RB1', 'HNF4A', 'MDM2', 'DMWD', 'DYRK1A', 'WDR73', 'TTC5', 'ZNF507', 'PASK', 'CBWD1', 'MIOS', 'BACH1', 'PHLPP1']
RFPL3	['UBE2I', 'DAB2IP', 'TLK2', 'LNX1', 'ASNSD1', 'RFPL1', 'RFPL2']
RFPL4A	['UBC', 'RFPL4B', 'FAM90A1']
RFPL4AL1	['UBC']
RFPL4B	['KDM3B', 'FAM90A1', 'MGA', 'ZZZ3', 'ZNF784', 'SIMC1', 'ZBTB10', 'AMBRA1', 'EGLN1', 'WDCP', 'CSRP2BP', 'JMJD4', 'CHD8', 'SALL1', 'ZNF446', 'MIOS', 'TRMT1', 'TAB2', 'LIMD1', 'YEATS2', 'SATB2', 'ZNF281', 'POLR3K', 'SALL2', 'KRBA1', 'RFPL4A', 'ZNF195', 'TRIM24', 'HDAC3', 'PER1', 'NCOR1', 'ZNF324', 'ZMYM6', 'UBC', 'ZKSCAN1', 'PML', 'POLR2J', 'TAB1', 'QRICH1', 'LONRF3', 'LRIF1', 'C15orf39']
RFT1	['SKA1', 'TCTN2', 'FYCO1', 'P2RY12', 'SLC38A1', 'GPR52', 'SCN2B', 'LYPD3', 'VAPB', 'ASGR2', 'UBC', 'PSMA3', 'STOM', 'LTBR', 'NEDD4', 'GPM6A', 'TSPAN5', 'ZACN', 'TNS2', 'TCTN3', 'TMEM171']
RFTN1	['SLC25A41', 'UBD', 'UBC', 'BTK', 'UNC119']
RFWD2	['RB1CC1', 'DCAF11', 'DDB2', 'TRIB2', 'COPS5', 'SIPA1', 'LRR1', 'RCHY1', 'TRIB3', 'TRIB1', 'COPS8', 'CCT7', 'GRWD1', 'COPS4', 'DDA1', 'BTBD2', 'COPS7B', 'KLHL42', 'COPS7A', 'PARP4', 'COPS3', 'VPRBP', 'MDM4', 'FOS', 'TP53', 'JUN', 'REG1A', 'UBC', 'HSPA8', 'ETS1', 'ETS2', 'FOSL2', 'HSPA6', 'JUNB', 'JUND', 'TCP1', 'PTPN1', 'ATF6', 'YWHAB', 'SFN', 'CCT6A', 'ETV5', 'ETV4', 'CDKN1B', 'CCT5', 'CCT3', 'ETV1', 'CCT8', 'CCT4', 'UBE2D1', 'HSPA2', 'COPS2', 'WDR5', 'UBE2D2', 'RBX1', 'YWHAZ', 'SKP1', 'CCT2', 'MDM2', 'PTPN11', 'FOXO1', 'ERCC8', 'CUL1', 'CUL2', 'CUL3', 'CUL4A', 'CUL4B', 'DMC1', 'MVP', 'TCEB2', 'ELAVL1', 'DDB1', 'CRTC2', 'COPS6', 'DET1', 'STK40', 'ZNF397']
RFWD3	['GLG1', 'UBE2E3', 'UBE2W', 'PRIMPOL', 'CCT7', 'LGR4', 'COA1', 'RNF41', 'MOV10', 'MBNL1', 'MBIP', 'LYAR', 'NXF1', 'PFDN2', 'UBE2D4', 'HYOU1', 'XPO1', 'PFDN1', 'TP53', 'APP', 'HSP90AA1', 'HSP90AB1', 'UBC', 'HSPD1', 'HSP90B1', 'RPA2', 'TCP1', 'TAF1', 'UBA1', 'DNAJB2', 'RPA1', 'CANX', 'RPA3', 'CCT6A', 'CCT5', 'CCT3', 'CCT8', 'CCT4', 'UBE2D1', 'UBE2E1', 'UBE2D3', 'UBE2N', 'ATP6V0D1', 'UBE2D2', 'CCT2', 'MDM2', 'UBE2V1', 'ELAVL1', 'CEP170']
