AAAS
AARS
AASS
ABAT
ABCA2
ABCC6
ABCC9
ABCD1
ABCD4
ABCG5
ABHD16A
ABHD5
ACACA
ACAD9
ACADM
ACADS
ACADSB
ACAT1
ACBD6
ACO2
ACOX1
ACOX2
ACSL4
ACTA1
ACTB
ACTG1
ACTL6A
ACTL6B
ACY1
ADAM22
ADAMTS10
ADAR
ADARB1
ADAT3
ADCY5
ADD1
ADD3
ADK
ADNP
ADRA2B
ADSL
AFF2
AFF3
AFF4
AFG3L2
AGA
AGGF1
AGK
AGL
AGMO
AGPAT3
AGPS
AGT
AGTPBP1
AGTR2
AHCY
AHDC1
AHI1
AHSG
AIFM1
AIMP1
AJAP1
AKAP6
AKR1C2
AKT3
ALDH18A1
ALDH3A2
ALDH5A1
ALDH7A1
ALDOA
ALDOB
ALG1
ALG11
ALG12
ALG13
ALG14
ALG2
ALG3
ALG6
ALG8
ALG9
ALKBH8
ALMS1
ALS2
ALX1
ALX3
ALX4
AMOTL1
AMPD2
AMT
ANK2
ANK3
ANKH
ANKRD11
ANKRD17
ANO4
AP1B1
AP1G1
AP1S1
AP1S2
AP2M1
AP2S1
AP3B1
AP3B2
AP4B1
AP4E1
AP4M1
AP4S1
APC2
APOPT1
APTX
AQP4
AR
ARCN1
ARF1
ARF3
ARFGEF1
ARFGEF2
ARG1
ARHGAP35
ARHGEF40
ARHGEF6
ARID1A
ARID1B
ARL13B
ARL6
ARMC9
ARNT2
ARSA
ARSB
ARSE
ARV1
ARX
ASAH1
ASCC3
ASH1L
ASL
ASNS
ASPA
ASPM
ASTN1
ASTN2
ASXL1
ASXL2
ATAD1
ATAD2B
ATAD3A
ATG4D
ATG7
ATIC
ATL1
ATM
ATN1
ATP10A
ATP13A2
ATP1A1
ATP1A2
ATP1A3
ATP2A2
ATP2B1
ATP2B2
ATP2B3
ATP2C2
ATP5E
ATP5O
ATP6AP1
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V1A
ATP6V1B2
ATP6V1C1
ATP7A
ATP8A2
ATR
ATRX
ATXN10
ATXN2L
AUH
AUTS2
AVP
AVPR1A
AVPR2
AXIN1
B3GALNT2
B3GALT6
B3GAT3
B4GALNT1
B4GALT1
B4GALT7
B9D1
B9D2
BANF1
BAP1
BAZ2B
BBS1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS7
BBS9
BCAP31
BCAS3
BCKDHB
BCKDK
BCL11A
BCL11B
BCOR
BCORL1
BCS1L
BDNF
BHLHE22
BICD2
BIN1
BLM
BLOC1S1
BMP4
BMPER
BPTF
BRAF
BRAT1
BRD4
BRF1
BRF2
BRIP1
BRPF1
BRSK2
BRWD3
BSCL2
BSND
BTD
BUB1
BUB1B
C12orf4
C12orf57
C12orf65
C12orf66
C14orf80
C16orf62
C18orf32
C19orf12
C20orf24
C2CD3
C2orf69
C3orf58
C5orf42
C8orf37
CA2
CA5A
CA8
CACHD1
CACNA1A
CACNA1B
CACNA1C
CACNA1D
CACNA1E
CACNA1G
CACNA1I
CACNA2D1
CACNA2D2
CACNB4
CACNG2
CAD
CAMK2A
CAMK2B
CAMK2D
CAMK2G
CAMK4
CAMSAP1
CAMTA1
CANT1
CAPRIN1
CAPZA2
CARS
CARS2
CASK
CASP2
CBL
CBS
CBX1
CBY1
CC2D1A
CCBE1
CCDC115
CCDC22
CCDC47
CCDC78
CCDC8
CCDC82
CCDC84
CCDC88A
CCDC88C
CCND2
CCT3
CCT6A
CD96
CDC42
CDC42BPB
CDC6
CDH11
CDH15
CDH2
CDK10
CDK13
CDK16
CDK19
CDK5R1
CDK5RAP2
CDK6
CDK8
CDKL1
CDKL2
CDKL5
CDKN1C
CDO1
CDON
CDT1
CELF2
CELF4
CELSR3
CENPF
CENPJ
CEP104
CEP120
CEP135
CEP164
CEP290
CEP41
CEP55
CEP57
CEP63
CEP76
CEP85L
CEP89
CFH
CFHR3
CHAMP1
CHD1
CHD2
CHD3
CHD4
CHD5
CHKA
CHMP1A
CHMP3
CHRM1
CHRNA4
CHST14
CIC
CISD2
CIT
CKAP2L
CLASP1
CLCN2
CLCN3
CLCN4
CLCN6
CLCN7
CLCNKA
CLCNKB
CLDN5
CLIC2
CLIP2
CLN5
CLN6
CLN8
CLP1
CLPB
CLPP
CLTC
CMAS
CNKSR1
CNKSR2
CNNM2
CNOT1
CNOT2
CNOT3
CNPY3
CNTN4
CNTN6
CNTNAP1
CNTNAP2
CNTNAP5
COASY
COG1
COG3
COG4
COG5
COG6
COG7
COG8
COL18A1
COL1A2
COL4A1
COL4A2
COL4A3BP
COLEC10
COLEC11
COPB1
COPB2
COQ2
COQ4
COQ9
CORO1A
COX10
COX11
COX14
COX15
COX20
COX4I2
COX6B1
COX7B
CP
CPA6
CPE
CPS1
CPSF3
CRADD
CRB2
CRBN
CREBBP
CRELD1
CRIPT
CRKL
CRLF1
CRLS1
CRMP1
CRNKL1
CRTAP
CSDE1
CSF1R
CSMD1
CSNK1G1
CSNK2A1
CSNK2B
CSPP1
CSTB
CSTF2
CTBP1
CTC1
CTCF
CTDP1
CTNNA2
CTNNB1
CTNND1
CTNND2
CTR9
CTSA
CTSD
CTSF
CUBN
CUL3
CUL4B
CUX1
CWC27
CWF19L1
CYB5R3
CYC1
CYFIP1
CYFIP2
CYHR1
CYP27A1
CYP2U1
D2HGDH
DAG1
DAGLA
DARS
DARS2
DBT
DCAF15
DCAF17
DCHS1
DCPS
DCX
DDB1
DDC
DDHD2
DDOST
DDR2
DDX17
DDX23
DDX39B
DDX3X
DDX59
DDX6
DEAF1
DEGS1
DENND5A
DENND5B
DEPDC5
DHCR24
DHCR7
DHDDS
DHPS
DHTKD1
DHX30
DHX32
DHX37
DHX9
DIAPH1
DIP2C
DIS3L2
DKC1
DLAT
DLD
DLG2
DLG3
DLG4
DLGAP2
DLK1
DLL1
DMAP1
DMD
DMXL2
DNAH14
DNAJA1
DNAJC12
DNAJC19
DNAJC3
DNAJC6
DNM1
DNM1L
DNMT3A
DNMT3B
DOCK3
DOCK4
DOCK6
DOCK7
DOCK8
DOHH
DOK7
DOLK
DOT1L
DPAGT1
DPF2
DPH1
DPH2
DPH5
DPM1
DPM2
DPM3
DPP10
DPP6
DPYS
DPYSL2
DPYSL5
DRG1
DROSHA
DSCAM
DSCR3
DSE
DUOXA2
DYM
DYNC1H1
DYNC1I2
DYRK1A
EARS2
EBP
EDC3
EDEM3
EDNRB
EED
EEF1A2
EEF1B2
EEF1D
EEF2
EEFSEC
EFNB1
EFNB2
EFTUD2
EHMT1
EIF2A
EIF2AK1
EIF2AK2
EIF2AK3
EIF2B1
EIF2B2
EIF2B3
EIF2B4
EIF2B5
EIF2S3
EIF3I
EIF3K
EIF4A2
EIF4A3
EIF5A
ELAC2
ELMOD1
ELOVL4
ELP2
EMC1
EMC10
EMG1
EML1
EMX2
ENTPD1
EOGT
EOMES
EP300
EP400
EPB41L1
EPB41L3
EPG5
EPHA7
EPM2A
EPRS
ERBB4
ERCC1
ERCC2
ERCC3
ERCC4
ERCC5
ERCC6
ERCC6L2
ERCC8
ERF
ERGIC3
ERI1
ERLIN2
ESAM
ETFA
ETFB
ETFDH
ETHE1
ETS1
EVC
EVC2
EXOC2
EXOC7
EXOSC2
EXOSC3
EXOSC8
EXT2
EXTL3
EZH1
EZH2
FA2H
FAAH2
FAM111A
FAM126A
FAM149B1
FAM160B1
FAM177A1
FAM50A
FANCB
FANCD2
FANCG
FAR1
FARS2
FARSA
FARSB
FASTKD2
FAT4
FBLN5
FBN1
FBRSL1
FBXL3
FBXL4
FBXO11
FBXO22
FBXO28
FBXO31
FBXW11
FBXW7
FDFT1
FDXR
FEM1B
FEM1C
FEZF2
FGD1
FGF12
FGF13
FGF14
FGF3
FGFR1
FGFR2
FGFR3
FH
FIBP
FICD
FIG4
FITM2
FKBP4
FKRP
FKTN
FLNA
FLNB
FLVCR1
FLVCR2
FMN2
FMR1
FOLR1
FOSL2
FOXG1
FOXP1
FOXP2
FOXP4
FOXR1
FOXRED1
FRA10AC1
FRAS1
FRMD4A
FRMD5
FRY
FRYL
FSD1L
FTCD
FTL
FTO
FTSJ1
FUCA1
FUK
FUT8
FZD3
FZR1
G6PC3
GABBR1
GABBR2
GABRA1
GABRA2
GABRA3
GABRA4
GABRA5
GABRB2
GABRB3
GABRD
GABRG1
GABRG2
GAD1
GALC
GALE
GALNT2
GALT
GAMT
GAN
GAP43
GATA1
GATA6
GATAD2A
GATAD2B
GATM
GBA
GBA2
GBE1
GCDH
GCH1
GCK
GDI1
GEMIN4
GEMIN5
GFAP
GFER
GFM1
GFM2
GHR
GIGYF1
GJA1
GJB1
GJC2
GK
GLB1
GLDC
GLI2
GLI3
GLIS3
GLRA1
GLRA2
GLS
GLUD1
GLUL
GLYCTK
GM2A
GMNN
GMPPA
GMPPB
GNA14
GNAI1
GNAI2
GNAO1
GNAQ
GNAS
GNB1
GNB2
GNB5
GNE
GNPAT
GNPTAB
GNPTG
GNS
GOLGA2
GON4L
GORAB
GOSR2
GOT2
GPAA1
GPC3
GPC4
GPHN
GPN2
GPRC5B
GPT2
GRIA1
GRIA2
GRIA3
GRIA4
GRID2
GRIK2
GRIN1
GRIN2A
GRIN2B
GRIN2D
GRM1
GRM7
GRPR
GSPT2
GSS
GSX2
GTF2E2
GTF2H5
GTF2I
GTF2IRD1
GTF3C3
GTF3C5
GTPBP1
GTPBP2
GTPBP3
GUSB
GYS2
H3F3B
HACE1
HADH
HADHA
HADHB
HAL
HARS
HARS2
HAX1
HCCS
HCFC1
HCN1
HCN2
HDAC3
HDAC4
HDAC8
HEATR3
HECTD1
HEPACAM
HERC1
HERC2
HESX1
HEXA
HEXB
HGSNAT
HIBCH
HIRA
HIST1H1E
HIST1H4C
HIST1H4D
HIST1H4E
HIST1H4F
HIST1H4I
HIVEP2
HK1
HLCS
HMBS
HMGCL
HNMT
HNRNPD
HNRNPH1
HNRNPH2
HNRNPK
HNRNPR
HNRNPU
HOXA1
HOXD10
HPD
HPDL
HPRT1
HRAS
HS2ST1
HSD17B10
HSD17B4
HSPA9
HSPD1
HSPG2
HTRA2
HTT
HUWE1
HYLS1
IARS
IDH2
IDS
IDUA
IER3IP1
IFIH1
IFT140
IFT172
IFT27
IFT74
IGBP1
IGF1
IGF1R
IGF2
IKBKG
IL1RAPL1
IMMP2L
IMPA1
IMPDH2
INPP4A
INPP5E
INPP5K
INS
INSR
INTS1
INTS8
IPO8
IQSEC1
IQSEC3
IREB2
IRF2BPL
IRX5
ISCA1
ISCA2
ITCH
ITFG2
ITGA7
ITGAV
ITPA
ITPR1
ITSN1
IVD
IYD
JAG1
JAKMIP1
JAM3
JARID2
JMJD1C
JPH3
KANK1
KANSL1
KARS
KAT5
KAT6A
KAT6B
KAT8
KATNAL2
KATNB1
KBTBD2
KCNA2
KCNA3
KCNB1
KCNB2
KCNC1
KCNC2
KCNC3
KCND1
KCND2
KCND3
KCNH1
KCNH5
KCNJ1
KCNJ10
KCNJ11
KCNJ6
KCNK3
KCNK4
KCNK9
KCNMA1
KCNN2
KCNN3
KCNQ2
KCNQ3
KCNQ5
KCNT2
KCTD13
KCTD3
KCTD7
KDM1A
KDM2A
KDM2B
KDM3B
KDM4B
KDM5A
KDM5B
KDM5C
KDM6A
KDM6B
KIAA0391
KIAA0586
KIAA1109
KIF11
KIF14
KIF16B
KIF1A
KIF1B
KIF21A
KIF21B
KIF26A
KIF2A
KIF4A
KIF5A
KIF5C
KIF7
KIRREL3
KLF7
KLF8
KLHL20
KLHL7
KPTN
KRAS
KYNU
L1CAM
L2HGDH
LAMA1
LAMA2
LAMB1
LAMB2
LAMC3
LAMP2
LARP1
LARP7
LARS
LARS2
LAS1L
LBR
LEO1
LETM1
LGI3
LGI4
LHX2
LHX3
LIAS
LIG4
LINGO1
LINGO4
LIPT1
LMAN2L
LMBRD1
LMNA
LMNB1
LMNB2
LONP1
LRP2
LRP5
LRPPRC
LRRC45
LRRC7
LRRC8C
LSM1
LSM11
LSS
LTBP1
LYRM7
LYST
LZTFL1
LZTR1
MAB21L1
MAB21L2
MACF1
MACROD2
MADD
MAF
MAGEL2
MAGT1
MAL
MAN1B1
MAN2A2
MAN2B1
MAN2C1
MANBA
MANF
MAOA
MAP1B
MAP2K1
MAP2K2
MAP4K4
MAPK1
MAPK8IP3
MAPKAPK5
MAPRE2
MARK2
MARK4
MARS2
MASP1
MAST1
MAST4
MAT1A
MAX
MBD5
MBOAT7
MBTPS2
MCCC1
MCCC2
MCM3AP
MCM4
MCM6
MCOLN1
MCPH1
MDH2
MECP2
MED11
MED12
MED12L
MED13
MED13L
MED16
MED17
MED23
MED25
MED27
MEF2C
MEGF8
MEIS2
MEPCE
MET
METAP1
METTL5
MFF
MFN2
MFSD2A
MFSD8
MGAT2
MGP
MICU1
MID1
MID2
MIR17HG
MKKS
MKL2
MKS1
MLC1
MLH1
MLYCD
MMAA
MMAB
MMACHC
MMADHC
MMGT1
MN1
MNX1
MOCS1
MOCS2
MOCS3
MOGS
MORC2
MPDU1
MPDZ
MPI
MPLKIP
MPP5
MPV17
MPZ
MRAP
MRAS
MRPL3
MRPL49
MRPS16
MRPS22
MRPS34
MSH6
MSL2
MSL3
MSMO1
MTFMT
MTHFR
MTHFS
MTM1
MTMR2
MTO1
MTOR
MTPAP
MTR
MTRR
MTSS1L
MUT
MVK
MYCBP2
MYCN
MYH10
MYH3
MYO5A
MYO7A
MYT1
MYT1L
NAA10
NAA15
NAA20
NACC1
NAE1
NAGA
NAGLU
NAGS
NALCN
NANS
NAPB
NARS
NAT8L
NAV3
NBEA
NBN
NCAPD2
NCAPG2
NCDN
NCKAP1
NDE1
NDN
NDP
NDST1
NDUFA1
NDUFA10
NDUFA11
NDUFA2
NDUFA8
NDUFA9
NDUFAF1
NDUFAF2
NDUFAF3
NDUFAF4
NDUFAF5
NDUFAF6
NDUFB3
NDUFB9
NDUFS1
NDUFS2
NDUFS3
NDUFS4
NDUFS6
NDUFS7
NDUFS8
NDUFV1
NECAP1
NEDD4L
NEGR1
NEMF
NEU1
NEUROD2
NEUROG1
NF1
NFASC
NFE2L1
NFIA
NFIB
NFIX
NFU1
NGF
NGLY1
NHEJ1
NHLRC1
NHS
NIN
NIPBL
NKAP
NKX2-1
NLGN1
NLGN3
NLGN4X
NMNAT1
NONO
NOP10
NOTCH1
NOTCH3
NOVA2
NPC1
NPC2
NPHP1
NPHP3
NR2F1
NR2F2
NR4A2
NRAS
NRCAM
NRXN1
NRXN2
NSD1
NSDHL
NSF
NSRP1
NSUN2
NSUN6
NT5C2
NTNG1
NTNG2
NTRK1
NTRK2
NUBPL
NUDT2
NUP214
NUP62
OCRL
ODC1
OFD1
OGDH
OGDHL
OGT
OPA3
OPHN1
ORC1
ORC4
ORC6
OSGEP
OTC
OTUD5
OTUD6B
OTUD7A
OTX2
OXR1
P4HTM
PACS1
PACS2
PAH
PAK1
PAK2
PAK3
PAM16
PAN2
PANK2
PARN
PARP6
PAX1
PAX2
PAX3
PAX5
PAX6
PAX7
PAX8
PBX1
PC
PCBD1
PCBP2
PCCA
PCCB
PCDH10
PCDH12
PCDH15
PCDH9
PCGF2
PCLO
PCNA
PCNT
PDCD6IP
PDE10A
PDE11A
PDE2A
PDE4D
PDE6D
PDGFB
PDGFRB
PDHA1
PDHB
PDHX
PDP1
PDSS1
PDSS2
PDZD8
PEPD
PEX1
PEX10
PEX11B
PEX12
PEX13
PEX14
PEX16
PEX19
PEX2
PEX26
PEX3
PEX5
PEX6
PEX7
PGAP1
PGAP2
PGAP3
PGK1
PGM2L1
PGM3
PHC1
PHF21A
PHF5A
PHF6
PHF8
PHGDH
PHIP
PHKA2
PHKG2
PI4K2A
PI4KA
PIBF1
PIEZO2
PIGA
PIGB
PIGC
PIGF
PIGG
PIGH
PIGK
PIGL
PIGN
PIGO
PIGP
PIGQ
PIGS
PIGT
PIGU
PIGV
PIGW
PIGY
PIK3C2A
PIK3CA
PIK3R1
PIK3R2
PINK1
PIP5K1B
PIP5K1C
PISD
PITRM1
PJA1
PLA2G16
PLA2G6
PLAA
PLCB1
PLEKHG2
PLK1
PLK4
PLOD3
PLP1
PLXNA1
PLXNA2
PMM2
PMPCA
PMPCB
PNKP
PNP
PNPLA6
PNPLA8
PNPT1
POC1A
POGZ
POLA1
POLD1
POLD2
POLG
POLR1A
POLR1C
POLR2A
POLR3A
POLR3B
POLR3K
POLRMT
POMGNT1
POMT1
POMT2
PON3
POP1
PORCN
POU1F1
POU3F2
POU3F3
PPFIA3
PPFIBP1
PPID
PPIL1
PPM1D
PPM1K
PPOX
PPP1CB
PPP1R12A
PPP1R15B
PPP1R21
PPP2CA
PPP2R1A
PPP2R2B
PPP2R5C
PPP2R5D
PPP2R5E
PPP3CA
PPP5C
PPT1
PQBP1
PRDM13
PRDM8
PREPL
PRF1
PRICKLE1
PRICKLE2
PRKACB
PRKAR1A
PRKD1
PRKDC
PRKRA
PRMT7
PRODH
PROSER1
PRPF19
PRPF8
PRPS1
PRRT2
PRRX1
PRSS12
PRX
PSAP
PSAT1
PSMB1
PSMC3
PSMC5
PSMD11
PSMD12
PSMF1
PSPH
PTCD3
PTCHD1
PTDSS1
PTEN
PTF1A
PTPMT1
PTPN11
PTPN23
PTPN4
PTRH2
PTS
PUF60
PUM1
PURA
PUS1
PUS3
PUS7
PYCR2
PYGL
QARS
QDPR
QRICH1
RAB11A
RAB11B
RAB14
RAB18
RAB1A
RAB23
RAB27A
RAB39B
RAB3A
RAB3GAP2
RAB5C
RABGAP1
RAC1
RAC3
RAD21
RAF1
RAI1
RALA
RALGAPA1
RALGAPB
RANBP2
RAP1B
RAP1GDS1
RAPSN
RARB
RARS
RARS2
RASA1
RAX
RBBP5
RBBP8
RBFOX1
RBL2
RBM10
RBM28
RBM8A
RBPJ
RDH14
RECQL4
RELN
REPS2
RERE
RET
RFC4
RFT1
RFX3
RFX4
RFX6
RFX7
RHEB
RHOBTB2
RICTOR
RIMS1
RIN2
RING1
RIT1
RLIM
RMND1
RNASEH2A
RNASEH2B
RNASEH2C
RNASET2
RNF113A
RNF125
RNF13
RNF135
RNF2
RNF220
RNH1
RNPC3
ROBO1
ROGDI
ROR2
RORA
RPH3A
RPIA
RPL10
RPL11
RPS19
RPS23
RPS6KA3
RRAS2
RREB1
RRM2B
RSPRY1
RSRC1
RTEL1
RTN4IP1
RTTN
RUNX1T1
RYBP
SACS
SALL1
SAMD9
SAMD9L
SAMHD1
SARS
SARS2
SART3
SASS6
SATB1
SATB2
SBDS
SBF1
SCAF4
SCAMP5
SCAPER
SCN11A
SCN1A
SCN1B
SCN2A
SCN3A
SCN8A
SCN9A
SCO1
SCO2
SDCCAG8
SDHA
SEC31A
SECISBP2
SEL1L
SEMA3E
SEMA5A
SEMA6B
SEPHS1
SEPSECS
SERAC1
SET
SETBP1
SETD2
SETD5
SF3B1
SF3B4
SFXN4
SGCA
SGPL1
SGSH
SGSM3
SH3TC2
SHANK1
SHANK2
SHH
SHMT2
SHOC2
SIAH1
SIK1
SIL1
SIN3A
SIN3B
SIX3
SKI
SLC12A1
SLC12A2
SLC12A5
SLC12A6
SLC12A9
SLC13A5
SLC16A2
SLC17A5
SLC18A2
SLC19A2
SLC19A3
SLC1A1
SLC1A2
SLC1A3
SLC1A4
SLC20A2
SLC22A5
SLC25A1
SLC25A12
