"Gene Name","Pubmed IDs"
"NGB","15036292","31158439","23648513","30041403","24376733","22659017","12962627","12850561","17975837","17468165","30361767","18198211","15162488","12480932","16281909","29098407","23319379","12435404","31182001","17600531","12048231","20091232","33924212","15548613","15193759","27928027","15657899","16596390","18403737","25372753","17337004","14645216","28103511","23643985","11820779","31937411","21362510","15932948","19383366","18538917","12239161","21296891","27542528","23639789","18711728","32026621","15808606","15723537","37141638","18406335","15582755","24098534","20879741","20544857","27402851","29738858","16914148","23135388","11554744","24362753","35797699","18025470","21725774","19960556","12351835","18302932","15598495","20227336","18767815","24730682","18416560","25552092","28246171","21335947","28951213","25279145","22787149","22496809","29031607","29101592","19860834","22239089","15016813","20571522","35822521","26305249","25636685","32034988","34440755","22009023","24699645","12409290","20345238","11473128","22548980","20643048","33539081","18198128","38796706","17098866"
"CROCC2","23044541","36849460","27914912","31343991","36774506","36543142","34732716"
"SIK3","18266979","28658303","34196217","21399663","22662228","35864266","37321371","35997995","31280862","15134808","24743732","27009967","34839513","37477881","30254177","32126566","34856199","39030684","37356786","38057370","37715891","36877841","29227248","27806374","31969556","33063669","27807598","25513882","31849250","32343771","29526696","33558433","27920213","25619259","27980695","31350327","31350328","29941929","18348280","23033494","36862513","30232230","34732767","33600797","22306654","24061540","29211348","34160349","23393134","26590148","18193046","22588126","16968750","21149283","25088745","31430259","25060954","22437554","36477539","14976552","24886709","31927188","22318228","15334068","20564261","16306228","31636950","20056645","23505323","18729074","10231032","16959763","29449217","22589738","12168954","28706196","8889549","32457219","20936779","14621295","21565611","31182584","38777146","35819319","36543142","34857952","33060197","28718761","36931259","36736316","28671696","38697112","31753913","21516116","30973865","30550785","33957083"
"PADI4","29302826","24463520","35702765","36961884","21602177","34117211","27051025","29318161","22907585","15247907","33412502","23698378","31277965","30044533","15814578","24564960","29374076","30232279","33906071","28209966","17980669","26563365","26474773","32053791","36535460","34733271","34452909","18576335","15731287","15998632","16449362","24454473","21062850","31519688","22944128","33310262","22459419","30816464","30269634","26546893","29393388","36069973","21731701","25164081","34055985","35111148","34098313","37878044","21779371","19004619","21698003","15077293","30073354","16567635","24140127","29061334","30710097","20496417","23382808","16385500","23450494","33773016","38326837","32265227","24874575","29987161","29518108","32915635","36579746","26293116","16355400","32193354","32170015","23650392","12393868","29425503","30242250","34362483","17216583","27706751","28073784","26415740","28832760","30429478","34108482","18633125","31632398","33289753","12833157","21418828","17265154","16200584","28031479","22976394","37193992","26043831","21981985","31764615","16502257","27182695"
"TTC6","37626901","23817569","22008794","17015433","32665550","19692168","36774506","11181995","29229926"
"IQCA1","18466635","23427265","32588039","20339536","27914912","30635555","18854154","15815621","37196079"
"SOX7","26475439","24816720","30554866","27411892","25297608","10320775","30639059","28586005","25940713","29957056","31332289","22706399","29757932","35645102","19108950","30488457","22171135","22777918","39126242","23557216","11691915","31154937","33733517","18819930","26944317","24012678","29231262","34728626","38583021","18682240","19489079","27697092","23295859","27133048","32808728","35260939","29271996","27459612","24558429","32521870","19272523","22723016","24762086","35718188","24788044","31955140","25073511","26515813","22492353","28943254","30381030","27044823","25407488","39227479","29271667","23818617","18940723","19328208","28334937","15542856","37000005","27188720","28266181","33835399","34570228","31683462","27150562","33095124","15220343","29444818","28619820","17610846","27528602","27802172","15355796","19515696","15082719","29635272","28577909","19801444","36715213","1614875","30530745","37551717","23604320","21146513","16895970","23747191","8441686","22962592","8921394","11973269","30871468","26630461","28512199","29882512","28467908","27241892","25912690","20573702"
"ELMOD2","28324667","32614697","16773575","33596093","19966137","30865555","24616099","17452337","12879077","17903293","34747980","25798074","35063084","35337019","31536960","37223481","38569033","19946888","29180619"
"NELFCD","16786193","15972660","20735431","17621989","20028984","38809918","17023558","22238675","29795304","37591184","20069563","11030415","11952167","19136554","20298567","14684750","23753411","17131388","17442680","26010750","27282391","19245807","36577375","17499042","17335777","10760573","19673036","10199401","12612062","24158816","16838299","23518577","11112772","12620389","12676794","18562274","23272104","20305087","36398858","21194568","23284306","37117180","21078624","32572027","11042152","23455924","34709266","11780052","30554943","15231748","31048545","33239621","28380382","32994395","25609649","36931259","20211142","37223481","32416067","19946888","17353931","35575683","32877691"
"C11orf91","31615875","11181995"
