Gene_Name	GO_ID	GO_term
DNAJC25-GNG10	GO:0003924	gtpase activity
DNAJC25-GNG10	GO:0005515	protein binding
DNAJC25-GNG10	GO:0005834	heterotrimeric g-protein complex
DNAJC25-GNG10	GO:0007186	g-protein coupled receptor signaling pathway
NUDT4B	GO:0003723	rna binding
NUDT4B	GO:0005829	cytosol
NUDT4B	GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity
NUDT4B	GO:0046872	metal ion binding
NUDT4B	GO:0052840	inositol diphosphate tetrakisphosphate diphosphatase activity
NUDT4B	GO:0052842	inositol diphosphate pentakisphosphate diphosphatase activity
IGKV3-7	GO:0002377	immunoglobulin production
IGKV3-7	GO:0005615	extracellular space
IGKV3-7	GO:0006955	immune response
IGKV1D-42	GO:0002377	immunoglobulin production
IGKV1D-42	GO:0005615	extracellular space
IGKV1D-42	GO:0006955	immune response
IGLV4-69	GO:0002250	adaptive immune response
IGLV4-69	GO:0002377	immunoglobulin production
IGLV4-69	GO:0003823	antigen binding
IGLV4-69	GO:0005615	extracellular space
IGLV4-69	GO:0005886	plasma membrane
IGLV4-69	GO:0006955	immune response
IGLV8-61	GO:0002250	adaptive immune response
IGLV8-61	GO:0002377	immunoglobulin production
IGLV8-61	GO:0003823	antigen binding
IGLV8-61	GO:0005615	extracellular space
IGLV8-61	GO:0005886	plasma membrane
IGLV8-61	GO:0006955	immune response
IGLV4-60	GO:0002250	adaptive immune response
IGLV4-60	GO:0002377	immunoglobulin production
IGLV4-60	GO:0003823	antigen binding
IGLV4-60	GO:0005615	extracellular space
IGLV4-60	GO:0005886	plasma membrane
IGLV4-60	GO:0006955	immune response
IGLV11-55	GO:0002377	immunoglobulin production
IGLV11-55	GO:0005615	extracellular space
IGLV11-55	GO:0006955	immune response
IGLV10-54	GO:0002250	adaptive immune response
IGLV10-54	GO:0002377	immunoglobulin production
IGLV10-54	GO:0003823	antigen binding
IGLV10-54	GO:0005615	extracellular space
IGLV10-54	GO:0005886	plasma membrane
IGLV10-54	GO:0006955	immune response
IGLV1-50	GO:0002377	immunoglobulin production
IGLV1-50	GO:0005615	extracellular space
IGLV1-50	GO:0006955	immune response
IGLV5-48	GO:0002377	immunoglobulin production
IGLV5-48	GO:0005615	extracellular space
IGLV5-48	GO:0006955	immune response
IGLV7-46	GO:0002250	adaptive immune response
IGLV7-46	GO:0002377	immunoglobulin production
IGLV7-46	GO:0003823	antigen binding
IGLV7-46	GO:0005615	extracellular space
IGLV7-46	GO:0005886	plasma membrane
IGLV7-46	GO:0006955	immune response
IGLV5-37	GO:0002250	adaptive immune response
IGLV5-37	GO:0002377	immunoglobulin production
IGLV5-37	GO:0003823	antigen binding
IGLV5-37	GO:0005615	extracellular space
IGLV5-37	GO:0005886	plasma membrane
IGLV5-37	GO:0006955	immune response
IGLV2-33	GO:0002377	immunoglobulin production
IGLV2-33	GO:0005615	extracellular space
IGLV2-33	GO:0006955	immune response
IGLV3-22	GO:0002250	adaptive immune response
IGLV3-22	GO:0002377	immunoglobulin production
IGLV3-22	GO:0003823	antigen binding
IGLV3-22	GO:0005615	extracellular space
IGLV3-22	GO:0005886	plasma membrane
IGLV3-22	GO:0006955	immune response
IGLV2-18	GO:0002250	adaptive immune response
IGLV2-18	GO:0002377	immunoglobulin production
IGLV2-18	GO:0003823	antigen binding
IGLV2-18	GO:0005615	extracellular space
IGLV2-18	GO:0005886	plasma membrane
IGLV2-18	GO:0006955	immune response
IGLV3-16	GO:0002250	adaptive immune response
IGLV3-16	GO:0002377	immunoglobulin production
IGLV3-16	GO:0003823	antigen binding
IGLV3-16	GO:0005615	extracellular space
IGLV3-16	GO:0005886	plasma membrane
IGLV3-16	GO:0006955	immune response
IGLV3-12	GO:0002250	adaptive immune response
IGLV3-12	GO:0002377	immunoglobulin production
IGLV3-12	GO:0003823	antigen binding
IGLV3-12	GO:0005615	extracellular space
IGLV3-12	GO:0005886	plasma membrane
IGLV3-12	GO:0006955	immune response
IGLV3-10	GO:0002250	adaptive immune response
IGLV3-10	GO:0002377	immunoglobulin production
IGLV3-10	GO:0003823	antigen binding
IGLV3-10	GO:0005615	extracellular space
IGLV3-10	GO:0005886	plasma membrane
IGLV3-10	GO:0006955	immune response
IGLV3-9	GO:0002250	adaptive immune response
IGLV3-9	GO:0002377	immunoglobulin production
IGLV3-9	GO:0003823	antigen binding
IGLV3-9	GO:0005615	extracellular space
IGLV3-9	GO:0005886	plasma membrane
IGLV3-9	GO:0006955	immune response
IGLV4-3	GO:0002250	adaptive immune response
IGLV4-3	GO:0002377	immunoglobulin production
IGLV4-3	GO:0003823	antigen binding
IGLV4-3	GO:0005615	extracellular space
IGLV4-3	GO:0005886	plasma membrane
IGLV4-3	GO:0006955	immune response
TRBV19	GO:0002250	adaptive immune response
TRBV19	GO:0005886	plasma membrane
TRBV20-1	GO:0002250	adaptive immune response
TRBV20-1	GO:0005886	plasma membrane
TRBV24-1	GO:0002250	adaptive immune response
TRBV24-1	GO:0005886	plasma membrane
TRBV25-1	GO:0002250	adaptive immune response
TRBV25-1	GO:0005886	plasma membrane
IGKV2-28	GO:0002377	immunoglobulin production
IGKV2-28	GO:0003823	antigen binding
IGKV2-28	GO:0004252	serine-type endopeptidase activity
IGKV2-28	GO:0004252	serine-type endopeptidase activity
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005576	extracellular region
IGKV2-28	GO:0005615	extracellular space
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0005886	plasma membrane
IGKV2-28	GO:0006508	proteolysis
IGKV2-28	GO:0006898	receptor-mediated endocytosis
IGKV2-28	GO:0006955	immune response
IGKV2-28	GO:0006956	complement activation
IGKV2-28	GO:0006958	complement activation, classical pathway
IGKV2-28	GO:0030449	regulation of complement activation
IGKV2-28	GO:0038095	fc-epsilon receptor signaling pathway
IGKV2-28	GO:0038096	fc-gamma receptor signaling pathway involved in phagocytosis
IGKV2-28	GO:0050776	regulation of immune response
IGKV2-28	GO:0050900	leukocyte migration
A0A075B6Q4	GO:0000056	ribosomal small subunit export from nucleus
A0A075B6Q4	GO:0005634	nucleus
A0A075B6Q4	GO:0030688	preribosome, small subunit precursor
A0A075B6Q4	GO:0031902	late endosome membrane
A0A075B6Q4	GO:0034448	ego complex
A0A075B6Q4	GO:0042274	ribosomal small subunit biogenesis
IGHV3-64	GO:0003823	antigen binding
IGHV3-64	GO:0006910	phagocytosis, recognition
IGHV3-64	GO:0006911	phagocytosis, engulfment
IGHV3-64	GO:0006958	complement activation, classical pathway
IGHV3-64	GO:0009897	external side of plasma membrane
IGHV3-64	GO:0034987	immunoglobulin receptor binding
IGHV3-64	GO:0042571	immunoglobulin complex, circulating
IGHV3-64	GO:0042742	defense response to bacterium
IGHV3-64	GO:0045087	innate immune response
IGHV3-64	GO:0050853	b cell receptor signaling pathway
IGHV3-64	GO:0050871	positive regulation of b cell activation
IGHV4-4	GO:0003823	antigen binding
IGHV4-4	GO:0006910	phagocytosis, recognition
IGHV4-4	GO:0006911	phagocytosis, engulfment
IGHV4-4	GO:0006958	complement activation, classical pathway
IGHV4-4	GO:0009897	external side of plasma membrane
IGHV4-4	GO:0034987	immunoglobulin receptor binding
IGHV4-4	GO:0042571	immunoglobulin complex, circulating
IGHV4-4	GO:0042742	defense response to bacterium
IGHV4-4	GO:0045087	innate immune response
IGHV4-4	GO:0050853	b cell receptor signaling pathway
IGHV4-4	GO:0050871	positive regulation of b cell activation
IGKV2D-24	GO:0002377	immunoglobulin production
IGKV2D-24	GO:0005615	extracellular space
IGKV2D-24	GO:0006955	immune response
IGKV2D-29	GO:0002250	adaptive immune response
IGKV2D-29	GO:0002377	immunoglobulin production
IGKV2D-29	GO:0003823	antigen binding
IGKV2D-29	GO:0005615	extracellular space
IGKV2D-29	GO:0005886	plasma membrane
IGKV2D-29	GO:0006955	immune response
IGKV1D-17	GO:0002250	adaptive immune response
IGKV1D-17	GO:0002377	immunoglobulin production
IGKV1D-17	GO:0003823	antigen binding
IGKV1D-17	GO:0005615	extracellular space
IGKV1D-17	GO:0005886	plasma membrane
IGKV1D-17	GO:0006955	immune response
IGKV1-27	GO:0002250	adaptive immune response
IGKV1-27	GO:0002377	immunoglobulin production
IGKV1-27	GO:0003823	antigen binding
IGKV1-27	GO:0005615	extracellular space
IGKV1-27	GO:0005886	plasma membrane
IGKV1-27	GO:0006955	immune response
IGKV2D-30	GO:0002377	immunoglobulin production
IGKV2D-30	GO:0003823	antigen binding
IGKV2D-30	GO:0004252	serine-type endopeptidase activity
IGKV2D-30	GO:0004252	serine-type endopeptidase activity
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005576	extracellular region
IGKV2D-30	GO:0005615	extracellular space
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0005886	plasma membrane
IGKV2D-30	GO:0006508	proteolysis
IGKV2D-30	GO:0006898	receptor-mediated endocytosis
IGKV2D-30	GO:0006955	immune response
IGKV2D-30	GO:0006956	complement activation
IGKV2D-30	GO:0006958	complement activation, classical pathway
IGKV2D-30	GO:0030449	regulation of complement activation
IGKV2D-30	GO:0038095	fc-epsilon receptor signaling pathway
IGKV2D-30	GO:0038096	fc-gamma receptor signaling pathway involved in phagocytosis
IGKV2D-30	GO:0050776	regulation of immune response
IGKV2D-30	GO:0050900	leukocyte migration
IGKV1-37	GO:0002377	immunoglobulin production
IGKV1-37	GO:0005615	extracellular space
IGKV1-37	GO:0006955	immune response
TRAV12-2	GO:0002250	adaptive immune response
TRAV12-2	GO:0005886	plasma membrane
TRAV6	GO:0002250	adaptive immune response
TRAV6	GO:0005886	plasma membrane
TRAV9-1	GO:0002250	adaptive immune response
TRAV9-1	GO:0002377	immunoglobulin production
TRAV9-1	GO:0005615	extracellular space
TRAV9-1	GO:0005886	plasma membrane
TRAV9-1	GO:0006955	immune response
TRAV7	GO:0002250	adaptive immune response
TRAV7	GO:0005886	plasma membrane
TRAV36DV7	GO:0002250	adaptive immune response
TRAV36DV7	GO:0005886	plasma membrane
TRAV23DV6	GO:0002250	adaptive immune response
TRAV23DV6	GO:0005886	plasma membrane
TRAV18	GO:0002250	adaptive immune response
TRAV18	GO:0002377	immunoglobulin production
TRAV18	GO:0005615	extracellular space
TRAV18	GO:0005886	plasma membrane
TRAV18	GO:0006955	immune response
TRAJ3	GO:0002250	adaptive immune response
TRAJ3	GO:0005886	plasma membrane
TRDJ1	GO:0002250	adaptive immune response
TRDJ1	GO:0005886	plasma membrane
LOC100509620	GO:0015204	urea transmembrane transporter activity
LOC100509620	GO:0015267	channel activity
LOC100509620	GO:0016021	integral component of membrane
LOC100509620	GO:0071918	urea transmembrane transport
PPIAL4E	GO:0000413	protein peptidyl-prolyl isomerization
PPIAL4E	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
PPIAL4E	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
PPIAL4E	GO:0005737	cytoplasm
PPIAL4E	GO:0016018	cyclosporin a binding
PPIAL4E	GO:0042026	protein refolding
PPIAL4E	GO:0051082	unfolded protein binding
PPIAL4H	GO:0000413	protein peptidyl-prolyl isomerization
PPIAL4H	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
PPIAL4H	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
PPIAL4H	GO:0005737	cytoplasm
PPIAL4H	GO:0016018	cyclosporin a binding
PPIAL4H	GO:0042026	protein refolding
PPIAL4H	GO:0051082	unfolded protein binding
IGHV4OR15-8	GO:0003823	antigen binding
IGHV4OR15-8	GO:0006910	phagocytosis, recognition
IGHV4OR15-8	GO:0006911	phagocytosis, engulfment
IGHV4OR15-8	GO:0006958	complement activation, classical pathway
IGHV4OR15-8	GO:0009897	external side of plasma membrane
IGHV4OR15-8	GO:0034987	immunoglobulin receptor binding
IGHV4OR15-8	GO:0042571	immunoglobulin complex, circulating
IGHV4OR15-8	GO:0042742	defense response to bacterium
IGHV4OR15-8	GO:0045087	innate immune response
IGHV4OR15-8	GO:0050853	b cell receptor signaling pathway
IGHV4OR15-8	GO:0050871	positive regulation of b cell activation
IGHV3OR16-12	GO:0003823	antigen binding
IGHV3OR16-12	GO:0006910	phagocytosis, recognition
IGHV3OR16-12	GO:0006911	phagocytosis, engulfment
IGHV3OR16-12	GO:0006958	complement activation, classical pathway
IGHV3OR16-12	GO:0009897	external side of plasma membrane
IGHV3OR16-12	GO:0034987	immunoglobulin receptor binding
IGHV3OR16-12	GO:0042571	immunoglobulin complex, circulating
IGHV3OR16-12	GO:0042742	defense response to bacterium
IGHV3OR16-12	GO:0045087	innate immune response
IGHV3OR16-12	GO:0050853	b cell receptor signaling pathway
IGHV3OR16-12	GO:0050871	positive regulation of b cell activation
IGHV1OR15-1	GO:0003823	antigen binding
IGHV1OR15-1	GO:0006910	phagocytosis, recognition
IGHV1OR15-1	GO:0006911	phagocytosis, engulfment
IGHV1OR15-1	GO:0006958	complement activation, classical pathway
IGHV1OR15-1	GO:0009897	external side of plasma membrane
IGHV1OR15-1	GO:0034987	immunoglobulin receptor binding
IGHV1OR15-1	GO:0042571	immunoglobulin complex, circulating
IGHV1OR15-1	GO:0042742	defense response to bacterium
IGHV1OR15-1	GO:0045087	innate immune response
IGHV1OR15-1	GO:0050853	b cell receptor signaling pathway
IGHV1OR15-1	GO:0050871	positive regulation of b cell activation
IGKV1OR2-108	GO:0002377	immunoglobulin production
IGKV1OR2-108	GO:0005615	extracellular space
IGKV1OR2-108	GO:0006955	immune response
IGHV3OR15-7	GO:0003823	antigen binding
IGHV3OR15-7	GO:0006910	phagocytosis, recognition
IGHV3OR15-7	GO:0006911	phagocytosis, engulfment
IGHV3OR15-7	GO:0006958	complement activation, classical pathway
IGHV3OR15-7	GO:0009897	external side of plasma membrane
IGHV3OR15-7	GO:0034987	immunoglobulin receptor binding
IGHV3OR15-7	GO:0042571	immunoglobulin complex, circulating
IGHV3OR15-7	GO:0042742	defense response to bacterium
IGHV3OR15-7	GO:0045087	innate immune response
IGHV3OR15-7	GO:0050853	b cell receptor signaling pathway
IGHV3OR15-7	GO:0050871	positive regulation of b cell activation
IGHV3OR16-13	GO:0003823	antigen binding
IGHV3OR16-13	GO:0006910	phagocytosis, recognition
IGHV3OR16-13	GO:0006911	phagocytosis, engulfment
IGHV3OR16-13	GO:0006958	complement activation, classical pathway
IGHV3OR16-13	GO:0009897	external side of plasma membrane
IGHV3OR16-13	GO:0034987	immunoglobulin receptor binding
IGHV3OR16-13	GO:0042571	immunoglobulin complex, circulating
IGHV3OR16-13	GO:0042742	defense response to bacterium
IGHV3OR16-13	GO:0045087	innate immune response
IGHV3OR16-13	GO:0050853	b cell receptor signaling pathway
IGHV3OR16-13	GO:0050871	positive regulation of b cell activation
IGHV3OR16-10	GO:0003823	antigen binding
IGHV3OR16-10	GO:0006910	phagocytosis, recognition
IGHV3OR16-10	GO:0006911	phagocytosis, engulfment
IGHV3OR16-10	GO:0006958	complement activation, classical pathway
IGHV3OR16-10	GO:0009897	external side of plasma membrane
IGHV3OR16-10	GO:0034987	immunoglobulin receptor binding
IGHV3OR16-10	GO:0042571	immunoglobulin complex, circulating
IGHV3OR16-10	GO:0042742	defense response to bacterium
IGHV3OR16-10	GO:0045087	innate immune response
IGHV3OR16-10	GO:0050853	b cell receptor signaling pathway
IGHV3OR16-10	GO:0050871	positive regulation of b cell activation
IGHV3OR16-8	GO:0003823	antigen binding
IGHV3OR16-8	GO:0006910	phagocytosis, recognition
IGHV3OR16-8	GO:0006911	phagocytosis, engulfment
IGHV3OR16-8	GO:0006958	complement activation, classical pathway
IGHV3OR16-8	GO:0009897	external side of plasma membrane
IGHV3OR16-8	GO:0034987	immunoglobulin receptor binding
IGHV3OR16-8	GO:0042571	immunoglobulin complex, circulating
IGHV3OR16-8	GO:0042742	defense response to bacterium
IGHV3OR16-8	GO:0045087	innate immune response
IGHV3OR16-8	GO:0050853	b cell receptor signaling pathway
IGHV3OR16-8	GO:0050871	positive regulation of b cell activation
IGLV5-45	GO:0002250	adaptive immune response
IGLV5-45	GO:0002377	immunoglobulin production
IGLV5-45	GO:0003823	antigen binding
IGLV5-45	GO:0005615	extracellular space
IGLV5-45	GO:0005886	plasma membrane
IGLV5-45	GO:0006955	immune response
IGHV4-30-2	GO:0003823	antigen binding
IGHV4-30-2	GO:0006910	phagocytosis, recognition
IGHV4-30-2	GO:0006911	phagocytosis, engulfment
IGHV4-30-2	GO:0006958	complement activation, classical pathway
IGHV4-30-2	GO:0009897	external side of plasma membrane
IGHV4-30-2	GO:0034987	immunoglobulin receptor binding
IGHV4-30-2	GO:0042571	immunoglobulin complex, circulating
IGHV4-30-2	GO:0042742	defense response to bacterium
IGHV4-30-2	GO:0045087	innate immune response
IGHV4-30-2	GO:0050853	b cell receptor signaling pathway
IGHV4-30-2	GO:0050871	positive regulation of b cell activation
IGKV3D-15	GO:0002250	adaptive immune response
IGKV3D-15	GO:0002377	immunoglobulin production
IGKV3D-15	GO:0003823	antigen binding
IGKV3D-15	GO:0005615	extracellular space
IGKV3D-15	GO:0005886	plasma membrane
IGKV3D-15	GO:0006955	immune response
IGKV1D-8	GO:0002250	adaptive immune response
IGKV1D-8	GO:0002377	immunoglobulin production
IGKV1D-8	GO:0003823	antigen binding
IGKV1D-8	GO:0005615	extracellular space
IGKV1D-8	GO:0005886	plasma membrane
IGKV1D-8	GO:0006955	immune response
HOXD4	GO:0000977	rna polymerase ii regulatory region sequence-specific dna binding
HOXD4	GO:0001228	transcriptional activator activity, rna polymerase ii transcription regulatory region sequence-specific dna binding
HOXD4	GO:0001501	skeletal system development
HOXD4	GO:0005634	nucleus
HOXD4	GO:0009952	anterior/posterior pattern specification
HOXD4	GO:0033613	activating transcription factor binding
HOXD4	GO:0045944	positive regulation of transcription by rna polymerase ii
HOXD4	GO:0048704	embryonic skeletal system morphogenesis
TRAV30	GO:0002250	adaptive immune response
TRAV30	GO:0005886	plasma membrane
TRAV27	GO:0002250	adaptive immune response
TRAV27	GO:0005886	plasma membrane
TRAV9-2	GO:0002250	adaptive immune response
TRAV9-2	GO:0002377	immunoglobulin production
TRAV9-2	GO:0005615	extracellular space
TRAV9-2	GO:0005886	plasma membrane
TRAV9-2	GO:0006955	immune response
TRAV26-1	GO:0002250	adaptive immune response
TRAV26-1	GO:0005886	plasma membrane
TMEM265	GO:0016021	integral component of membrane
KCNE1B	GO:0015459	potassium channel regulator activity
KCNE1B	GO:0044325	ion channel binding
KCNE1B	GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization
KCNE1B	GO:0086005	ventricular cardiac muscle cell action potential
KCNE1B	GO:0086011	membrane repolarization during action potential
KCNE1B	GO:0086091	regulation of heart rate by cardiac conduction
KCNE1B	GO:0097623	potassium ion export across plasma membrane
KCNE1B	GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential
KCNE1B	GO:1902260	negative regulation of delayed rectifier potassium channel activity
KCNE1B	GO:0008076	voltage-gated potassium channel complex
KCNE1B	GO:0005251	delayed rectifier potassium channel activity
KCNE1B	GO:1902282	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization
GIMAP1-GIMAP5	GO:0005525	gtp binding
GIMAP1-GIMAP5	GO:0005783	endoplasmic reticulum
GIMAP1-GIMAP5	GO:0005783	endoplasmic reticulum
GIMAP1-GIMAP5	GO:0016021	integral component of membrane
A0A087WUJ7	GO:0004553	hydrolase activity, hydrolyzing o-glycosyl compounds
A0A087WUJ7	GO:0005975	carbohydrate metabolic process
NBPF19	GO:0005737	cytoplasm
A0A087WUU8	GO:0003676	nucleic acid binding
A0A087WUU8	GO:0005634	nucleus
A0A087WUU8	GO:0006355	regulation of transcription, dna-templated
A0A087WUU8	GO:0046872	metal ion binding
A0A087WUV0	GO:0003676	nucleic acid binding
A0A087WUV0	GO:0005634	nucleus
A0A087WUV0	GO:0006355	regulation of transcription, dna-templated
A0A087WUV0	GO:0046872	metal ion binding
TRBV16	GO:0002250	adaptive immune response
TRBV16	GO:0005886	plasma membrane
A0A087WVE0	GO:0005634	nucleus
TBC1D3D	GO:0005096	gtpase activator activity
TBC1D3D	GO:0005886	plasma membrane
TBC1D3D	GO:0006886	intracellular protein transport
TBC1D3D	GO:0017137	rab gtpase binding
TBC1D3D	GO:0090630	activation of gtpase activity
A0A087WW49	GO:0003823	antigen binding
A0A087WW49	GO:0006910	phagocytosis, recognition
A0A087WW49	GO:0006911	phagocytosis, engulfment
A0A087WW49	GO:0006958	complement activation, classical pathway
A0A087WW49	GO:0009897	external side of plasma membrane
A0A087WW49	GO:0034987	immunoglobulin receptor binding
A0A087WW49	GO:0042571	immunoglobulin complex, circulating
A0A087WW49	GO:0042742	defense response to bacterium
A0A087WW49	GO:0045087	innate immune response
A0A087WW49	GO:0050853	b cell receptor signaling pathway
A0A087WW49	GO:0050871	positive regulation of b cell activation
IGKV2-40	GO:0002250	adaptive immune response
IGKV2-40	GO:0002377	immunoglobulin production
IGKV2-40	GO:0003823	antigen binding
IGKV2-40	GO:0005615	extracellular space
IGKV2-40	GO:0005886	plasma membrane
IGKV2-40	GO:0006955	immune response
A0A087WWV3	GO:0005634	nucleus
A0A087WWV3	GO:0005730	nucleolus
A0A087WWV3	GO:0005739	mitochondrion
A0A087WWV3	GO:0005829	cytosol
A0A087WWV3	GO:0006261	dna-dependent dna replication
A0A087WWV3	GO:0043625	delta dna polymerase complex
A0A087WWV3	GO:0071897	dna biosynthetic process
A0A087WWV3	GO:0003887	dna-directed dna polymerase activity
ELOA3C	GO:0006357	regulation of transcription by rna polymerase ii
ELOA3C	GO:0070449	elongin complex
MEIKIN	GO:0000777	condensed chromosome kinetochore
MEIKIN	GO:0000777	condensed chromosome kinetochore
MEIKIN	GO:0000780	condensed nuclear chromosome, centromeric region
MEIKIN	GO:0000780	condensed nuclear chromosome, centromeric region
MEIKIN	GO:0007060	male meiosis chromosome segregation
MEIKIN	GO:0007060	male meiosis chromosome segregation
MEIKIN	GO:0010789	meiotic sister chromatid cohesion involved in meiosis i
MEIKIN	GO:0010789	meiotic sister chromatid cohesion involved in meiosis i
MEIKIN	GO:0016321	female meiosis chromosome segregation
MEIKIN	GO:0016321	female meiosis chromosome segregation
MEIKIN	GO:0045143	homologous chromosome segregation
MEIKIN	GO:0045143	homologous chromosome segregation
MEIKIN	GO:0051754	meiotic sister chromatid cohesion, centromeric
MEIKIN	GO:0051754	meiotic sister chromatid cohesion, centromeric
TBC1D3I	GO:0005096	gtpase activator activity
TBC1D3I	GO:0005886	plasma membrane
TBC1D3I	GO:0006886	intracellular protein transport
TBC1D3I	GO:0017137	rab gtpase binding
TBC1D3I	GO:0090630	activation of gtpase activity
IGHV1OR21-1	GO:0003823	antigen binding
IGHV1OR21-1	GO:0006910	phagocytosis, recognition
IGHV1OR21-1	GO:0006911	phagocytosis, engulfment
IGHV1OR21-1	GO:0006958	complement activation, classical pathway
IGHV1OR21-1	GO:0009897	external side of plasma membrane
IGHV1OR21-1	GO:0034987	immunoglobulin receptor binding
IGHV1OR21-1	GO:0042571	immunoglobulin complex, circulating
IGHV1OR21-1	GO:0042742	defense response to bacterium
IGHV1OR21-1	GO:0045087	innate immune response
IGHV1OR21-1	GO:0050853	b cell receptor signaling pathway
IGHV1OR21-1	GO:0050871	positive regulation of b cell activation
A0A087WYN8	GO:0005634	nucleus
A0A087WYN8	GO:0005737	cytoplasm
A0A087WYN8	GO:0005829	cytosol
A0A087WYN8	GO:0006595	polyamine metabolic process
A0A087WYN8	GO:0008073	ornithine decarboxylase inhibitor activity
A0A087WYN8	GO:0043086	negative regulation of catalytic activity
A0A087WYN8	GO:0045732	positive regulation of protein catabolic process
SYNJ2BP-COX16	GO:0031966	mitochondrial membrane
A0A087WZ62	GO:0000030	mannosyltransferase activity
A0A087WZ62	GO:0005783	endoplasmic reticulum
A0A087WZ62	GO:0005789	endoplasmic reticulum membrane
A0A087WZ62	GO:0016021	integral component of membrane
A0A087WZ62	GO:0097502	mannosylation
FXYD6-FXYD2	GO:0006811	ion transport
FXYD6-FXYD2	GO:0016021	integral component of membrane
FXYD6-FXYD2	GO:0017080	sodium channel regulator activity
FXYD6-FXYD2	GO:0099106	ion channel regulator activity
FXYD6-FXYD2	GO:2000649	regulation of sodium ion transmembrane transporter activity
ARHGEF18	GO:0003676	nucleic acid binding
