Gene_Name	GO_ID	GO_term
VLDLR	GO:0045860	positive regulation of protein kinase activity
VLDLR	GO:0048306	calcium-dependent protein binding
VLDLR	GO:0048813	dendrite morphogenesis
VLDLR	GO:1900006	positive regulation of dendrite development
HSPG2	GO:0001523	retinoid metabolic process
HSPG2	GO:0001525	angiogenesis
HSPG2	GO:0001540	amyloid-beta binding
HSPG2	GO:0005509	calcium ion binding
HSPG2	GO:0005515	protein binding
HSPG2	GO:0005515	protein binding
HSPG2	GO:0005515	protein binding
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005576	extracellular region
HSPG2	GO:0005604	basement membrane
HSPG2	GO:0005604	basement membrane
HSPG2	GO:0005615	extracellular space
HSPG2	GO:0005615	extracellular space
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005796	golgi lumen
HSPG2	GO:0005886	plasma membrane
HSPG2	GO:0005886	plasma membrane
HSPG2	GO:0005886	plasma membrane
HSPG2	GO:0005886	plasma membrane
HSPG2	GO:0005886	plasma membrane
HSPG2	GO:0005886	plasma membrane
HSPG2	GO:0005925	focal adhesion
HSPG2	GO:0006024	glycosaminoglycan biosynthetic process
HSPG2	GO:0006027	glycosaminoglycan catabolic process
HSPG2	GO:0006629	lipid metabolic process
HSPG2	GO:0006898	receptor-mediated endocytosis
HSPG2	GO:0006898	receptor-mediated endocytosis
HSPG2	GO:0006898	receptor-mediated endocytosis
HSPG2	GO:0006954	inflammatory response
HSPG2	GO:0007420	brain development
HSPG2	GO:0008022	protein c-terminus binding
HSPG2	GO:0016525	negative regulation of angiogenesis
HSPG2	GO:0030021	extracellular matrix structural constituent conferring compression resistance
HSPG2	GO:0030021	extracellular matrix structural constituent conferring compression resistance
HSPG2	GO:0030021	extracellular matrix structural constituent conferring compression resistance
HSPG2	GO:0030021	extracellular matrix structural constituent conferring compression resistance
HSPG2	GO:0030021	extracellular matrix structural constituent conferring compression resistance
HSPG2	GO:0030021	extracellular matrix structural constituent conferring compression resistance
HSPG2	GO:0030154	cell differentiation
HSPG2	GO:0030198	extracellular matrix organization
HSPG2	GO:0043202	lysosomal lumen
HSPG2	GO:0043202	lysosomal lumen
HSPG2	GO:0044267	cellular protein metabolic process
HSPG2	GO:0050750	low-density lipoprotein particle receptor binding
HSPG2	GO:0062023	collagen-containing extracellular matrix
HSPG2	GO:0062023	collagen-containing extracellular matrix
HSPG2	GO:0062023	collagen-containing extracellular matrix
HSPG2	GO:0062023	collagen-containing extracellular matrix
HSPG2	GO:0062023	collagen-containing extracellular matrix
HSPG2	GO:0070062	extracellular exosome
HSPG2	GO:0070062	extracellular exosome
HSPG2	GO:0070062	extracellular exosome
HSPG2	GO:0070062	extracellular exosome
HSPG2	GO:0072358	cardiovascular system development
HSPG2	GO:0098797	plasma membrane protein complex
HSPG2	GO:0062023	collagen-containing extracellular matrix
HSPG2	GO:0062023	collagen-containing extracellular matrix
PKD1	GO:0000139	golgi membrane
PKD1	GO:0000139	golgi membrane
PKD1	GO:0000139	golgi membrane
PKD1	GO:0000139	golgi membrane
PKD1	GO:0000139	golgi membrane
PKD1	GO:0000139	golgi membrane
PKD1	GO:0001502	cartilage condensation
PKD1	GO:0001701	in utero embryonic development
PKD1	GO:0001822	kidney development
PKD1	GO:0001889	liver development
PKD1	GO:0001892	embryonic placenta development
PKD1	GO:0002133	polycystin complex
PKD1	GO:0005262	calcium channel activity
PKD1	GO:0005515	protein binding
PKD1	GO:0005515	protein binding
PKD1	GO:0005515	protein binding
PKD1	GO:0005515	protein binding
PKD1	GO:0005515	protein binding
PKD1	GO:0005515	protein binding
PKD1	GO:0005515	protein binding
PKD1	GO:0005634	nucleus
PKD1	GO:0005737	cytoplasm
PKD1	GO:0005783	endoplasmic reticulum
PKD1	GO:0005794	golgi apparatus
PKD1	GO:0005886	plasma membrane
PKD1	GO:0005887	integral component of plasma membrane
PKD1	GO:0005929	cilium
PKD1	GO:0005929	cilium
PKD1	GO:0006611	protein export from nucleus
PKD1	GO:0007050	cell cycle arrest
PKD1	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules
PKD1	GO:0007160	cell-matrix adhesion
PKD1	GO:0007161	calcium-independent cell-matrix adhesion
PKD1	GO:0007204	positive regulation of cytosolic calcium ion concentration
PKD1	GO:0007259	jak-stat cascade
PKD1	GO:0007507	heart development
PKD1	GO:0009653	anatomical structure morphogenesis
PKD1	GO:0009986	cell surface
PKD1	GO:0016021	integral component of membrane
PKD1	GO:0016055	wnt signaling pathway
PKD1	GO:0016323	basolateral plasma membrane
PKD1	GO:0016328	lateral plasma membrane
PKD1	GO:0018105	peptidyl-serine phosphorylation
PKD1	GO:0019901	protein kinase binding
PKD1	GO:0019904	protein domain specific binding
PKD1	GO:0021510	spinal cord development
PKD1	GO:0021915	neural tube development
PKD1	GO:0030010	establishment of cell polarity
PKD1	GO:0030155	regulation of cell adhesion
PKD1	GO:0030246	carbohydrate binding
PKD1	GO:0030660	golgi-associated vesicle membrane
PKD1	GO:0030660	golgi-associated vesicle membrane
PKD1	GO:0030660	golgi-associated vesicle membrane
PKD1	GO:0031514	motile cilium
PKD1	GO:0032092	positive regulation of protein binding
PKD1	GO:0034405	response to fluid shear stress
PKD1	GO:0034703	cation channel complex
PKD1	GO:0034704	calcium channel complex
PKD1	GO:0036303	lymph vessel morphogenesis
PKD1	GO:0042813	wnt-activated receptor activity
PKD1	GO:0042994	cytoplasmic sequestering of transcription factor
PKD1	GO:0043588	skin development
PKD1	GO:0044325	ion channel binding
PKD1	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity
PKD1	GO:0045944	positive regulation of transcription by rna polymerase ii
PKD1	GO:0048565	digestive tract development
PKD1	GO:0048754	branching morphogenesis of an epithelial tube
PKD1	GO:0048806	genitalia development
PKD1	GO:0050982	detection of mechanical stimulus
PKD1	GO:0051216	cartilage development
PKD1	GO:0051290	protein heterotetramerization
PKD1	GO:0060170	ciliary membrane
PKD1	GO:0060236	regulation of mitotic spindle organization
PKD1	GO:0060428	lung epithelium development
PKD1	GO:0060674	placenta blood vessel development
PKD1	GO:0061136	regulation of proteasomal protein catabolic process
PKD1	GO:0070062	extracellular exosome
PKD1	GO:0070062	extracellular exosome
PKD1	GO:0070588	calcium ion transmembrane transport
PKD1	GO:0072164	mesonephric tubule development
PKD1	GO:0072177	mesonephric duct development
PKD1	GO:0072205	metanephric collecting duct development
PKD1	GO:0072218	metanephric ascending thin limb development
PKD1	GO:0072237	metanephric proximal tubule development
PKD1	GO:0072287	metanephric distal tubule morphogenesis
PKD1	GO:0198738	cell-cell signaling by wnt
PKD1	GO:2000045	regulation of g1/s transition of mitotic cell cycle
PKD1	GO:0005262	calcium channel activity
LRP2	GO:0001523	retinoid metabolic process
LRP2	GO:0001843	neural tube closure
LRP2	GO:0003139	secondary heart field specification
LRP2	GO:0003148	outflow tract septum morphogenesis
LRP2	GO:0003223	ventricular compact myocardium morphogenesis
LRP2	GO:0003281	ventricular septum development
LRP2	GO:0005041	low-density lipoprotein particle receptor activity
LRP2	GO:0005509	calcium ion binding
LRP2	GO:0005515	protein binding
LRP2	GO:0005515	protein binding
LRP2	GO:0005764	lysosome
LRP2	GO:0005765	lysosomal membrane
LRP2	GO:0005783	endoplasmic reticulum
LRP2	GO:0005794	golgi apparatus
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005886	plasma membrane
LRP2	GO:0005905	clathrin-coated pit
LRP2	GO:0006629	lipid metabolic process
LRP2	GO:0006897	endocytosis
LRP2	GO:0006898	receptor-mediated endocytosis
LRP2	GO:0006898	receptor-mediated endocytosis
LRP2	GO:0006898	receptor-mediated endocytosis
LRP2	GO:0007605	sensory perception of sound
LRP2	GO:0008144	drug binding
LRP2	GO:0008283	cell proliferation
LRP2	GO:0008584	male gonad development
LRP2	GO:0009897	external side of plasma membrane
LRP2	GO:0016021	integral component of membrane
LRP2	GO:0016324	apical plasma membrane
LRP2	GO:0016324	apical plasma membrane
LRP2	GO:0016324	apical plasma membrane
LRP2	GO:0017124	sh3 domain binding
LRP2	GO:0030001	metal ion transport
LRP2	GO:0030139	endocytic vesicle
LRP2	GO:0030424	axon
LRP2	GO:0030425	dendrite
LRP2	GO:0030514	negative regulation of bmp signaling pathway
LRP2	GO:0030665	clathrin-coated vesicle membrane
LRP2	GO:0030665	clathrin-coated vesicle membrane
LRP2	GO:0030665	clathrin-coated vesicle membrane
LRP2	GO:0030665	clathrin-coated vesicle membrane
LRP2	GO:0030665	clathrin-coated vesicle membrane
LRP2	GO:0030665	clathrin-coated vesicle membrane
LRP2	GO:0030665	clathrin-coated vesicle membrane
LRP2	GO:0030900	forebrain development
LRP2	GO:0031526	brush border membrane
LRP2	GO:0031904	endosome lumen
LRP2	GO:0035258	steroid hormone receptor binding
LRP2	GO:0035904	aorta development
LRP2	GO:0042359	vitamin d metabolic process
LRP2	GO:0042953	lipoprotein transport
LRP2	GO:0042954	lipoprotein transporter activity
LRP2	GO:0043235	receptor complex
LRP2	GO:0050769	positive regulation of neurogenesis
LRP2	GO:0051087	chaperone binding
LRP2	GO:0051087	chaperone binding
LRP2	GO:0060068	vagina development
LRP2	GO:0060982	coronary artery morphogenesis
LRP2	GO:0061024	membrane organization
LRP2	GO:0061156	pulmonary artery morphogenesis
LRP2	GO:0070062	extracellular exosome
LRP2	GO:0070062	extracellular exosome
LRP2	GO:0070447	positive regulation of oligodendrocyte progenitor proliferation
LRP2	GO:0140058	neuron projection arborization
LRP2	GO:1904447	folate import across plasma membrane
LRP2	GO:1905167	positive regulation of lysosomal protein catabolic process
ZXDA	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
ZXDA	GO:0003676	nucleic acid binding
ZXDA	GO:0003700	dna-binding transcription factor activity
ZXDA	GO:0005515	protein binding
ZXDA	GO:0005515	protein binding
ZXDA	GO:0005515	protein binding
ZXDA	GO:0005634	nucleus
ZXDA	GO:0006357	regulation of transcription by rna polymerase ii
ZXDA	GO:0045893	positive regulation of transcription, dna-templated
ZXDA	GO:0046872	metal ion binding
ZXDA	GO:0070742	c2h2 zinc finger domain binding
ZXDA	GO:0070742	c2h2 zinc finger domain binding
ZXDB	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
ZXDB	GO:0003674	molecular_function
ZXDB	GO:0003676	nucleic acid binding
ZXDB	GO:0005634	nucleus
ZXDB	GO:0006357	regulation of transcription by rna polymerase ii
ZXDB	GO:0008150	biological_process
ZXDB	GO:0046872	metal ion binding
XIAP	GO:0004842	ubiquitin-protein transferase activity
XIAP	GO:0004842	ubiquitin-protein transferase activity
XIAP	GO:0004842	ubiquitin-protein transferase activity
XIAP	GO:0004842	ubiquitin-protein transferase activity
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005515	protein binding
XIAP	GO:0005634	nucleus
XIAP	GO:0005634	nucleus
XIAP	GO:0005654	nucleoplasm
XIAP	GO:0005654	nucleoplasm
XIAP	GO:0005654	nucleoplasm
XIAP	GO:0005737	cytoplasm
XIAP	GO:0005737	cytoplasm
XIAP	GO:0005737	cytoplasm
XIAP	GO:0005829	cytosol
XIAP	GO:0005829	cytosol
XIAP	GO:0005829	cytosol
XIAP	GO:0006915	apoptotic process
XIAP	GO:0006974	cellular response to dna damage stimulus
XIAP	GO:0016055	wnt signaling pathway
XIAP	GO:0016567	protein ubiquitination
XIAP	GO:0016567	protein ubiquitination
XIAP	GO:0030510	regulation of bmp signaling pathway
XIAP	GO:0031398	positive regulation of protein ubiquitination
XIAP	GO:0042127	regulation of cell proliferation
XIAP	GO:0042802	identical protein binding
XIAP	GO:0042802	identical protein binding
XIAP	GO:0042802	identical protein binding
XIAP	GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process
XIAP	GO:0043066	negative regulation of apoptotic process
XIAP	GO:0043066	negative regulation of apoptotic process
XIAP	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
XIAP	GO:0045088	regulation of innate immune response
XIAP	GO:0046872	metal ion binding
XIAP	GO:0050727	regulation of inflammatory response
XIAP	GO:0055070	copper ion homeostasis
XIAP	GO:0061630	ubiquitin protein ligase activity
XIAP	GO:0061630	ubiquitin protein ligase activity
XIAP	GO:0061630	ubiquitin protein ligase activity
XIAP	GO:0070424	regulation of nucleotide-binding oligomerization domain containing signaling pathway
XIAP	GO:0090263	positive regulation of canonical wnt signaling pathway
XIAP	GO:0090263	positive regulation of canonical wnt signaling pathway
XIAP	GO:0090307	mitotic spindle assembly
XIAP	GO:1902530	positive regulation of protein linear polyubiquitination
XIAP	GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process
ARHGAP4	GO:0005070	sh3/sh2 adaptor activity
ARHGAP4	GO:0005096	gtpase activator activity
ARHGAP4	GO:0005515	protein binding
ARHGAP4	GO:0005737	cytoplasm
ARHGAP4	GO:0005737	cytoplasm
ARHGAP4	GO:0005794	golgi apparatus
ARHGAP4	GO:0005829	cytosol
ARHGAP4	GO:0005874	microtubule
ARHGAP4	GO:0007010	cytoskeleton organization
ARHGAP4	GO:0007266	rho protein signal transduction
ARHGAP4	GO:0009967	positive regulation of signal transduction
ARHGAP4	GO:0010764	negative regulation of fibroblast migration
ARHGAP4	GO:0030336	negative regulation of cell migration
ARHGAP4	GO:0030426	growth cone
ARHGAP4	GO:0030517	negative regulation of axon extension
ARHGAP4	GO:0043547	positive regulation of gtpase activity
ARHGAP4	GO:0048365	rac gtpase binding
ARHGAP4	GO:0051056	regulation of small gtpase mediated signal transduction
EFNB1	GO:0001755	neural crest cell migration
EFNB1	GO:0004713	protein tyrosine kinase activity
EFNB1	GO:0005515	protein binding
EFNB1	GO:0005515	protein binding
EFNB1	GO:0005634	nucleus
EFNB1	GO:0005737	cytoplasm
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005886	plasma membrane
EFNB1	GO:0005887	integral component of plasma membrane
EFNB1	GO:0007155	cell adhesion
EFNB1	GO:0007267	cell-cell signaling
EFNB1	GO:0007411	axon guidance
EFNB1	GO:0009880	embryonic pattern specification
EFNB1	GO:0018108	peptidyl-tyrosine phosphorylation
EFNB1	GO:0031295	t cell costimulation
EFNB1	GO:0042102	positive regulation of t cell proliferation
EFNB1	GO:0045121	membrane raft
EFNB1	GO:0045202	synapse
EFNB1	GO:0046875	ephrin receptor binding
EFNB1	GO:0048013	ephrin receptor signaling pathway
EFNB1	GO:0048013	ephrin receptor signaling pathway
EFNB1	GO:0070062	extracellular exosome
FAM3A	GO:0003674	molecular_function
FAM3A	GO:0005575	cellular_component
FAM3A	GO:0005576	extracellular region
FAM3A	GO:0019732	antifungal humoral response
FAM3A	GO:0019732	antifungal humoral response
FAM3A	GO:0019732	antifungal humoral response
FAM3A	GO:0019732	antifungal humoral response
FAM3A	GO:0019732	antifungal humoral response
FAM3A	GO:0019732	antifungal humoral response
FAM3A	GO:0045721	negative regulation of gluconeogenesis
FAM3A	GO:0046890	regulation of lipid biosynthetic process
FAM3A	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide
FAM3A	GO:1905035	negative regulation of antifungal innate immune response
FGD1	GO:0001726	ruffle
FGD1	GO:0005085	guanyl-nucleotide exchange factor activity
FGD1	GO:0005085	guanyl-nucleotide exchange factor activity
FGD1	GO:0005089	rho guanyl-nucleotide exchange factor activity
FGD1	GO:0005089	rho guanyl-nucleotide exchange factor activity
FGD1	GO:0005737	cytoplasm
FGD1	GO:0005794	golgi apparatus
FGD1	GO:0005829	cytosol
FGD1	GO:0005829	cytosol
FGD1	GO:0005829	cytosol
FGD1	GO:0005856	cytoskeleton
FGD1	GO:0007010	cytoskeleton organization
FGD1	GO:0007165	signal transduction
FGD1	GO:0007186	g-protein coupled receptor signaling pathway
FGD1	GO:0007275	multicellular organism development
FGD1	GO:0008360	regulation of cell shape
FGD1	GO:0009887	animal organ morphogenesis
FGD1	GO:0030027	lamellipodium
FGD1	GO:0030036	actin cytoskeleton organization
FGD1	GO:0031267	small gtpase binding
FGD1	GO:0035023	regulation of rho protein signal transduction
FGD1	GO:0043065	positive regulation of apoptotic process
FGD1	GO:0043087	regulation of gtpase activity
FGD1	GO:0046847	filopodium assembly
FGD1	GO:0046872	metal ion binding
FGD1	GO:0051056	regulation of small gtpase mediated signal transduction
RBM10	GO:0000122	negative regulation of transcription by rna polymerase ii
RBM10	GO:0000381	regulation of alternative mrna splicing, via spliceosome
RBM10	GO:0003723	rna binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005515	protein binding
RBM10	GO:0005634	nucleus
RBM10	GO:0006397	mrna processing
RBM10	GO:0008150	biological_process
RBM10	GO:0008285	negative regulation of cell proliferation
RBM10	GO:0008380	rna splicing
RBM10	GO:0016607	nuclear speck
RBM10	GO:0032991	protein-containing complex
RBM10	GO:0034393	positive regulation of smooth muscle cell apoptotic process
RBM10	GO:0035198	mirna binding
RBM10	GO:0042802	identical protein binding
RBM10	GO:0046872	metal ion binding
RBM10	GO:0048025	negative regulation of mrna splicing, via spliceosome
RBM10	GO:0070935	3-utr-mediated mrna stabilization
FOXO4	GO:0000122	negative regulation of transcription by rna polymerase ii
FOXO4	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
FOXO4	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
FOXO4	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
FOXO4	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
FOXO4	GO:0001228	transcriptional activator activity, rna polymerase ii transcription regulatory region sequence-specific dna binding
FOXO4	GO:0003677	dna binding
FOXO4	GO:0003700	dna-binding transcription factor activity
FOXO4	GO:0003700	dna-binding transcription factor activity
FOXO4	GO:0005515	protein binding
FOXO4	GO:0005515	protein binding
FOXO4	GO:0005515	protein binding
FOXO4	GO:0005515	protein binding
FOXO4	GO:0005515	protein binding
FOXO4	GO:0005634	nucleus
FOXO4	GO:0005634	nucleus
FOXO4	GO:0005634	nucleus
FOXO4	GO:0005634	nucleus
FOXO4	GO:0005654	nucleoplasm
FOXO4	GO:0005654	nucleoplasm
FOXO4	GO:0005654	nucleoplasm
FOXO4	GO:0005737	cytoplasm
FOXO4	GO:0005737	cytoplasm
FOXO4	GO:0005829	cytosol
FOXO4	GO:0005829	cytosol
FOXO4	GO:0005829	cytosol
FOXO4	GO:0006355	regulation of transcription, dna-templated
FOXO4	GO:0006366	transcription by rna polymerase ii
FOXO4	GO:0007050	cell cycle arrest
FOXO4	GO:0007095	mitotic g2 dna damage checkpoint
FOXO4	GO:0007517	muscle organ development
FOXO4	GO:0007568	aging
FOXO4	GO:0008013	beta-catenin binding
FOXO4	GO:0008134	transcription factor binding
FOXO4	GO:0008134	transcription factor binding
FOXO4	GO:0008134	transcription factor binding
FOXO4	GO:0008285	negative regulation of cell proliferation
FOXO4	GO:0008286	insulin receptor signaling pathway
FOXO4	GO:0008286	insulin receptor signaling pathway
FOXO4	GO:0014911	positive regulation of smooth muscle cell migration
FOXO4	GO:0016525	negative regulation of angiogenesis
FOXO4	GO:0016579	protein deubiquitination
FOXO4	GO:0016607	nuclear speck
FOXO4	GO:0019899	enzyme binding
FOXO4	GO:0019899	enzyme binding
FOXO4	GO:0031667	response to nutrient levels
FOXO4	GO:0042593	glucose homeostasis
FOXO4	GO:0042802	identical protein binding
FOXO4	GO:0043565	sequence-specific dna binding
FOXO4	GO:0043565	sequence-specific dna binding
FOXO4	GO:0043565	sequence-specific dna binding
FOXO4	GO:0045944	positive regulation of transcription by rna polymerase ii
FOXO4	GO:0045944	positive regulation of transcription by rna polymerase ii
FOXO4	GO:0045944	positive regulation of transcription by rna polymerase ii
FOXO4	GO:0048863	stem cell differentiation
FOXO4	GO:0051151	negative regulation of smooth muscle cell differentiation
FOXO4	GO:0070317	negative regulation of g0 to g1 transition
FOXO4	GO:0071158	positive regulation of cell cycle arrest
FOXO4	GO:1990785	response to water-immersion restraint stress
FOXO4	GO:1990841	promoter-specific chromatin binding
RBM3	GO:0003723	rna binding
RBM3	GO:0003723	rna binding
RBM3	GO:0003723	rna binding
RBM3	GO:0003730	mrna 3-utr binding
RBM3	GO:0005515	protein binding
RBM3	GO:0005515	protein binding
RBM3	GO:0005515	protein binding
RBM3	GO:0005515	protein binding
RBM3	GO:0005515	protein binding
RBM3	GO:0005515	protein binding
RBM3	GO:0005515	protein binding
RBM3	GO:0005634	nucleus
RBM3	GO:0005654	nucleoplasm
RBM3	GO:0005681	spliceosomal complex
RBM3	GO:0005730	nucleolus
RBM3	GO:0005737	cytoplasm
RBM3	GO:0005737	cytoplasm
RBM3	GO:0006396	rna processing
RBM3	GO:0006417	regulation of translation
RBM3	GO:0006417	regulation of translation
RBM3	GO:0008266	poly(u) rna binding
RBM3	GO:0009409	response to cold
RBM3	GO:0017148	negative regulation of translation
RBM3	GO:0030371	translation repressor activity
RBM3	GO:0030425	dendrite
RBM3	GO:0043023	ribosomal large subunit binding
RBM3	GO:0045727	positive regulation of translation
RBM3	GO:0045727	positive regulation of translation
RBM3	GO:0048026	positive regulation of mrna splicing, via spliceosome
RBM3	GO:0070181	small ribosomal subunit rrna binding
RBM3	GO:1990904	ribonucleoprotein complex
RBM3	GO:0015934	large ribosomal subunit
RBM3	GO:0015934	large ribosomal subunit
ZNF200	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
ZNF200	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
ZNF200	GO:0003674	molecular_function
ZNF200	GO:0003676	nucleic acid binding
ZNF200	GO:0005634	nucleus
ZNF200	GO:0006357	regulation of transcription by rna polymerase ii
ZNF200	GO:0008150	biological_process
ZNF200	GO:0046872	metal ion binding
CYP4F8	GO:0004497	monooxygenase activity
CYP4F8	GO:0005506	iron ion binding
